start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.020000,answer2,0.35456118,-3.9012756,5.709105,0.036031876,0.0021729197,0.024434028,13.069303,-1.6766132,-0.10110792,-3.7115061,0.0,0.0,0.0,0.0,0.0,0.0,572.8084,985.83765,-201.0,1469.2125,2057.136,-201.0,2086.1853,986.7663,-201.0,0 days 00:00:05.305305305,0 days 00:00:05.325305305
0 days 00:00:00.010000,0 days 00:00:00.030000,answer2,0.36019158,-4.3025336,7.966429,0.040881153,-0.0006163645,0.0550731,10.775517,-3.7075043,-5.1940064,-6.775065,0.0,0.0,0.0,0.0,0.0,0.0,529.50385,887.7969,-201.0,1493.4513,1573.8496,-201.0,2200.866,909.1836,-201.0,0 days 00:00:05.315305305,0 days 00:00:05.335305305
0 days 00:00:00.020000,0 days 00:00:00.040000,answer2,0.41761294,-2.6391728,8.867708,0.038522363,0.001193314,0.08759717,6.05874,-5.5045323,-9.302874,-5.1174483,0.0,0.0,0.0,0.0,0.0,0.0,482.23218,782.2913,-140.14328,1513.182,1061.558,-140.1184,2321.6604,834.21454,-140.16838,0 days 00:00:05.325305305,0 days 00:00:05.345305305
0 days 00:00:00.030000,0 days 00:00:00.050000,answer2,0.43739924,-2.5297945,10.009805,0.0374953,0.0002477141,0.0936294,3.8210576,-3.929126,-10.725701,-2.4279199,25.809492,0.0,0.0,1.1383384,18.22206,16.47344,480.13766,766.7014,-83.04291,1549.6387,976.7415,-80.20312,2423.8943,910.68115,-81.70626,0 days 00:00:05.335305305,0 days 00:00:05.355305305
0 days 00:00:00.040000,0 days 00:00:00.060000,answer2,0.4880148,-1.6051575,9.212147,0.020805951,0.0013152618,0.102214515,3.4707725,-0.2901396,-5.0191255,1.2598885,25.862665,0.0,0.0,2.1714494,18.039553,20.682358,489.7866,723.2331,-24.57133,1568.3729,806.3343,-20.92311,2455.4705,990.9069,-26.251936,0 days 00:00:05.345305305,0 days 00:00:05.365305305
0 days 00:00:00.050000,0 days 00:00:00.070000,answer2,0.46032938,-5.7101803,10.884999,-0.0003156693,-0.0009102447,0.13395895,9.631125,4.4362144,-0.53933066,1.4466004,26.160872,0.0,0.0,4.063497,18.264761,22.349863,487.84717,1209.2279,-26.101557,1354.3737,981.51984,-20.07526,2342.7815,1005.021,-27.822388,0 days 00:00:05.355305305,0 days 00:00:05.375305305
0 days 00:00:00.060000,0 days 00:00:00.080000,answer2,0.4816887,-9.052893,14.407001,-0.018475344,-0.0014245055,0.18623899,15.610072,5.7956653,4.2253456,2.859602,26.58212,0.0,0.0,5.023927,18.301666,24.732824,615.62805,1359.499,-24.78736,1462.8307,987.3571,-20.448225,2682.0042,701.2307,-30.125559,0 days 00:00:05.365305305,0 days 00:00:05.385305305
0 days 00:00:00.070000,0 days 00:00:00.090000,answer2,0.51069474,-13.8246765,18.662323,-0.020392695,-0.0059530777,0.29766116,24.268082,7.7564225,5.488199,5.7301197,27.27751,0.0,2.3787518,5.911545,18.596674,25.050478,761.5926,1584.0181,-22.61926,1543.7051,1119.8898,-20.428106,3059.2566,396.06442,-30.400873,0 days 00:00:05.375305305,0 days 00:00:05.395305305
0 days 00:00:00.080000,0 days 00:00:00.100000,answer2,0.5485524,-16.86676,25.183006,-0.014771392,-0.014999549,0.31309316,29.2703,10.512303,6.9026127,10.727718,27.825891,0.0,2.7987258,7.009365,18.562086,26.946686,716.1726,1417.3888,-16.841122,1730.0259,1128.8102,-24.887299,3010.5198,596.93915,-32.39178,0 days 00:00:05.385305305,0 days 00:00:05.405305305
0 days 00:00:00.090000,0 days 00:00:00.110000,answer2,0.5792668,-18.52633,29.675446,-0.0018867381,-0.015288125,0.32107016,31.207266,12.700706,7.1734004,15.935936,28.369064,0.09706927,3.2186995,7.902868,17.456589,29.563189,812.7466,1433.6202,-17.726679,1772.2806,1166.8558,-26.681715,2980.1094,707.74536,-34.987095,0 days 00:00:05.395305305,0 days 00:00:05.415305305
