start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.200000,answer2,14.774033,-14.621258,17.923277,0.05164654,-0.023877783,0.71777034,34.262997,-14.467651,-0.19624348,-29.645025,25.478216,0.0,2.5369527,-2.3789394,4.401687,11.197922,806.4299,1263.091,32.298695,1659.9271,1007.533,7.9349647,2683.8318,480.57144,-4.3226914,0 days 00:00:05.367033700,0 days 00:00:05.567033700
0 days 00:00:00.010000,0 days 00:00:00.210000,answer2,15.21355,-14.411994,18.26996,0.050082605,-0.023136424,1.461462,34.232605,-14.727956,0.42408523,-30.385458,26.476578,0.21834177,1.793739,-1.5758677,2.911356,11.45391,815.11005,1245.1772,35.106884,1673.41,997.87726,10.760696,2690.8875,483.39932,-3.1879425,0 days 00:00:05.377033700,0 days 00:00:05.577033700
0 days 00:00:00.020000,0 days 00:00:00.220000,answer2,15.833156,-14.10694,18.844961,0.05101582,-0.022122508,2.2534902,34.08536,-14.953916,1.0114908,-31.313324,30.964205,0.38183928,1.0198115,0.3236046,-5.4028544,13.399372,816.3203,1230.9066,34.349003,1679.0131,1011.758,10.657807,2684.2493,493.62183,-4.070922,0 days 00:00:05.387033700,0 days 00:00:05.587033700
0 days 00:00:00.030000,0 days 00:00:00.230000,answer2,16.369635,-13.826169,19.650774,0.052682314,-0.021414408,2.366051,33.814075,-14.948812,1.0489267,-32.00402,36.31979,0.6066193,0.5395933,-0.49485204,-3.3676014,17.824862,807.25806,1235.618,23.05925,1668.6713,1041.6788,4.957632,2669.5552,503.28247,-8.19491,0 days 00:00:05.397033700,0 days 00:00:05.597033700
0 days 00:00:00.040000,0 days 00:00:00.240000,answer2,16.826937,-13.579038,20.691017,0.054296624,-0.020695696,2.472006,33.390076,-14.642692,0.4855317,-32.335308,40.69004,0.70883423,0.5088796,-1.8146877,-1.8659636,22.287085,760.7767,1313.771,12.855554,1637.1239,1141.0905,-3.320976,2651.6406,547.1203,-13.233678,0 days 00:00:05.407033700,0 days 00:00:05.607033700
0 days 00:00:00.050000,0 days 00:00:00.250000,answer2,17.204477,-13.3749275,21.962332,0.055794504,-0.019703737,2.518164,32.88972,-14.114605,-0.539028,-32.415176,41.552776,0.70883423,0.5088796,-2.8748477,5.5717297,23.567968,763.0843,1313.6548,5.1488786,1638.5776,1100.3447,-8.407186,2668.284,531.1351,-14.783546,0 days 00:00:05.417033700,0 days 00:00:05.617033700
0 days 00:00:00.060000,0 days 00:00:00.260000,answer2,17.503052,-13.214478,23.36007,0.056781013,-0.018143091,2.483559,32.36116,-13.414532,-1.9182998,-32.33879,41.507282,0.70883423,0.5088796,-1.8501998,3.1676624,21.279074,759.51514,1286.5479,7.373646,1603.9668,1057.7692,-8.551328,2563.586,540.88104,-12.67395,0 days 00:00:05.427033700,0 days 00:00:05.627033700
0 days 00:00:00.070000,0 days 00:00:00.270000,answer2,17.721876,-13.089917,24.906698,0.05630021,-0.016468558,2.3416908,31.873083,-12.638167,-3.494274,-32.23723,41.460537,0.49750468,0.9539518,0.9481942,0.6336363,18.018126,813.6143,1266.8795,7.7976413,1652.2153,965.5703,-8.032256,2606.8938,478.31177,-9.586848,0 days 00:00:05.437033700,0 days 00:00:05.637033700
0 days 00:00:00.080000,0 days 00:00:00.280000,answer2,17.86302,-12.982758,26.575888,0.055081993,-0.014921478,2.1453702,31.455542,-11.844277,-5.1544833,-32.184067,41.430347,0.28036308,1.7098535,2.5823212,-1.635713,15.764497,812.72266,1253.5347,9.742984,1646.1117,948.93256,-7.8443832,2599.501,471.3474,-7.6572266,0 days 00:00:05.447033700,0 days 00:00:05.647033700
0 days 00:00:00.090000,0 days 00:00:00.290000,answer2,17.933891,-12.870453,28.35453,0.054116506,-0.01343928,2.040373,31.104563,-11.053539,-6.825981,-32.172897,41.418697,0.051093727,2.0541809,3.125786,-3.606324,12.73949,811.91406,1271.321,10.698405,1669.0731,945.6128,-8.390587,2705.1746,452.74387,-5.647408,0 days 00:00:05.457033700,0 days 00:00:05.657033700
