start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.200000,answer2,1.1227435,-12.589431,19.312355,0.00364828,-0.015673937,0.012095983,21.334814,9.143493,6.900624,-3.1719482,0.0,0.0,0.0,0.0,0.0,0.0,503.7113,1716.999,-201.0,1367.2295,1429.3881,-201.0,2275.5237,1027.9066,-201.0,0 days 00:00:12.066733400,0 days 00:00:12.266733400
0 days 00:00:00.010000,0 days 00:00:00.210000,answer2,1.1304739,-12.470299,18.476599,0.0042490563,-0.015930496,0.02504625,21.185701,9.153786,6.9544277,-3.6244,0.0,0.0,0.0,0.0,0.0,0.0,677.64874,1567.4443,-135.86623,1582.1621,1331.4803,-140.41974,2453.0833,879.9476,-140.14415,0 days 00:00:12.076733400,0 days 00:00:12.276733400
0 days 00:00:00.020000,0 days 00:00:00.220000,answer2,1.1424164,-12.314976,17.154608,0.0046366537,-0.016353376,0.038235817,20.962078,9.174115,6.987559,-4.225411,16.219229,0.0,0.0,-4.568638,-3.6935916,12.939114,845.25195,1399.4706,-71.10311,1790.4369,1207.5889,-80.28362,2621.8757,719.2347,-79.199646,0 days 00:00:12.086733400,0 days 00:00:12.286733400
0 days 00:00:00.030000,0 days 00:00:00.230000,answer2,1.1552691,-12.202207,16.202805,0.005247736,-0.016714277,0.03931736,20.736029,9.193759,6.925289,-4.6783614,16.19071,0.0,0.0,-4.649998,-2.2867756,13.877895,831.80664,1424.0264,-6.9051223,1781.3998,1210.8617,-20.48404,2621.0244,708.5064,-18.65759,0 days 00:00:12.096733400,0 days 00:00:12.296733400
0 days 00:00:00.040000,0 days 00:00:00.240000,answer2,1.1696287,-12.121007,15.971077,0.005646847,-0.016889812,0.03906365,20.50418,9.178706,6.7822824,-4.997944,16.162523,0.0,0.0,-4.497871,-0.8979392,15.002675,819.6565,1386.1914,-7.152539,1775.952,1163.7977,-20.730509,2617.255,681.0241,-18.819199,0 days 00:00:12.106733400,0 days 00:00:12.306733400
0 days 00:00:00.050000,0 days 00:00:00.250000,answer2,1.1857466,-12.044183,16.535858,0.005902475,-0.017035922,0.037777662,20.262506,9.111104,6.591987,-5.238692,16.13735,0.0,0.0,-4.3178153,-2.6212113,15.013711,658.9271,1573.868,-9.125381,1534.7357,1304.7655,-15.196381,2418.3389,824.58374,-18.458529,0 days 00:00:12.116733400,0 days 00:00:12.316733400
0 days 00:00:00.060000,0 days 00:00:00.260000,answer2,1.2034118,-11.943139,17.380865,0.0071448036,-0.017196763,0.036523763,20.01452,8.987164,6.402394,-5.4644103,15.419388,0.0,0.0,-9.049628,-4.6300797,12.58945,654.1519,1528.5537,-8.574337,1532.9165,1256.0293,-13.213951,2421.6345,800.3132,-15.325223,0 days 00:00:12.126733400,0 days 00:00:12.326733400
0 days 00:00:00.070000,0 days 00:00:00.270000,answer2,1.22193,-11.809545,18.278292,0.009199992,-0.01735814,0.036598336,19.767042,8.834907,6.272238,-5.7295456,14.929372,0.0,0.0,-9.740394,-6.5120354,11.266187,658.0886,1548.0961,-6.846399,1533.8031,1266.2172,-11.140541,2437.6702,789.91534,-12.609169,0 days 00:00:12.136733400,0 days 00:00:12.336733400
0 days 00:00:00.080000,0 days 00:00:00.280000,answer2,1.2404939,-11.653329,19.277937,0.011997269,-0.017541818,0.0383148,19.52316,8.684425,6.251568,-6.046209,14.441509,0.0,0.0,-10.696793,-6.562186,11.342753,669.03815,1607.7631,-3.2071412,1529.4713,1377.1396,-10.821303,2409.4033,833.0132,-11.96703,0 days 00:00:12.146733400,0 days 00:00:12.346733400
0 days 00:00:00.090000,0 days 00:00:00.290000,answer2,1.2583203,-11.504852,20.468842,0.013729696,-0.01781532,0.040285412,19.285843,8.578186,6.382817,-6.3868637,14.963554,0.0,0.0,-7.2271423,-6.562182,11.277125,676.2531,1758.6283,-3.6076958,1572.9384,1527.0009,-11.679463,2285.6052,1413.3607,-13.215195,0 days 00:00:12.156733400,0 days 00:00:12.356733400
0 days 00:00:00.100000,0 days 00:00:00.300000,answer2,1.2751845,-11.389836,21.349215,0.01526243,-0.018121177,0.041357387,19.049456,8.540471,6.701636,-6.6808777,14.695804,0.0,0.0,-7.173271,-4.2448335,13.053532,525.3409,1968.7916,-5.0737257,1336.8623,1766.0358,-11.16483,2031.6893,1609.9872,-16.9497,0 days 00:00:12.166733400,0 days 00:00:12.366733400
0 days 00:00:00.110000,0 days 00:00:00.310000,answer2,1.2911925,-11.322705,21.692678,0.016212435,-0.018237108,0.041923646,18.81404,8.585547,7.2264977,-6.8455467,14.462689,0.0,0.0,-7.3357143,-0.22113848,15.152333,537.6175,1807.7802,-6.888945,1405.8029,1668.6952,-16.350588,2061.235,1599.4596,-19.536715,0 days 00:00:12.176733400,0 days 00:00:12.376733400
0 days 00:00:00.120000,0 days 00:00:00.320000,answer2,1.3070172,-11.284751,21.416979,0.01569717,-0.018101333,0.04217637,18.567148,8.687453,7.9428267,-6.7917933,14.060959,0.0,0.0,-7.083883,5.1134534,17.913744,406.80997,1668.8228,-5.9240136,1270.8297,1538.0973,-17.192022,2138.9202,1113.882,-20.06908,0 days 00:00:12.186733400,0 days 00:00:12.386733400
0 days 00:00:00.130000,0 days 00:00:00.330000,answer2,1.3232613,-11.239414,20.850035,0.014599592,-0.017769422,0.042251408,18.300451,8.796001,8.788995,-6.4653587,15.023126,0.0,0.0,-7.295549,7.7475686,19.499718,428.12964,1540.6193,-5.2031703,1361.2833,1468.8711,-18.281525,2202.8293,1166.279,-18.739693,0 days 00:00:12.196733400,0 days 00:00:12.396733400
0 days 00:00:00.140000,0 days 00:00:00.340000,answer2,1.3404875,-11.140099,20.064352,0.013238891,-0.017370341,0.041611735,18.00517,8.835488,9.650356,-5.8559284,15.910069,0.0,1.4986639,-7.1454315,7.8357406,18.480486,447.63208,1553.6294,-2.7798138,1460.9293,2169.6946,-17.145844,2082.9104,1218.2095,-16.16057,0 days 00:00:12.206733400,0 days 00:00:12.406733400
0 days 00:00:00.150000,0 days 00:00:00.350000,answer2,1.3588057,-10.958885,19.153654,0.0133284,-0.016954277,0.040886972,17.689672,8.744956,10.401052,-5.0082326,15.976859,0.0,1.4986639,-6.920484,3.249942,16.29946,448.1509,1609.6807,-1.1041735,1455.207,2302.3596,-15.236043,1942.3799,1526.9672,-16.063177,0 days 00:00:12.216733400,0 days 00:00:12.416733400
0 days 00:00:00.160000,0 days 00:00:00.360000,answer2,1.377727,-10.692879,18.306837,0.013286739,-0.016470239,0.040296875,17.376093,8.491565,10.925122,-4.018807,15.201247,0.0,1.4986639,-6.664105,-2.2980382,11.363876,447.11743,1514.065,-0.18504304,1510.1696,2122.4524,-15.985013,2074.9856,1348.5944,-16.67092,0 days 00:00:12.226733400,0 days 00:00:12.426733400
0 days 00:00:00.170000,0 days 00:00:00.370000,answer2,1.3961191,-10.369903,17.607283,0.013892849,-0.015969293,0.041159634,17.095568,8.099461,11.1624,-2.9920175,14.333461,0.0,1.4986639,-6.430395,-69.4159,-54.68355,445.70633,1472.5928,-0.6941269,1527.3945,1270.9287,-15.549396,2381.5916,1144.6029,-18.051954,0 days 00:00:12.236733400,0 days 00:00:12.436733400
0 days 00:00:00.180000,0 days 00:00:00.380000,answer2,1.4124514,-10.03781,17.05868,0.013869319,-0.015660265,0.042165708,16.879904,7.638153,11.117108,-2.0198982,13.921993,0.0,1.4986639,-6.575316,-70.167915,-54.334156,451.65564,1476.0089,-1.8901895,1559.1012,1146.9078,-14.718522,2555.504,796.40533,-19.766878,0 days 00:00:12.246733400,0 days 00:00:12.446733400
0 days 00:00:00.190000,0 days 00:00:00.390000,answer2,1.4252983,-9.75088,16.750448,0.013538481,-0.015667621,0.0433607,16.752844,7.2040763,10.843319,-1.1390737,13.521007,0.0,1.4986639,-6.969927,-67.079735,-52.164455,478.74252,1599.1283,-2.3277347,1591.9547,1145.2338,-13.729615,2572.533,776.8279,-19.106436,0 days 00:00:12.256733400,0 days 00:00:12.456733400
0 days 00:00:00.200000,0 days 00:00:00.400000,answer2,1.4337311,-9.556081,16.681389,0.012296468,-0.01586552,0.04384767,16.731672,6.888041,10.42542,-0.3361129,13.851382,0.0,1.4986639,-6.7873273,-1.7038612,13.147324,572.1787,1621.1234,-5.2959824,1621.6436,1116.6561,-15.586177,2578.7874,760.27826,-19.862514,0 days 00:00:12.266733400,0 days 00:00:12.466733400
0 days 00:00:00.210000,0 days 00:00:00.410000,answer2,1.4374456,-9.482754,17.049782,0.011775137,-0.016167236,0.044150446,16.821482,6.7529273,9.940888,0.42601356,14.309398,0.0,1.4986639,-5.239925,-0.4215541,13.508018,560.0702,1578.6019,-5.587942,1550.5785,1162.5018,-18.60612,2428.7898,896.6662,-20.308626,0 days 00:00:12.276733400,0 days 00:00:12.476733400
0 days 00:00:00.220000,0 days 00:00:00.420000,answer2,1.4368811,-9.5362625,17.716349,0.011388333,-0.016490953,0.04457669,17.01485,6.814713,9.446903,1.1747446,14.763131,0.0,1.4986639,-3.9499617,-2.1988068,11.68422,579.38513,1615.8458,-8.10732,1557.9103,1175.162,-19.598,2449.5095,886.5157,-20.70241,0 days 00:00:12.286733400,0 days 00:00:12.486733400
0 days 00:00:00.230000,0 days 00:00:00.430000,answer2,1.4329063,-9.69994,18.456724,0.011303251,-0.016944125,0.04594339,17.28647,7.043222,8.978114,1.897851,14.453818,0.0,1.4706345,-3.7534742,-3.7599723,9.416905,469.50098,1571.903,-6.568821,1453.5233,1286.7279,-19.616762,2293.128,1089.6847,-19.218445,0 days 00:00:12.296733400,0 days 00:00:12.496733400
0 days 00:00:00.240000,0 days 00:00:00.440000,answer2,1.426658,-9.93578,18.703777,0.01002567,-0.017397301,0.0474581,17.595297,7.3661485,8.550705,2.569718,14.219325,0.10421015,1.4426049,-4.7797256,-3.4170463,8.782456,474.39975,1726.1561,-6.0467587,1428.2513,1618.7545,-18.725973,2181.6995,1151.5586,-16.787148,0 days 00:00:12.306733400,0 days 00:00:12.506733400
0 days 00:00:00.250000,0 days 00:00:00.450000,answer2,1.4192791,-10.200706,18.511297,0.0077740303,-0.01773884,0.048286468,17.901964,7.701922,8.169371,3.1646545,14.000531,0.0,1.3325571,-5.7301145,-0.58794373,10.581355,427.85693,1712.7704,-3.8335989,1337.67,1851.0238,-17.22419,1984.598,1389.6196,-14.3354845,0 days 00:00:12.316733400,0 days 00:00:12.516733400
0 days 00:00:00.260000,0 days 00:00:00.460000,answer2,1.4119196,-10.451189,18.020348,0.0050605605,-0.017796993,0.04729922,18.179937,7.979504,7.820595,3.683297,13.915155,0.028107151,1.2915479,-6.1922073,1.2904513,11.642904,424.86057,1717.348,-68.93244,1310.8364,1865.5382,-77.72389,1949.3287,1349.1884,-75.62174,0 days 00:00:12.326733400,0 days 00:00:12.526733400
0 days 00:00:00.270000,0 days 00:00:00.470000,answer2,1.4054457,-10.656835,17.721376,0.0034363244,-0.017642159,0.04545927,18.422169,8.16484,7.474415,4.140005,0.0,0.0,0.0,0.0,0.0,0.0,435.77795,1704.0792,-134.95552,1292.1749,1852.349,-138.41783,1967.972,1326.4034,-137.88423,0 days 00:00:12.336733400,0 days 00:00:12.536733400
0 days 00:00:00.280000,0 days 00:00:00.480000,answer2,1.400072,-10.798486,17.837652,0.0026535045,-0.017467776,0.044375774,18.633932,8.2565775,7.084409,4.5649123,0.0,0.0,0.0,0.0,0.0,0.0,522.36957,1630.3131,-201.0,1404.7509,1588.0197,-201.0,2171.3494,1092.4374,-201.0,0 days 00:00:12.346733400,0 days 00:00:12.546733400
0 days 00:00:00.290000,0 days 00:00:00.490000,answer2,1.3953199,-10.869784,18.2677,0.0031911042,-0.017205378,0.044092644,18.816164,8.273594,6.6169796,4.9836736,0.0,0.0,0.0,0.0,0.0,0.0,532.2563,1644.5865,-132.87187,1457.5143,1682.5664,-137.60835,2143.753,1207.9515,-137.60835,0 days 00:00:12.356733400,0 days 00:00:12.556733400
