start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.025011338,answer1 ,0.7584794,1.000783,10.1103325,0.014215953,0.0044791815,0.063543245,11.876086,-8.8532095,2.5201895,1.5288663,0.0,0.0,0.0,0.0,0.0,0.0,894.0632,1141.9718,-201.0,1822.6566,1174.1078,-201.0,2649.5242,773.0777,-201.0,0 days 00:00:04.704704705,0 days 00:00:04.729716043
0 days 00:00:00.010000,0 days 00:00:00.035011338,answer1 ,0.79130596,0.68576854,10.713691,0.0024211959,0.004390246,0.13416964,13.389216,-8.613514,2.8012588,5.653068,0.0,0.0,0.0,0.0,0.0,0.0,874.80884,1206.5835,-201.0,1842.1713,1302.4948,-201.0,2608.451,939.40497,-201.0,0 days 00:00:04.714704705,0 days 00:00:04.739716043
0 days 00:00:00.020000,0 days 00:00:00.045011338,answer1 ,0.7914254,-0.27137303,11.036274,-0.0060252137,0.0022405533,0.21206592,14.114159,-7.9575324,3.674575,8.139193,0.0,0.0,0.0,0.0,0.0,0.0,885.03143,1334.8629,-201.0,1820.4972,1336.0734,-201.0,2676.885,892.16626,-201.0,0 days 00:00:04.724704705,0 days 00:00:04.749716043
0 days 00:00:00.030000,0 days 00:00:00.055011338,answer1 ,0.84758824,-3.3016288,13.675636,-0.002752565,-0.0015731258,0.3030701,16.751364,-5.993283,3.5619252,6.956161,0.0,0.0,0.0,0.0,0.0,0.0,975.2149,1312.4343,-201.0,1913.3916,1928.9303,-201.0,2588.0813,960.5664,-201.0,0 days 00:00:04.734704705,0 days 00:00:04.759716043
0 days 00:00:00.040000,0 days 00:00:00.065011338,answer1 ,1.0109802,-5.763741,15.225636,0.010355626,-0.009736359,0.3975354,20.346008,-6.293461,1.6677903,0.55224353,0.0,0.0,0.0,0.0,0.0,0.0,1012.2839,1415.6361,-201.0,1919.2002,1910.4198,-201.0,2696.1006,1538.0726,-201.0,0 days 00:00:04.744704705,0 days 00:00:04.769716043
0 days 00:00:00.050000,0 days 00:00:00.075011338,answer1 ,1.2619087,-7.711828,17.608883,0.026966253,-0.017331244,0.44883004,25.156591,-7.7639565,-1.533412,-3.9668436,0.0,0.0,0.0,0.0,0.0,0.0,964.3859,1330.5951,-201.0,1902.5126,1798.3278,-201.0,2627.4373,1534.2656,-201.0,0 days 00:00:04.754704705,0 days 00:00:04.779716043
0 days 00:00:00.060000,0 days 00:00:00.085011338,answer1 ,1.4681233,-7.150809,15.696045,0.035626266,-0.020513842,0.51427794,26.145317,-11.592999,1.747348,-5.728686,0.0,0.0,0.0,0.0,0.0,0.0,842.7907,1390.331,-201.0,1809.0585,1151.2212,-201.0,2713.5278,1464.3901,-201.0,0 days 00:00:04.764704705,0 days 00:00:04.789716043
0 days 00:00:00.070000,0 days 00:00:00.095011338,answer1 ,1.6460327,-6.809199,13.852531,0.046544556,-0.024309417,0.6293541,25.802826,-13.355756,7.647438,-8.6945915,0.0,0.0,0.0,0.0,0.0,0.0,776.97797,1391.9873,-201.0,1759.3014,956.9687,-201.0,2676.5667,697.27924,-201.0,0 days 00:00:04.774704705,0 days 00:00:04.799716043
0 days 00:00:00.080000,0 days 00:00:00.105011338,answer1 ,1.6682835,-7.5154586,12.215599,0.0539549,-0.028466046,0.7973709,25.023897,-11.536588,13.025792,-10.380559,0.0,0.0,0.0,0.0,0.0,0.0,808.6208,1528.0018,-201.0,1799.6514,970.3271,-201.0,2723.5146,744.72705,-201.0,0 days 00:00:04.784704705,0 days 00:00:04.809716043
0 days 00:00:00.090000,0 days 00:00:00.115011338,answer1 ,1.517435,-9.821898,13.866054,0.056712266,-0.030212397,0.7986533,25.244673,-5.9772587,13.474228,-9.39627,0.0,0.0,0.0,0.0,0.0,0.0,810.1546,1723.6073,-201.0,1843.6681,964.48,-201.0,2790.4395,703.32324,-201.0,0 days 00:00:04.794704705,0 days 00:00:04.819716043
0 days 00:00:00.100000,0 days 00:00:00.125011338,answer1 ,1.1623045,-12.705977,16.09101,0.047941327,-0.02677036,0.72291946,26.182846,0.6892678,12.297046,-2.5887368,0.0,0.0,0.0,0.0,0.0,0.0,886.2329,1772.502,-201.0,1955.1361,1068.9332,-201.0,2821.9678,1087.7789,-201.0,0 days 00:00:04.804704705,0 days 00:00:04.829716043
0 days 00:00:00.110000,0 days 00:00:00.135011338,answer1 ,0.85985374,-12.938497,16.761244,0.03717942,-0.022329539,0.57774836,25.569145,3.9498253,9.2779455,1.7769376,0.0,0.0,0.0,0.0,0.0,0.0,878.59454,1691.4664,-201.0,1972.2261,1084.8646,-201.0,2778.4922,1218.7721,-201.0,0 days 00:00:04.814704705,0 days 00:00:04.839716043
0 days 00:00:00.120000,0 days 00:00:00.145011338,answer1 ,0.6995887,-11.782939,16.736246,0.03287323,-0.019644372,0.42889336,24.148611,3.4315987,4.6861367,1.468315,0.0,0.0,0.0,0.0,0.0,0.0,918.64056,1427.544,-201.0,1973.4247,1060.3497,-201.0,2772.1062,1304.6337,-201.0,0 days 00:00:04.824704705,0 days 00:00:04.849716043
0 days 00:00:00.130000,0 days 00:00:00.155011338,answer1 ,0.62274885,-10.038728,16.389378,0.027431274,-0.021932831,0.2791748,21.844406,2.067942,3.1203973,-0.64924973,0.0,0.0,0.0,0.0,0.0,0.0,735.219,1312.1544,-201.0,1808.3306,933.562,-201.0,2706.1204,987.81104,-201.0,0 days 00:00:04.834704705,0 days 00:00:04.859716043
0 days 00:00:00.140000,0 days 00:00:00.165011338,answer1 ,0.61339974,-9.027392,15.708927,0.0205703,-0.023379004,0.17540742,18.314922,3.6988773,0.8767894,0.19492881,0.0,0.0,0.0,0.0,0.0,0.0,678.0841,1369.9658,-201.0,1744.6874,911.2842,-201.0,2717.7375,890.8955,-201.0,0 days 00:00:04.844704705,0 days 00:00:04.869716043
0 days 00:00:00.150000,0 days 00:00:00.175011338,answer1 ,0.6671226,-6.9464874,14.308732,0.013900724,-0.017996758,0.1606131,11.962303,8.907115,-3.4271352,8.354497,0.0,0.0,0.0,0.0,0.0,0.0,680.39575,1346.3779,-201.0,1721.8531,924.49445,-201.0,2667.7688,819.80096,-201.0,0 days 00:00:04.854704705,0 days 00:00:04.879716043
0 days 00:00:00.160000,0 days 00:00:00.185011338,answer1 ,0.7549989,-4.6006503,11.716592,0.013891708,-0.011141784,0.15566757,4.344418,13.283559,-7.77101,15.411461,0.0,0.0,0.0,0.0,0.0,0.0,650.54236,1417.8344,-201.0,1620.043,1061.1875,-201.0,2500.156,980.3621,-201.0,0 days 00:00:04.864704705,0 days 00:00:04.889716043
0 days 00:00:00.170000,0 days 00:00:00.195011338,answer1 ,0.95884806,-4.508667,11.64782,0.014548089,-0.009331097,0.26524648,1.0372738,15.412128,-7.97889,17.518522,0.0,0.0,0.0,0.0,0.0,0.0,800.35724,1346.2988,-201.0,1611.891,1211.1335,-201.0,2493.9001,996.4876,-201.0,0 days 00:00:04.874704705,0 days 00:00:04.899716043
0 days 00:00:00.180000,0 days 00:00:00.205011338,answer1 ,1.1934932,-5.781797,12.834798,0.020444201,-0.012793392,0.35575354,1.1322807,15.041874,-3.242133,13.748405,0.0,0.0,0.0,0.0,0.0,0.0,788.9074,1387.6934,-139.89226,1596.2836,1170.2764,-141.43275,2509.355,1000.4929,-140.94936,0 days 00:00:04.884704705,0 days 00:00:04.909716043
0 days 00:00:00.190000,0 days 00:00:00.215011338,answer1 ,1.4205173,-8.481866,15.929196,0.027525371,-0.019421684,0.48627296,4.2903705,16.122458,-0.01516978,6.6528587,35.432785,0.0,1.793679,5.216003,3.2657542,13.279638,998.0423,1300.8439,-78.6273,1788.923,1018.68335,-80.39504,2802.9932,855.89374,-80.74712,0 days 00:00:04.894704705,0 days 00:00:04.919716043
0 days 00:00:00.200000,0 days 00:00:00.225011338,answer1 ,1.657946,-9.923374,16.763817,0.041072723,-0.023562783,0.64016706,7.566963,14.675204,3.9631646,-1.1567492,35.61597,0.029575203,1.7548918,5.820311,4.940512,14.545975,880.06586,1319.5388,-15.682789,1839.8253,849.4297,-19.952782,2848.4504,805.1118,-20.732157,0 days 00:00:04.904704705,0 days 00:00:04.929716043
0 days 00:00:00.210000,0 days 00:00:00.235011338,answer1 ,1.8235248,-11.929032,18.463465,0.056885134,-0.02845349,0.8472817,12.08044,12.741146,9.331577,-9.947658,36.023647,0.025530184,1.7665173,6.5650315,7.7920265,17.863882,849.80176,1332.6149,-14.350133,1871.4336,801.3073,-21.491508,2859.265,778.3934,-21.981829,0 days 00:00:04.914704705,0 days 00:00:04.939716043
0 days 00:00:00.220000,0 days 00:00:00.245011338,answer1 ,2.0071895,-12.764882,17.070488,0.08027736,-0.030840509,0.88948745,15.202817,9.712528,11.900683,-16.381708,36.336704,0.012830821,1.0419081,6.4846015,11.195435,16.837854,791.366,1323.307,-12.852009,1884.2408,819.8405,-21.099445,2747.9834,683.1462,-18.494429,0 days 00:00:04.924704705,0 days 00:00:04.949716043
0 days 00:00:00.230000,0 days 00:00:00.255011337,answer1 ,2.1424258,-11.998992,14.998553,0.08906459,-0.03066732,0.8815839,16.528147,8.340374,16.639654,-20.38167,36.594067,0.01133956,0.6169546,5.5874267,13.647487,16.198376,672.4034,1274.4727,-8.734672,1909.728,632.7945,-20.93972,2792.0798,947.60986,-16.500956,0 days 00:00:04.934704705,0 days 00:00:04.959716042
0 days 00:00:00.240000,0 days 00:00:00.265011338,answer1 ,2.2028334,-11.8199415,12.874833,0.09014212,-0.030972729,0.81027,16.261587,9.387315,19.685999,-22.25728,36.750484,0.008795887,0.5236314,5.2108173,15.30056,14.78214,592.95044,1398.8353,-5.655834,1883.8549,715.3461,-22.878021,2721.3518,1015.38556,-15.892066,0 days 00:00:04.944704705,0 days 00:00:04.969716043
0 days 00:00:00.250000,0 days 00:00:00.275011338,answer1 ,2.1344666,-13.441701,15.154721,0.075860344,-0.03561933,1.1831288,16.534111,14.099976,25.543373,-22.579275,36.288666,0.011932041,0.68673486,5.31882,13.797038,17.264404,465.44394,1485.6777,-3.3150127,1808.9406,1537.7998,-30.78295,2535.8223,997.6154,-20.579416,0 days 00:00:04.954704705,0 days 00:00:04.979716043
