start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.025011338,answer2,0.36272323,-8.070293,16.092552,-0.016744936,-0.016631523,0.026592115,10.553758,6.517883,17.74526,7.596831,0.0,0.0,0.0,0.0,0.0,0.0,729.7534,1585.108,-201.0,1696.4531,1293.2902,-201.0,2445.9758,1420.0394,-201.0,0 days 00:00:07.173840507,0 days 00:00:07.198851845
0 days 00:00:00.010000,0 days 00:00:00.035011338,answer2,0.36145636,-8.207851,16.730566,-0.010480418,-0.016065551,0.046887185,10.464135,6.435887,17.291588,8.302444,0.0,0.0,0.0,0.0,0.0,0.0,734.9993,1536.8531,-201.0,1667.9186,1245.0264,-201.0,2492.6804,1206.1456,-201.0,0 days 00:00:07.183840507,0 days 00:00:07.208851845
0 days 00:00:00.020000,0 days 00:00:00.045011338,answer2,0.35226235,-9.754321,18.917059,-0.010554488,-0.010934196,0.07882381,11.395722,7.5802903,16.647429,11.443291,0.0,0.0,0.0,0.0,0.0,0.0,921.13763,1484.0016,-201.0,1723.1152,1398.3013,-201.0,2529.2034,1055.1324,-201.0,0 days 00:00:07.193840507,0 days 00:00:07.218851845
0 days 00:00:00.030000,0 days 00:00:00.055011338,answer2,0.33515325,-12.414017,22.122908,-0.0136808455,-0.008963455,0.086758114,14.031459,10.584154,14.553653,11.924695,0.0,0.0,0.0,0.0,0.0,0.0,624.11926,1351.7201,-201.0,1570.67,1180.4528,-201.0,2421.381,911.23584,-201.0,0 days 00:00:07.203840507,0 days 00:00:07.228851845
0 days 00:00:00.040000,0 days 00:00:00.065011338,answer2,0.31636867,-13.178512,21.45745,-0.0128612975,-0.0067941486,0.12174275,15.781373,11.89877,13.106937,11.272308,0.0,0.0,0.0,0.0,0.0,0.0,763.7176,1543.0331,-201.0,1580.4688,1318.9171,-201.0,2451.8826,898.23285,-201.0,0 days 00:00:07.213840507,0 days 00:00:07.238851845
0 days 00:00:00.050000,0 days 00:00:00.075011338,answer2,0.3067457,-12.195129,18.5626,0.012208079,-0.012401919,0.11192799,16.213179,11.061512,7.8560805,4.447439,0.0,0.0,0.0,0.0,0.0,0.0,723.07446,1588.015,-201.0,1616.9918,1096.6522,-201.0,2567.2551,1060.7802,-201.0,0 days 00:00:07.223840507,0 days 00:00:07.248851845
0 days 00:00:00.060000,0 days 00:00:00.085011338,answer2,0.28844127,-11.007366,15.767177,0.031431552,-0.012959435,0.09904275,15.901637,10.756912,7.369016,2.4070308,0.0,0.0,0.0,0.0,0.0,0.0,919.5805,1459.4849,-201.0,1862.5043,1011.9925,-201.0,2784.3274,1057.5311,-201.0,0 days 00:00:07.233840507,0 days 00:00:07.258851845
0 days 00:00:00.070000,0 days 00:00:00.095011338,answer2,0.2874705,-12.63657,19.529604,0.03629731,-0.018582983,0.06939038,16.867624,13.688439,7.142154,1.5862895,0.0,0.0,0.0,0.0,0.0,0.0,875.43085,1288.8026,-201.0,1887.9004,882.978,-201.0,2810.4211,1035.5298,-201.0,0 days 00:00:07.243840507,0 days 00:00:07.268851845
0 days 00:00:00.080000,0 days 00:00:00.105011338,answer2,0.28092954,-13.6465645,22.414873,0.01496159,-0.015017272,0.06862622,17.360281,15.96226,10.375607,5.9087234,0.0,0.0,0.0,0.0,0.0,0.0,910.7839,1122.0555,-201.0,1899.5682,906.83954,-201.0,2802.3767,924.6927,-201.0,0 days 00:00:07.253840507,0 days 00:00:07.278851845
0 days 00:00:00.090000,0 days 00:00:00.115011338,answer2,0.27712864,-13.355046,22.578691,0.0012247474,-0.014059822,0.06396985,17.640808,14.702374,8.523269,6.9260044,0.0,0.0,0.0,0.0,0.0,0.0,872.206,1200.3422,-201.0,1839.9648,920.77374,-201.0,2780.3718,866.77423,-201.0,0 days 00:00:07.263840507,0 days 00:00:07.288851845
