file,start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
./voice_sample/asano.wav,0 days 00:00:00,0 days 00:00:00.100000,7.2674146,-1.8185028,23.407213,0.06343134,0.0065445136,0.60552055,12.141681,-6.901749,-13.129018,1.6316906,35.392635,0.0,0.0,6.42207,7.584187,19.460955,880.2932,1076.0807,-11.686166,1831.6195,870.5884,-14.279752,2897.1042,648.1548,-28.377169
./voice_sample/asano.wav,0 days 00:00:00.010000,0 days 00:00:00.110000,6.4680476,-3.0889492,23.811735,0.055171493,0.0041039106,1.166211,10.866005,-1.327871,-16.195057,5.105721,35.512356,0.025239566,4.301116,5.4640183,7.7593093,19.975681,881.9475,1097.896,-11.784474,1828.0175,942.737,-16.344534,2815.7434,874.0029,-29.021683
./voice_sample/asano.wav,0 days 00:00:00.020000,0 days 00:00:00.120000,5.3799896,-4.867101,23.791265,0.047047343,0.0008161887,1.6637753,7.877256,6.7117753,-19.066202,9.405381,35.65247,0.019737141,3.1679204,3.0189476,7.755831,20.63217,883.8989,1115.0809,-11.730766,1824.1455,1007.4971,-18.400518,2743.8574,1078.6224,-29.946836
./voice_sample/asano.wav,0 days 00:00:00.030000,0 days 00:00:00.130000,4.5235977,-5.847555,21.714233,0.039404407,-0.0015493283,1.4591886,2.8905036,13.644852,-18.562155,12.417511,35.76507,0.007946733,1.9612263,-1.15616,7.1409926,18.815176,875.4756,1100.3256,-13.574834,1795.2191,1011.6045,-17.014044,2620.4827,1124.694,-28.539362
./voice_sample/asano.wav,0 days 00:00:00.040000,0 days 00:00:00.140000,3.941024,-5.2845016,17.073315,0.03208063,-0.0031634076,1.2106801,-2.5488808,18.841259,-15.407646,13.794116,35.792847,0.009011399,1.0599505,-3.5225382,6.758432,17.810736,913.33984,1147.9575,-75.84396,1813.9349,1072.5045,-77.98441,2745.1545,1003.8804,-85.51292
./voice_sample/asano.wav,0 days 00:00:00.050000,0 days 00:00:00.150000,3.7747986,-5.348313,14.786682,0.026681395,-0.0063336696,1.0542761,-5.450361,21.098703,-13.577825,11.719631,0.0,0.0,0.0,0.0,0.0,0.0,936.6833,1317.9277,-138.26512,1782.3232,1307.6737,-138.96358,2708.8857,1114.0973,-142.20586
./voice_sample/asano.wav,0 days 00:00:00.060000,0 days 00:00:00.160000,4.074936,-6.9613876,16.850922,0.029751739,-0.01056655,1.2055956,-4.158196,20.42885,-14.1759615,7.420872,0.0,0.0,0.0,0.0,0.0,0.0,943.2502,1386.7339,-138.98055,1794.6761,1354.6268,-139.28688,2745.6777,1118.357,-143.90012
./voice_sample/asano.wav,0 days 00:00:00.070000,0 days 00:00:00.170000,4.7289777,-10.080662,22.72611,0.03799036,-0.015108478,1.6043935,0.301757,17.022913,-16.403114,2.5073566,41.657288,0.0,0.0,1.5013044,3.560596,17.610397,1134.1311,1243.0162,-77.46807,2103.2244,1234.4857,-82.251755,3150.1223,1055.056,-86.293144
./voice_sample/asano.wav,0 days 00:00:00.080000,0 days 00:00:00.180000,5.48737,-12.181428,26.57303,0.04454097,-0.017148197,2.0037236,5.3547893,12.007206,-16.784111,-0.4163874,41.666588,0.0,0.0,3.839899,3.3940833,17.793898,1114.9775,1101.756,-15.4229,2117.4253,924.58136,-20.991346,3281.6736,786.0883,-29.281248
./voice_sample/asano.wav,0 days 00:00:00.090000,0 days 00:00:00.190000,6.1651893,-12.751701,27.8147,0.04620706,-0.01735383,2.1334012,9.675899,5.8074803,-14.754414,-2.6751099,41.686466,0.0,1.1369361,8.126752,3.1209896,17.531775,1114.8027,1055.611,-15.513547,2108.1775,831.7354,-21.729712,3320.3142,749.25415,-29.382868
./voice_sample/asano.wav,0 days 00:00:00.100000,0 days 00:00:00.200000,6.682978,-12.509202,27.89379,0.044630438,-0.016349487,2.0182564,13.162399,-1.3425288,-11.019397,-5.699482,41.694126,0.0,1.1369361,11.248706,3.001813,17.755093,919.50714,1209.0333,-15.3606615,1772.869,899.2282,-17.980707,2859.5032,904.11884,-30.11394
./voice_sample/asano.wav,0 days 00:00:00.110000,0 days 00:00:00.210000,6.9991493,-12.017835,28.451319,0.041081846,-0.014671341,1.7627281,15.803402,-8.623908,-6.490188,-9.794431,41.72642,0.0,1.1369361,13.430018,3.0655768,16.671227,951.94385,1264.921,-16.164719,1756.4863,1039.7444,-18.178871,2747.8992,966.3061,-29.770369
./voice_sample/asano.wav,0 days 00:00:00.120000,0 days 00:00:00.220000,7.081618,-11.771416,29.548471,0.038064383,-0.013787631,1.5009509,17.697336,-14.502727,-2.4810927,-14.064374,41.770813,0.0,1.1369361,14.839839,3.2360418,15.789166,952.0876,1346.1952,-17.42032,1723.9491,1170.4774,-17.900192,2648.3186,1025.2719,-29.973444
./voice_sample/asano.wav,0 days 00:00:00.130000,0 days 00:00:00.230000,6.905227,-12.202123,31.084038,0.03973854,-0.014038046,1.4811579,19.16789,-17.582832,0.11234999,-17.079748,41.810574,0.0,1.8959818,15.373109,3.3635743,14.967336,967.89014,1387.1998,-19.097452,1711.5844,1260.2742,-17.620356,2597.6238,907.3491,-30.701212
./voice_sample/asano.wav,0 days 00:00:00.140000,0 days 00:00:00.240000,6.4599113,-13.630226,33.28713,0.0453477,-0.015446953,1.7683347,20.790087,-17.655611,1.4835863,-18.241022,41.67983,0.016930023,1.8349432,15.41436,3.7688618,17.668055,979.0988,1389.2897,-21.939543,1694.7059,1279.4396,-23.206533,2600.1035,892.4439,-35.838734
./voice_sample/asano.wav,0 days 00:00:00.150000,0 days 00:00:00.250000,5.7824464,-16.203066,36.472073,0.049826134,-0.016549597,2.042234,22.920538,-15.600606,2.436921,-17.748411,41.5081,0.012874509,1.5378374,15.711459,2.7220078,17.972757,1097.6339,1389.8356,-30.309473,1651.6171,1493.4542,-28.914764,2640.2559,939.6667,-39.68331
