start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end,filename
0 days 00:00:00,0 days 00:00:00.020000,answer1,0.14402412,-27.708822,34.856953,-0.08282111,-0.012669156,0.005333236,9.839999,10.61111,16.140955,-0.6808738,0.0,0.0,0.0,0.0,0.0,0.0,923.20624,1485.0566,-201.0,2033.0345,1066.4003,-201.0,3185.2812,528.42334,-201.0,0 days 00:00:16.116116116,0 days 00:00:16.136116116,ID30_20ms.csv
0 days 00:00:00.020000,0 days 00:00:00.040000,answer1,0.14474092,-27.875826,36.593822,-0.091301806,-0.007961116,0.016569404,10.552476,11.5286,16.695353,0.73222405,0.0,0.0,0.0,0.0,0.0,0.0,851.8911,1598.6549,-201.0,1952.1295,1430.0067,-201.0,2837.451,2082.9094,-201.0,0 days 00:00:16.136116116,0 days 00:00:16.156116116,ID30_20ms.csv
0 days 00:00:00.040000,0 days 00:00:00.060000,answer1,0.14131498,-28.09703,37.899612,-0.105386645,-0.005893177,0.016856397,7.888207,10.150009,20.729265,3.87057,0.0,0.0,0.0,0.0,0.0,0.0,915.9016,1715.4164,-201.0,2069.3489,1430.6387,-201.0,2887.8867,1009.908,-201.0,0 days 00:00:16.156116116,0 days 00:00:16.176116116,ID30_20ms.csv
0 days 00:00:00.060000,0 days 00:00:00.080000,answer1,0.13633981,-28.558233,38.47086,-0.09894848,-0.007021222,0.021464968,7.2753253,8.363654,14.842637,0.308026,0.0,0.0,0.0,0.0,0.0,0.0,855.2343,1636.2719,-201.0,2069.1313,1369.7069,-201.0,2907.1292,1019.4777,-201.0,0 days 00:00:16.176116116,0 days 00:00:16.196116116,ID30_20ms.csv
0 days 00:00:00.080000,0 days 00:00:00.100000,answer1,0.15233277,-27.106,38.07138,-0.10793906,-0.0012915721,0.023011066,8.956749,5.337122,13.741382,3.9842834,0.0,0.0,0.0,0.0,0.0,0.0,845.80524,1536.961,-201.0,1888.5072,1421.0734,-201.0,2767.7312,1321.2655,-201.0,0 days 00:00:16.196116116,0 days 00:00:16.216116116,ID30_20ms.csv
0 days 00:00:00.100000,0 days 00:00:00.120000,answer1,0.14722347,-27.411774,37.154892,-0.09609422,0.0012529084,0.026580987,9.3344145,6.229004,17.793476,5.5558066,0.0,0.0,0.0,0.0,0.0,0.0,778.9409,1757.8766,-201.0,1860.2523,1275.0498,-201.0,3099.5305,984.16205,-201.0,0 days 00:00:16.216116116,0 days 00:00:16.236116116,ID30_20ms.csv
0 days 00:00:00.120000,0 days 00:00:00.140000,answer1,0.15755239,-26.862387,36.476383,-0.08532808,-0.0018139911,0.027708799,11.987365,11.366207,22.955324,9.410729,0.0,0.0,0.0,0.0,0.0,0.0,876.34515,1644.3751,-201.0,1872.0327,1298.0356,-201.0,3100.8958,636.53107,-201.0,0 days 00:00:16.236116116,0 days 00:00:16.256116116,ID30_20ms.csv
0 days 00:00:00.140000,0 days 00:00:00.160000,answer1,0.1707397,-26.098501,35.276005,-0.07620826,-0.0027077806,0.03139991,12.864726,14.423401,24.249136,4.1531935,0.0,0.0,0.0,0.0,0.0,0.0,278.18616,1866.4102,-201.0,1419.3765,1272.1356,-201.0,2457.9705,940.5078,-201.0,0 days 00:00:16.256116116,0 days 00:00:16.276116116,ID30_20ms.csv
0 days 00:00:00.160000,0 days 00:00:00.180000,answer1,0.15844283,-27.409567,35.464146,-0.085046805,-0.0037558249,0.040319435,12.604828,13.063884,18.805025,4.325379,0.0,0.0,0.0,0.0,0.0,0.0,551.62054,1873.3617,-201.0,1650.226,1217.3883,-201.0,2813.1045,775.9785,-201.0,0 days 00:00:16.276116116,0 days 00:00:16.296116116,ID30_20ms.csv
0 days 00:00:00.180000,0 days 00:00:00.200000,answer1,0.14399134,-28.218048,36.716724,-0.11474252,-0.0032734387,0.029453347,10.549684,11.734184,17.779253,4.103552,0.0,0.0,0.0,0.0,0.0,0.0,574.52936,1750.9113,-201.0,1686.1226,1129.4825,-201.0,2870.7117,721.9864,-201.0,0 days 00:00:16.296116116,0 days 00:00:16.316116116,ID30_20ms.csv
0 days 00:00:00.200000,0 days 00:00:00.220000,answer1,0.14233024,-28.046257,37.869564,-0.11847216,0.0002611511,0.022198824,9.167705,8.928054,18.699259,5.7634754,0.0,0.0,0.0,0.0,0.0,0.0,1142.768,1331.3204,-201.0,2319.1953,997.1951,-201.0,3491.498,1026.3682,-201.0,0 days 00:00:16.316116116,0 days 00:00:16.336116116,ID30_20ms.csv
0 days 00:00:00.220000,0 days 00:00:00.240000,answer1,0.14235292,-28.25238,37.115986,-0.10204401,-0.004881861,0.020751592,10.270709,11.284522,21.23929,3.3816288,0.0,0.0,0.0,0.0,0.0,0.0,1192.543,1558.3129,-201.0,2166.8518,1447.0537,-201.0,3267.5999,1147.1694,-201.0,0 days 00:00:16.336116116,0 days 00:00:16.356116116,ID30_20ms.csv
0 days 00:00:00.240000,0 days 00:00:00.260000,answer1,0.1501903,-26.914566,36.11252,-0.10116611,-0.0024528543,0.024246925,8.247008,7.019485,19.953995,6.5285783,0.0,0.0,0.0,0.0,0.0,0.0,886.5848,1492.5394,-201.0,1851.86,1232.1481,-141.60953,3066.8438,821.31323,-141.23982,0 days 00:00:16.356116116,0 days 00:00:16.376116116,ID30_20ms.csv
0 days 00:00:00.260000,0 days 00:00:00.280000,answer1,0.17906891,-25.06724,35.416637,-0.09732,-0.0074566132,0.03422339,11.364079,6.3550606,19.294294,3.2560368,38.01424,0.0,1.0184315,13.369937,-4.20438,11.673717,612.1297,1516.1935,-19.256569,1630.7025,1071.8375,-21.54569,2809.1257,917.34564,-22.266785,0 days 00:00:16.376116116,0 days 00:00:16.396116116,ID30_20ms.csv
0 days 00:00:00.280000,0 days 00:00:00.300000,answer1,0.25189778,-22.387846,32.625187,-0.08026566,-0.018747678,0.053856924,18.920563,9.345906,18.262308,-7.6357207,38.078674,0.049219403,1.6438631,13.404835,-3.3249264,17.661232,451.975,1251.2543,-9.039011,1493.6664,1033.0033,-18.924723,2667.9226,581.6219,-26.700243,0 days 00:00:16.396116116,0 days 00:00:16.416116116,ID30_20ms.csv
0 days 00:00:00.300000,0 days 00:00:00.320000,answer1,0.2652357,-21.613632,33.297356,-0.07888487,-0.017767645,0.040326733,19.591768,8.466773,16.307524,-8.011478,38.296757,0.018574135,0.9376664,13.559387,-2.7504117,17.16701,468.68396,1111.9127,-9.856109,1576.6439,888.6412,-20.237509,2796.416,686.9682,-27.023117,0 days 00:00:16.416116116,0 days 00:00:16.436116116,ID30_20ms.csv
0 days 00:00:00.320000,0 days 00:00:00.340000,answer1,0.24430984,-22.941442,33.428535,-0.090955436,-0.020332538,0.044416472,19.765131,9.793331,17.39418,-7.81316,38.222507,0.023924088,2.0901387,13.699173,1.8115244,14.130475,481.19272,1178.1067,-14.286044,1616.4805,981.6636,-27.511847,2718.8357,759.6431,-28.41652,0 days 00:00:16.436116116,0 days 00:00:16.456116116,ID30_20ms.csv
0 days 00:00:00.340000,0 days 00:00:00.360000,answer1,0.22909926,-23.75888,33.393963,-0.082625896,-0.019291712,0.049004976,18.214754,13.998639,21.580482,-2.4378371,38.29083,0.0192609,1.3148571,13.849518,6.0502048,11.152043,396.24283,1379.1906,0.0,1514.2031,1174.976,-33.18749,2482.2324,770.50934,-27.829958,0 days 00:00:16.456116116,0 days 00:00:16.476116116,ID30_20ms.csv
0 days 00:00:00.360000,0 days 00:00:00.380000,answer1,0.22892801,-24.032919,32.996086,-0.07736561,-0.018158846,0.039069597,16.91154,17.870636,29.546427,-0.9792406,38.512997,0.009986726,0.7964013,13.665011,6.1678033,17.038832,755.5234,1639.2749,-32.75674,1780.8398,1106.2313,-32.543877,2777.5627,926.8779,-31.435188,0 days 00:00:16.476116116,0 days 00:00:16.496116116,ID30_20ms.csv
0 days 00:00:00.380000,0 days 00:00:00.400000,answer1,0.24465702,-23.97545,32.54222,-0.07716176,-0.019274974,0.037170943,20.027487,17.209698,23.173065,-2.1167052,38.434093,0.016895667,0.5330535,13.694737,8.328879,20.520681,377.1184,1338.7133,0.0,1543.111,1084.8239,-30.726263,2523.7375,817.0203,-33.059353,0 days 00:00:16.496116116,0 days 00:00:16.516116116,ID30_20ms.csv
0 days 00:00:00.400000,0 days 00:00:00.420000,answer1,0.25844947,-23.872458,32.370975,-0.06913384,-0.017529966,0.039695475,22.33034,17.564161,23.278357,-2.6329043,38.19741,0.035004992,0.46635833,13.720439,9.65166,21.972036,382.76077,1243.5393,0.0,1526.5836,1035.3667,-29.475397,2524.7249,794.1386,-34.330807,0 days 00:00:16.516116116,0 days 00:00:16.536116116,ID30_20ms.csv
0 days 00:00:00.420000,0 days 00:00:00.440000,answer1,0.27274886,-23.402838,32.387512,-0.061626952,-0.016203007,0.03151743,23.082964,18.034037,24.25888,-6.1374664,37.723934,0.011694065,0.2737709,13.014018,10.739923,20.34281,380.05453,1262.205,0.0,1499.6537,1115.1642,-30.994776,2510.568,702.239,-29.769356,0 days 00:00:16.536116116,0 days 00:00:16.556116116,ID30_20ms.csv
0 days 00:00:00.440000,0 days 00:00:00.460000,answer1,0.25234246,-23.189919,31.917847,-0.054674894,-0.01034812,0.06395285,20.371943,16.803476,26.28605,-3.726557,36.926506,0.017025,0.76234883,12.782155,8.43666,19.734581,375.27322,1180.9199,0.0,1449.9152,867.0018,-29.698576,2511.7334,437.37842,-28.151114,0 days 00:00:16.556116116,0 days 00:00:16.576116116,ID30_20ms.csv
0 days 00:00:00.460000,0 days 00:00:00.480000,answer1,0.21673901,-24.75403,32.71728,-0.06417697,-0.013027043,0.06589249,18.929962,16.442354,25.015884,-2.4241126,35.773876,0.011582679,1.5178119,12.417084,3.7951229,13.163364,396.78207,1281.3611,-15.207176,1564.5674,1034.2423,-26.99185,2433.0999,843.94073,-28.370543,0 days 00:00:16.576116116,0 days 00:00:16.596116116,ID30_20ms.csv
0 days 00:00:00.480000,0 days 00:00:00.500000,answer1,0.19593517,-25.257788,33.53152,-0.09358293,-0.011903805,0.053907335,16.408316,14.80117,24.440065,5.5934825,33.80564,0.050683647,1.7443799,10.743496,-1.4656415,14.457089,372.8159,1407.9434,-11.87963,1470.0314,1011.3216,-25.969584,2421.0588,778.08185,-26.336721,0 days 00:00:16.596116116,0 days 00:00:16.616116116,ID30_20ms.csv
0 days 00:00:00.500000,0 days 00:00:00.520000,answer1,0.20328511,-26.030874,35.492985,-0.067093454,-0.019036962,0.066981055,19.251366,17.205261,17.474285,-2.5381365,32.680164,0.12872434,2.6417181,9.815473,-2.1047573,17.78135,424.594,1366.8384,-2.923144,1489.2456,1222.785,-21.460129,2507.954,769.6027,-21.305237,0 days 00:00:16.616116116,0 days 00:00:16.636116116,ID30_20ms.csv
0 days 00:00:00.520000,0 days 00:00:00.540000,answer1,0.24658675,-23.738792,35.21806,-0.06475674,-0.03205952,0.06678889,21.090002,10.088532,4.7957077,-20.135962,31.705091,0.08520112,3.9389007,9.305273,0.019911766,11.056428,499.71448,1054.6338,-5.165953,1563.2388,1361.9796,-7.7790627,2529.4639,770.93134,-16.20247,0 days 00:00:16.636116116,0 days 00:00:16.656116116,ID30_20ms.csv
0 days 00:00:00.540000,0 days 00:00:00.560000,answer1,0.28911182,-19.136805,33.820633,-0.077907376,-0.024570933,0.06670427,20.038298,-0.74212456,0.25218475,-14.618161,0.0,0.0,0.0,0.0,0.0,0.0,506.44434,905.56714,-136.43217,1436.0615,1125.0123,-135.78394,2512.2092,616.44055,-139.39796,0 days 00:00:16.656116116,0 days 00:00:16.676116116,ID30_20ms.csv
0 days 00:00:00.560000,0 days 00:00:00.580000,answer1,0.25203192,-21.567253,33.82397,-0.08277675,-0.02674897,0.059809897,18.44652,0.38218293,4.4855366,-10.136154,0.0,0.0,0.0,0.0,0.0,0.0,486.78564,880.11664,-201.0,1506.6136,853.70294,-201.0,2589.7253,711.98285,-201.0,0 days 00:00:16.676116116,0 days 00:00:16.696116116,ID30_20ms.csv
0 days 00:00:00.580000,0 days 00:00:00.600000,answer1,0.19496846,-24.881676,35.674282,-0.08704081,-0.030328646,0.046108756,15.612,3.0009983,7.685019,-6.8625836,0.0,0.0,0.0,0.0,0.0,0.0,469.44998,1110.5045,-201.0,1526.5416,969.6042,-201.0,2528.4343,890.98,-201.0,0 days 00:00:16.696116116,0 days 00:00:16.716116116,ID30_20ms.csv
0 days 00:00:00.600000,0 days 00:00:00.620000,answer1,0.16723722,-26.50469,36.011,-0.080233864,-0.017284406,0.031078195,14.101718,6.7430434,12.919083,-2.5670574,0.0,0.0,0.0,0.0,0.0,0.0,679.4834,1452.9535,-201.0,1756.5387,1233.8397,-201.0,2795.1653,1111.1146,-201.0,0 days 00:00:16.716116116,0 days 00:00:16.736116116,ID30_20ms.csv
0 days 00:00:00.620000,0 days 00:00:00.640000,answer1,0.16932821,-26.200644,37.035645,-0.09387556,-0.0071243257,0.03248965,13.36483,8.578792,16.973055,2.0931406,32.064972,0.0,0.0,11.689058,10.788386,19.793894,942.79425,1604.5509,-75.55443,2195.0635,1408.9838,-80.1117,3382.6082,2097.6404,-79.97047,0 days 00:00:16.736116116,0 days 00:00:16.756116116,ID30_20ms.csv
0 days 00:00:00.640000,0 days 00:00:00.660000,answer1,0.17876887,-25.797852,35.886055,-0.07579529,-0.0053681694,0.027377168,15.19979,12.025185,21.175339,2.602177,31.61748,0.0,0.67130214,11.332016,5.147965,15.510834,1120.2677,1621.1891,-19.94834,2168.9368,1086.9894,-19.4441,3344.45,1216.6283,-18.434504,0 days 00:00:16.756116116,0 days 00:00:16.776116116,ID30_20ms.csv
0 days 00:00:00.660000,0 days 00:00:00.680000,answer1,0.19348188,-24.950714,33.44621,-0.076564364,-0.01704165,0.041397464,15.035321,15.79332,28.582733,-3.118431,31.159365,0.03274297,1.0786556,11.084222,-0.9994572,13.399162,998.0904,1982.6471,-25.102219,1982.5277,850.3454,-23.506697,3289.8372,405.02612,-22.643545,0 days 00:00:16.776116116,0 days 00:00:16.796116116,ID30_20ms.csv
0 days 00:00:00.680000,0 days 00:00:00.700000,answer1,0.19225596,-24.790438,34.344418,-0.09732161,-0.008660176,0.036906395,15.018926,14.539288,27.585733,1.8341221,0.0,0.0,0.0,0.0,0.0,0.0,958.4672,1572.0879,-142.24847,1973.9609,891.18195,-142.21938,3176.711,537.47736,-142.0679,0 days 00:00:16.796116116,0 days 00:00:16.816116116,ID30_20ms.csv
0 days 00:00:00.700000,0 days 00:00:00.720000,answer1,0.17488421,-25.019518,33.892456,-0.085383944,-0.0055787065,0.039894808,10.819241,15.484693,27.111883,-0.68173313,0.0,0.0,0.0,0.0,0.0,0.0,995.5838,1408.6582,-201.0,1944.5983,954.81757,-201.0,3091.6895,549.4079,-201.0,0 days 00:00:16.816116116,0 days 00:00:16.836116116,ID30_20ms.csv
0 days 00:00:00.720000,0 days 00:00:00.740000,answer1,0.17205012,-25.976862,35.932007,-0.08892095,-0.008964341,0.03804432,6.406075,13.999936,18.709482,3.3358078,0.0,0.0,0.0,0.0,0.0,0.0,995.8957,1241.0599,-201.0,1983.6445,927.9611,-201.0,3078.5703,548.5669,-201.0,0 days 00:00:16.836116116,0 days 00:00:16.856116116,ID30_20ms.csv
0 days 00:00:00.740000,0 days 00:00:00.760000,answer1,0.16722138,-26.23348,37.018707,-0.09811438,-0.00573031,0.032595363,5.202978,12.537971,17.697449,11.61078,0.0,0.0,0.0,0.0,0.0,0.0,1196.814,1345.7633,-143.35835,2007.8678,1382.3506,-142.68591,3215.2239,698.54364,-141.23161,0 days 00:00:16.856116116,0 days 00:00:16.876116116,ID30_20ms.csv
0 days 00:00:00.760000,0 days 00:00:00.780000,answer1,0.1812467,-25.234377,34.14728,-0.08824722,-0.007850672,0.04982686,8.82682,13.052447,24.803984,12.812547,36.934048,0.0,0.0,12.05302,13.401081,15.315255,1029.5142,1447.2997,-22.30979,1965.5831,1279.4175,-27.511652,3184.3918,1255.4125,-24.208107,0 days 00:00:16.876116116,0 days 00:00:16.896116116,ID30_20ms.csv
0 days 00:00:00.780000,0 days 00:00:00.800000,answer1,0.2781834,-20.767347,28.713308,-0.0497925,-0.00943775,0.08782109,14.959096,16.88057,30.996252,4.6975636,36.75069,0.061716177,1.3439981,10.960698,17.392511,20.290339,396.7367,1430.984,-7.782293,1728.977,1492.1895,-26.059092,2535.4675,1350.8733,-28.072632,0 days 00:00:16.896116116,0 days 00:00:16.916116116,ID30_20ms.csv
0 days 00:00:00.800000,0 days 00:00:00.820000,answer1,0.30655625,-18.08078,27.618525,-0.041493207,0.005808084,0.09531903,14.86557,13.178913,29.365267,-0.7192729,35.389233,0.020737572,0.681979,10.500583,10.687762,16.310263,295.03723,1546.4938,-8.533867,1556.5428,1606.0809,-20.54807,2375.3887,1065.7836,-28.449144,0 days 00:00:16.916116116,0 days 00:00:16.936116116,ID30_20ms.csv
0 days 00:00:00.820000,0 days 00:00:00.840000,answer1,0.25494203,-21.020401,33.996258,-0.06639237,-0.0024824417,0.105353296,18.58531,8.807243,19.087448,7.8962555,34.56912,0.016096713,2.1989777,8.480795,-0.18044789,7.602592,497.03348,1522.121,0.0,1566.591,991.7368,-22.896784,2755.8809,806.0789,-24.280334,0 days 00:00:16.936116116,0 days 00:00:16.956116116,ID30_20ms.csv
0 days 00:00:00.840000,0 days 00:00:00.860000,answer1,0.31926474,-19.043343,30.461714,-0.072977275,-0.01688308,0.0997473,17.868542,6.835217,18.933584,-6.2355957,36.57224,0.04347518,2.0860224,5.1099524,-6.717851,4.001997,724.7172,1148.007,-14.618015,1829.2186,1924.098,-26.58435,2511.946,824.42377,-20.6378,0 days 00:00:16.956116116,0 days 00:00:16.976116116,ID30_20ms.csv
0 days 00:00:00.860000,0 days 00:00:00.880000,answer1,0.44876802,-15.567,23.553995,-0.05753913,-0.024117192,0.20265484,17.467756,8.821888,13.2809515,-13.392586,39.888386,0.15919295,2.3671286,6.149015,-7.1331863,17.4373,723.41205,1004.5433,-9.13123,1946.601,1106.7267,-26.862953,2917.4045,545.67096,-28.903437,0 days 00:00:16.976116116,0 days 00:00:16.996116116,ID30_20ms.csv
0 days 00:00:00.880000,0 days 00:00:00.900000,answer1,0.48895076,-16.613272,22.822092,-0.055485625,-0.0162416,0.20908622,20.652308,9.233113,4.9592404,-4.185202,40.061096,0.14876033,2.1616242,6.9127603,-1.0010238,24.080643,602.0565,1211.3363,0.0,1552.1854,1226.9878,-22.728271,2580.053,681.8765,-28.68589,0 days 00:00:16.996116116,0 days 00:00:17.016116116,ID30_20ms.csv
0 days 00:00:00.900000,0 days 00:00:00.920000,answer1,0.5123608,-15.360913,20.847326,-0.07205286,-0.021345822,0.14400257,20.62248,6.558741,5.2405047,-13.305856,39.73955,0.019466,1.5248476,7.43947,-0.018452803,22.678703,573.9388,1323.3062,-9.344208,932.9407,2738.3252,-16.163273,2065.0554,638.2326,-32.02291,0 days 00:00:17.016116116,0 days 00:00:17.036116116,ID30_20ms.csv
0 days 00:00:00.920000,0 days 00:00:00.940000,answer1,0.41432738,-17.241629,24.50588,-0.05854233,-0.010703058,0.13012566,24.751505,8.015915,6.020426,-3.022826,39.297894,0.020497864,1.1218339,8.640025,0.12014262,15.7268715,810.09863,1344.7212,-17.25229,1699.3872,1251.3766,-28.52363,3079.6965,525.3314,-32.649544,0 days 00:00:17.036116116,0 days 00:00:17.056116116,ID30_20ms.csv
0 days 00:00:00.940000,0 days 00:00:00.960000,answer1,0.32510665,-21.539698,30.896193,-0.06113277,-0.0149098635,0.13670668,26.012497,12.18282,12.220815,-0.2903756,39.078644,0.0523393,1.8812126,10.626613,-0.6196149,13.630067,668.3338,1913.201,-22.126087,1781.5493,1324.0895,-34.278233,3152.711,688.57104,-35.976147,0 days 00:00:17.056116116,0 days 00:00:17.076116116,ID30_20ms.csv
0 days 00:00:00,0 days 00:00:00.020000,answer2,0.21609533,-24.803717,34.97443,-0.06832106,-0.025057398,0.0121551715,18.128841,8.827611,13.709279,-15.151904,0.0,0.0,0.0,0.0,0.0,0.0,510.7231,1211.6708,-201.0,1596.4159,1435.3834,-201.0,2563.7874,767.8064,-201.0,0 days 00:00:20.487153820,0 days 00:00:20.507153820,ID30_20ms.csv
0 days 00:00:00.020000,0 days 00:00:00.040000,answer2,0.18622927,-26.510147,36.035442,-0.08612303,-0.022800505,0.034042027,15.847383,10.373811,10.999597,-13.344772,0.0,0.0,0.0,0.0,0.0,0.0,538.1174,1425.5791,-201.0,1618.0216,1725.7715,-201.0,2626.9348,998.25006,-201.0,0 days 00:00:20.507153820,0 days 00:00:20.527153820,ID30_20ms.csv
0 days 00:00:00.040000,0 days 00:00:00.060000,answer2,0.17740922,-26.582048,35.833683,-0.10015563,-0.012173069,0.042905707,14.4688635,9.685227,11.277812,-8.572443,0.0,0.0,0.0,0.0,0.0,0.0,782.2005,1492.4977,-201.0,1968.6519,1253.1295,-201.0,2959.5193,1699.5448,-201.0,0 days 00:00:20.527153820,0 days 00:00:20.547153820,ID30_20ms.csv
0 days 00:00:00.060000,0 days 00:00:00.080000,answer2,0.16976166,-26.316832,35.61919,-0.10144458,-0.010017267,0.03930228,13.145555,7.1769524,16.612331,-4.2000504,0.0,0.0,0.0,0.0,0.0,0.0,773.0778,1593.5399,-201.0,1926.2235,1142.0637,-201.0,2862.3555,2027.0265,-201.0,0 days 00:00:20.547153820,0 days 00:00:20.567153820,ID30_20ms.csv
0 days 00:00:00.080000,0 days 00:00:00.100000,answer2,0.15768944,-26.32936,34.77192,-0.10704916,-0.0033836244,0.028153507,9.996665,6.8699336,15.526081,0.6691303,0.0,0.0,0.0,0.0,0.0,0.0,870.4871,1419.5273,-201.0,1970.7559,1009.6995,-201.0,3139.159,633.2721,-201.0,0 days 00:00:20.567153820,0 days 00:00:20.587153820,ID30_20ms.csv
0 days 00:00:00.100000,0 days 00:00:00.120000,answer2,0.15247001,-27.028158,35.23067,-0.08901498,-0.0046392814,0.020685444,8.804284,9.862686,18.71762,4.5725737,0.0,0.0,0.0,0.0,0.0,0.0,627.30597,1543.3856,-201.0,1743.5905,975.69165,-201.0,2889.1406,791.62744,-201.0,0 days 00:00:20.587153820,0 days 00:00:20.607153820,ID30_20ms.csv
0 days 00:00:00.120000,0 days 00:00:00.140000,answer2,0.14407097,-27.429556,36.347492,-0.088708036,0.0025757067,0.0228414,9.285201,9.850443,16.407164,8.402438,0.0,0.0,0.0,0.0,0.0,0.0,582.1909,1627.7515,-201.0,1752.8395,1040.4092,-201.0,2918.6917,697.9108,-201.0,0 days 00:00:20.607153820,0 days 00:00:20.627153820,ID30_20ms.csv
0 days 00:00:00.140000,0 days 00:00:00.160000,answer2,0.13874626,-28.30046,37.86328,-0.09083491,0.00071905064,0.024386188,9.172599,8.472333,15.263644,4.871537,0.0,0.0,0.0,0.0,0.0,0.0,539.4272,1735.0062,-201.0,1649.8369,1217.5565,-201.0,2728.7473,1116.7681,-201.0,0 days 00:00:20.627153820,0 days 00:00:20.647153820,ID30_20ms.csv
0 days 00:00:00.160000,0 days 00:00:00.180000,answer2,0.13981202,-28.142624,38.995613,-0.09577769,0.0014231183,0.019060068,8.155726,8.431775,21.092901,5.236971,0.0,0.0,0.0,0.0,0.0,0.0,1111.0375,1292.0591,-201.0,2219.737,1005.9621,-201.0,3277.713,905.30444,-201.0,0 days 00:00:20.647153820,0 days 00:00:20.667153820,ID30_20ms.csv
0 days 00:00:00.180000,0 days 00:00:00.200000,answer2,0.14110953,-28.236399,37.429688,-0.0941565,-0.0073717856,0.021463312,10.493646,10.395118,17.793097,1.5043259,0.0,0.0,0.0,0.0,0.0,0.0,1147.2313,1534.3519,-201.0,2199.237,1354.8961,-201.0,3429.7073,1234.3673,-201.0,0 days 00:00:20.667153820,0 days 00:00:20.687153820,ID30_20ms.csv
0 days 00:00:00.200000,0 days 00:00:00.220000,answer2,0.14858718,-27.301088,37.479717,-0.09897885,-0.005436923,0.019325571,10.777476,8.80881,15.580682,1.3614916,0.0,0.0,0.0,0.0,0.0,0.0,1121.3182,1385.6777,-201.0,2219.7021,1267.795,-201.0,3380.8127,670.8858,-201.0,0 days 00:00:20.687153820,0 days 00:00:20.707153820,ID30_20ms.csv
0 days 00:00:00.220000,0 days 00:00:00.240000,answer2,0.14792757,-27.79802,38.781185,-0.11170862,-0.0016153852,0.021301806,11.09668,9.659826,16.637838,4.5482855,0.0,0.0,0.0,0.0,0.0,0.0,801.1963,1353.1493,-201.0,1920.5316,1135.1721,-201.0,3019.2578,911.00665,-201.0,0 days 00:00:20.707153820,0 days 00:00:20.727153820,ID30_20ms.csv
0 days 00:00:00.240000,0 days 00:00:00.260000,answer2,0.14625423,-28.18439,39.004494,-0.12404277,-0.008392493,0.026776193,9.782382,9.505485,17.097122,3.9623356,0.0,0.0,0.0,0.0,0.0,0.0,833.31256,1423.8965,-201.0,1985.6265,1098.4711,-201.0,2983.8333,1972.1075,-201.0,0 days 00:00:20.727153820,0 days 00:00:20.747153820,ID30_20ms.csv
0 days 00:00:00.260000,0 days 00:00:00.280000,answer2,0.14777407,-27.50527,37.156483,-0.10884122,0.001980067,0.020833785,8.964831,6.8249707,14.135062,5.3156266,0.0,0.0,0.0,0.0,0.0,0.0,1207.0028,1336.6835,-201.0,2442.7473,1215.5759,-201.0,3281.4443,3316.0403,-201.0,0 days 00:00:20.747153820,0 days 00:00:20.767153820,ID30_20ms.csv
0 days 00:00:00.280000,0 days 00:00:00.300000,answer2,0.13967872,-27.94944,37.27876,-0.09861872,0.0011328155,0.020278899,7.9923267,8.6398,16.696001,5.3638515,0.0,0.0,0.0,0.0,0.0,0.0,966.6932,1422.1079,-201.0,2131.1606,1056.3134,-201.0,3189.5774,640.7758,-201.0,0 days 00:00:20.767153820,0 days 00:00:20.787153820,ID30_20ms.csv
0 days 00:00:00.300000,0 days 00:00:00.320000,answer2,0.14179127,-27.497719,35.265106,-0.1183872,-0.005002171,0.022537336,8.588998,7.8916717,19.56341,3.791915,0.0,0.0,0.0,0.0,0.0,0.0,583.39667,1636.4347,-201.0,1721.0275,1024.3549,-201.0,2813.5676,617.3593,-201.0,0 days 00:00:20.787153820,0 days 00:00:20.807153820,ID30_20ms.csv
0 days 00:00:00.320000,0 days 00:00:00.340000,answer2,0.14270453,-27.908777,36.24031,-0.114175685,0.0011503757,0.03517425,8.740565,9.064662,17.747765,3.6623652,0.0,0.0,0.0,0.0,0.0,0.0,1146.0599,1246.1766,-201.0,2336.2075,1114.1187,-201.0,3300.3955,969.6756,-201.0,0 days 00:00:20.807153820,0 days 00:00:20.827153820,ID30_20ms.csv
0 days 00:00:00.340000,0 days 00:00:00.360000,answer2,0.14619608,-27.196625,35.545475,-0.109808825,0.0021131458,0.030549198,8.604604,9.821504,20.213467,3.8335946,0.0,0.0,0.0,0.0,0.0,0.0,1066.8887,1258.5106,-201.0,2204.3635,993.66846,-201.0,3432.0361,1101.3588,-201.0,0 days 00:00:20.827153820,0 days 00:00:20.847153820,ID30_20ms.csv
