start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end,filename
0 days 00:00:00.880000,0 days 00:00:00.900000,answer3 ,0.15520012,-21.072622,31.865644,-0.0035914828,-0.010127981,0.09015379,21.841995,21.205233,17.747452,13.843007,20.391829,0.27119938,0.15670845,-2.6753647,11.195289,36.446392,1168.1398,1149.0653,-17.653063,2399.0803,1049.6996,-23.76889,3172.6104,1144.9364,-24.101694,0 days 00:00:21.467253921,0 days 00:00:21.487253921,ID91_20ms.csv
0 days 00:00:00.900000,0 days 00:00:00.920000,answer3 ,0.16774349,-20.639797,31.470505,0.022071997,-0.017651321,0.12763934,21.834274,19.676954,16.33315,10.848731,38.636623,1.0,4.72337,8.321472,9.343072,25.020288,933.7747,1346.5072,-35.189632,2005.3994,1132.7806,-39.53677,2861.866,911.4699,-40.504787,0 days 00:00:21.487253921,0 days 00:00:21.507253921,ID91_20ms.csv
0 days 00:00:00.920000,0 days 00:00:00.940000,answer3 ,0.44407204,-23.488478,34.22346,0.0236471,-0.023699582,0.9500212,27.931513,17.180008,15.411393,-3.1319351,38.38892,0.383877,3.9891732,12.785642,8.294822,29.912603,1129.0094,1450.7955,-31.638494,2247.4111,1275.6241,-44.93361,3195.1416,998.1147,-44.73529,0 days 00:00:21.507253921,0 days 00:00:21.527253921,ID91_20ms.csv
0 days 00:00:00.940000,0 days 00:00:00.960000,answer3 ,0.91889006,-30.169386,39.052998,0.05547874,-0.03214,1.2077705,35.15681,18.52761,16.393354,-22.221518,38.488216,0.069167085,3.6657257,13.9375105,11.494645,32.684734,816.09906,1042.336,-26.718353,2076.7478,811.02203,-50.380642,2916.7488,518.9084,-47.908443,0 days 00:00:21.527253921,0 days 00:00:21.547253921,ID91_20ms.csv
0 days 00:00:00,0 days 00:00:00.020000,answer4_other1,0.13975637,-24.747396,35.39003,-0.023841279,-0.007606102,0.03691007,25.789999,24.834364,15.650371,13.18557,13.334003,0.0,0.0,-1.3773702,-6.532023,28.000788,252.95673,1611.5844,10.469085,1271.8247,1168.528,-19.267906,2467.4363,812.23566,-22.251158,0 days 00:00:25.592258926,0 days 00:00:25.612258926,ID91_20ms.csv
0 days 00:00:00.020000,0 days 00:00:00.040000,answer4_other1,0.14576714,-23.209642,33.286663,-0.021581223,-0.011610132,0.09929695,23.902964,21.28759,16.91159,12.423526,13.14668,0.0,0.59537727,-2.4914262,-7.746248,24.682137,475.96695,1504.4755,0.4615825,1566.5981,1117.3602,-21.611822,2553.3923,787.90436,-23.565498,0 days 00:00:25.612258926,0 days 00:00:25.632258926,ID91_20ms.csv
0 days 00:00:00.040000,0 days 00:00:00.060000,answer4_other1,0.13869756,-21.912252,30.952362,-0.020237675,-0.012649044,0.06848148,22.217102,21.486597,19.234865,11.443738,12.79322,0.032905422,1.7854786,-5.225125,-8.066268,22.143929,920.1994,1359.6527,-9.621796,1937.6151,1049.2733,-25.259588,2917.6912,712.581,-26.945692,0 days 00:00:25.632258926,0 days 00:00:25.652258926,ID91_20ms.csv
0 days 00:00:00.060000,0 days 00:00:00.080000,answer4_other1,0.12686063,-16.86392,26.865744,-0.014425851,-0.014006324,0.05342673,19.443129,17.31933,12.022885,6.450394,13.262841,0.0,2.3805292,-8.904077,-1.5388998,28.010672,926.7464,1462.2203,-10.619792,1890.234,1175.39,-19.683023,2863.4492,767.42633,-23.211317,0 days 00:00:25.652258926,0 days 00:00:25.672258926,ID91_20ms.csv
0 days 00:00:00.080000,0 days 00:00:00.100000,answer4_other1,0.129462,-16.07778,26.14624,-0.017216599,-0.00291954,0.046599496,20.768702,15.567795,9.873771,7.8937125,16.452662,0.429865,1.7898685,-4.6261964,-2.5683515,31.899033,1086.3765,1118.0415,-16.437576,2228.0527,779.49023,-24.50329,3264.87,391.3904,-24.396555,0 days 00:00:25.672258926,0 days 00:00:25.692258926,ID91_20ms.csv
0 days 00:00:00.100000,0 days 00:00:00.120000,answer4_other1,0.13899212,-20.72457,31.487045,-0.027061423,-0.0032627778,0.07577095,23.502977,19.14782,14.574493,14.805073,17.817352,0.30243075,1.1536326,-2.7205296,-0.17530982,37.55283,1145.2167,1103.0967,-22.655548,2232.6042,787.79126,-28.505768,3413.1218,409.5642,-31.502533,0 days 00:00:25.692258926,0 days 00:00:25.712258926,ID91_20ms.csv
0 days 00:00:00.120000,0 days 00:00:00.140000,answer4_other1,0.13669856,-23.45484,35.799606,-0.025985291,-0.010606219,0.09210447,24.166693,22.945276,17.016485,15.099049,16.660398,0.04756221,0.47182158,-1.7521368,-0.712094,35.890545,880.0874,1375.1094,-8.820491,2049.8132,968.0594,-21.383347,3137.539,892.5451,-28.213715,0 days 00:00:25.712258926,0 days 00:00:25.732258926,ID91_20ms.csv
0 days 00:00:00.140000,0 days 00:00:00.160000,answer4_other1,0.14462455,-22.475973,35.344692,-0.031317513,-0.004542041,0.09452016,24.006552,18.245573,14.084258,17.024683,13.003739,0.15499714,1.1643925,-2.1806786,-9.7355995,22.86016,500.05527,1459.8878,5.9121895,1575.7452,960.6641,-7.561668,2659.9006,773.42914,-18.14002,0 days 00:00:25.732258926,0 days 00:00:25.752258926,ID91_20ms.csv
0 days 00:00:00.160000,0 days 00:00:00.180000,answer4_other1,0.18098997,-16.042599,30.510294,-0.009042038,-0.002029919,0.08276897,25.46213,12.140225,2.7654636,7.6951623,16.3119,0.0,1.6686498,-2.6067226,-5.2361083,15.127721,506.68945,1382.3209,-0.68377465,1494.6246,980.2805,-1.0378455,2693.596,684.08673,-9.114964,0 days 00:00:25.752258926,0 days 00:00:25.772258926,ID91_20ms.csv
0 days 00:00:00.180000,0 days 00:00:00.200000,answer4_other1,0.25568348,-7.5078588,18.971052,0.014736331,-0.0036642433,0.09185823,20.122194,5.4705677,1.1354631,-9.117402,21.304474,0.36029497,1.8531166,-4.3894386,-2.7831752,9.748758,534.1801,1289.9758,-0.31679773,1505.252,871.29126,-0.8201305,2590.8625,594.4952,-6.796457,0 days 00:00:25.772258926,0 days 00:00:25.792258926,ID91_20ms.csv
0 days 00:00:00.200000,0 days 00:00:00.220000,answer4_other1,0.40636167,-3.3859386,9.672345,0.026033528,-0.0077358894,0.09513086,16.80258,0.5494032,1.5356592,-17.420355,32.114006,0.36210868,1.3848747,-4.267861,0.81920546,9.448001,491.63184,1544.4877,1.7373335,1458.8276,926.9487,-2.6464984,2716.6318,520.9534,-10.422241,0 days 00:00:25.792258926,0 days 00:00:25.812258926,ID91_20ms.csv
0 days 00:00:00.220000,0 days 00:00:00.240000,answer4_other1,0.5042264,-2.5993803,8.78361,0.07944966,-0.0072653727,0.13568729,13.788536,-4.7415156,-4.8489013,-19.221014,0.0,0.0,0.0,0.0,0.0,0.0,680.34326,1326.5734,-201.0,1809.8906,800.21173,-133.48433,2828.4895,882.0386,-138.35188,0 days 00:00:25.812258926,0 days 00:00:25.832258926,ID91_20ms.csv
0 days 00:00:00.240000,0 days 00:00:00.260000,answer4_other1,0.51566756,-2.5583925,11.264623,0.06190731,0.0077074463,0.16154851,15.619252,-7.1603684,-3.6878903,-11.8284025,0.0,0.0,0.0,0.0,0.0,0.0,627.9441,1106.775,-201.0,1638.9662,954.4043,-201.0,2685.0405,781.65497,-201.0,0 days 00:00:25.832258926,0 days 00:00:25.852258926,ID91_20ms.csv
0 days 00:00:00.260000,0 days 00:00:00.280000,answer4_other1,0.49502242,-3.9437392,10.449292,0.028233731,0.003921099,0.14246596,18.486444,-6.471035,-5.373343,-0.99749595,0.0,0.0,0.0,0.0,0.0,0.0,416.4253,1356.8961,-201.0,1225.9929,1140.1451,-201.0,2357.4265,623.8282,-201.0,0 days 00:00:25.852258926,0 days 00:00:25.872258926,ID91_20ms.csv
0 days 00:00:00.280000,0 days 00:00:00.300000,answer4_other1,0.43504366,-5.197517,12.066314,0.012669447,-0.0019839385,0.12961684,20.476992,-0.88415295,-6.2649665,10.11831,0.0,0.0,0.0,0.0,0.0,0.0,340.01953,1843.5742,-201.0,1076.3379,1259.2365,-201.0,2262.7136,761.7371,-201.0,0 days 00:00:25.872258926,0 days 00:00:25.892258926,ID91_20ms.csv
0 days 00:00:00.300000,0 days 00:00:00.320000,answer4_other1,0.39360687,-4.2812862,13.118566,0.040373757,-0.011630632,0.11502627,21.880928,-2.1539567,-11.875301,1.3832244,0.0,0.0,0.0,0.0,0.0,0.0,369.99146,1625.9633,-134.31819,1116.4608,1241.4457,-133.99036,2250.737,688.03326,-137.32616,0 days 00:00:25.892258926,0 days 00:00:25.912258926,ID91_20ms.csv
0 days 00:00:00.320000,0 days 00:00:00.340000,answer4_other1,0.35200635,-6.3861275,13.234046,0.05080216,-0.017308375,0.10227168,21.971403,-3.7834685,-13.58549,-2.4652202,19.548477,0.0,0.0,-4.8549743,0.27046156,14.35067,587.92096,1227.8357,5.0540905,1545.2623,1186.9347,1.3721215,2439.3591,934.60425,-5.268704,0 days 00:00:25.912258926,0 days 00:00:25.932258926,ID91_20ms.csv
0 days 00:00:00.340000,0 days 00:00:00.360000,answer4_other1,0.30716863,-9.763949,13.7916565,0.05609405,-0.022528095,0.09035642,25.076452,1.8222984,-11.963088,-2.454254,18.578989,0.012187292,0.5326661,-4.6903443,-2.4942691,17.5022,552.05365,1456.6836,-5.4593353,1439.8905,1251.876,-9.068578,2417.991,960.31934,-10.998641,0 days 00:00:25.932258926,0 days 00:00:25.952258926,ID91_20ms.csv
0 days 00:00:00.360000,0 days 00:00:00.380000,answer4_other1,0.23662925,-15.344518,20.060127,-0.01030932,-0.020515867,0.093865365,25.866495,12.581426,1.250213,5.749397,16.273575,0.11818322,0.34610334,-4.3162894,-5.0632267,21.980108,267.6637,1626.6459,-1.5996008,1131.2555,1157.2155,-14.548322,2266.014,560.16327,-17.062836,0 days 00:00:25.952258926,0 days 00:00:25.972258926,ID91_20ms.csv
0 days 00:00:00.380000,0 days 00:00:00.400000,answer4_other1,0.181792,-19.841108,24.723389,-0.010895521,-0.017047778,0.09129504,24.86354,19.510826,9.520706,8.506787,13.505028,0.2789398,0.43636894,-3.7771375,-8.268653,28.66246,465.16284,1460.6215,-7.4576488,1487.8584,987.68164,-17.503428,2621.0735,625.28735,-22.419487,0 days 00:00:25.972258926,0 days 00:00:25.992258926,ID91_20ms.csv
0 days 00:00:00.400000,0 days 00:00:00.420000,answer4_other1,0.16216566,-25.590666,35.55241,-0.021619894,-0.01721595,0.13124491,26.968536,25.932772,12.9520235,9.456212,13.3239975,0.1564666,2.3028052,-2.0390642,-8.635094,34.255047,949.3112,1202.9766,-11.92172,2212.1504,775.3459,-21.196573,3330.97,950.9099,-23.378311,0 days 00:00:25.992258926,0 days 00:00:26.012258926,ID91_20ms.csv
0 days 00:00:00.420000,0 days 00:00:00.440000,answer4_other1,0.16487725,-27.210785,39.286495,0.0057842997,-0.010474187,0.15716244,29.364542,27.890709,16.094198,12.7184305,13.545635,0.0056593213,3.580745,-5.70524,-9.955287,24.005285,563.1578,1331.2628,-4.9328694,1617.332,1117.1564,-22.917364,2626.6396,969.80817,-26.822866,0 days 00:00:26.012258926,0 days 00:00:26.032258926,ID91_20ms.csv
0 days 00:00:00.440000,0 days 00:00:00.460000,answer4_other1,0.14690416,-21.373268,31.23746,0.0036321643,-0.004876869,0.10655599,23.442835,22.804054,14.5211935,11.86468,14.229724,0.0,3.9862854,-9.463265,-6.2170486,21.45098,299.6646,1394.1588,2.6991837,1324.2079,1030.5017,-17.194952,2354.7314,764.196,-23.92066,0 days 00:00:26.032258926,0 days 00:00:26.052258926,ID91_20ms.csv
0 days 00:00:00.460000,0 days 00:00:00.480000,answer4_other1,0.14089477,-17.450413,27.122606,0.015862657,-0.008852017,0.042443186,21.448153,19.343676,10.451825,7.9800286,13.88501,0.0,3.9862854,-7.122996,-1.5780195,27.007568,263.47507,1510.7233,7.6332765,1283.7427,1057.0721,-12.61234,2353.1262,727.22736,-21.157152,0 days 00:00:26.052258926,0 days 00:00:26.072258926,ID91_20ms.csv
0 days 00:00:00.480000,0 days 00:00:00.500000,answer4_other1,0.13955931,-18.034288,29.488708,0.007193994,-0.009062867,0.047384094,21.640015,19.52349,8.874364,7.546721,13.324489,0.0,3.9862854,-5.03936,-7.473676,22.72991,832.5203,1310.1017,-4.674731,1929.7374,993.94525,-15.824698,2985.4004,655.2202,-20.810877,0 days 00:00:26.072258926,0 days 00:00:26.092258926,ID91_20ms.csv
0 days 00:00:00.500000,0 days 00:00:00.520000,answer4_other1,0.18583564,-18.390112,27.71351,-0.00041462542,-0.009383984,0.07311986,22.65071,16.656553,9.651443,13.541153,18.105257,0.0,3.9862854,-2.4929073,10.432377,26.543991,950.9216,1215.6962,-5.991337,1942.5292,1055.415,-11.428245,2999.9463,715.5127,-17.962263,0 days 00:00:26.092258926,0 days 00:00:26.112258926,ID91_20ms.csv
0 days 00:00:00.520000,0 days 00:00:00.540000,answer4_other1,0.26661113,-14.162129,21.84562,0.01924723,-0.017309757,0.10031584,23.554106,12.88753,-0.78407913,8.045741,19.592003,0.0,3.161699,-3.211008,9.858689,26.870789,545.55066,1239.1133,1.0081409,1555.4156,858.00934,-6.308047,2631.1636,607.8256,-15.367909,0 days 00:00:26.112258926,0 days 00:00:26.132258926,ID91_20ms.csv
0 days 00:00:00.540000,0 days 00:00:00.560000,answer4_other1,0.3494158,-9.523633,19.226507,0.02365922,-0.006393738,0.11218679,22.195663,3.6738129,-11.725827,8.665658,0.0,0.0,0.0,0.0,0.0,0.0,392.18115,1425.6401,-134.80714,1165.7235,1071.6373,-133.68248,2225.5977,643.17365,-136.31853,0 days 00:00:26.132258926,0 days 00:00:26.152258926,ID91_20ms.csv
0 days 00:00:00.560000,0 days 00:00:00.580000,answer4_other1,0.38086137,-4.4682975,13.710651,0.0224011,0.0025667192,0.15341572,20.721552,-2.2736714,-13.953181,13.739987,0.0,0.0,0.0,0.0,0.0,0.0,398.49194,1317.6171,-201.0,1247.2286,1023.8127,-201.0,2325.1008,693.6277,-201.0,0 days 00:00:26.152258926,0 days 00:00:26.172258926,ID91_20ms.csv
0 days 00:00:00.580000,0 days 00:00:00.600000,answer4_other1,0.35718814,-0.32986197,8.534302,0.035378363,0.014351065,0.10582558,16.498598,0.1962951,-16.363815,20.057852,0.0,0.0,0.0,0.0,0.0,0.0,438.3522,1309.285,-201.0,1235.9503,1070.6857,-201.0,2342.0645,670.1871,-201.0,0 days 00:00:26.172258926,0 days 00:00:26.192258926,ID91_20ms.csv
0 days 00:00:00.600000,0 days 00:00:00.620000,answer4_other1,0.36522308,-2.272323,11.133587,0.04632674,0.01501809,0.10582251,16.53113,1.9218005,-17.7832,23.668503,32.61609,0.0,0.0,-3.2617445,-0.90348244,8.124189,447.75198,1207.6442,-75.99012,1262.2789,1002.0586,-72.584915,2347.9226,632.3723,-82.34546,0 days 00:00:26.192258926,0 days 00:00:26.212258926,ID91_20ms.csv
0 days 00:00:00.620000,0 days 00:00:00.640000,answer4_other1,0.38440672,-4.7372894,10.743935,0.037696682,0.0037617872,0.12816714,18.307299,3.3408346,-17.406548,15.003032,32.555542,0.0,1.4401346,-1.015751,6.880404,7.8302255,421.98633,1173.7635,-14.970245,1240.8969,945.16925,-16.099104,2339.041,525.9484,-22.80047,0 days 00:00:26.212258926,0 days 00:00:26.232258926,ID91_20ms.csv
0 days 00:00:00.640000,0 days 00:00:00.660000,answer4_other1,0.33182606,-8.419351,14.330602,0.001042354,0.0017076944,0.115005605,20.885294,6.1149783,-12.510438,18.379065,19.91577,0.63708514,1.0498587,-1.5010567,-2.3765185,14.515254,400.39395,1323.1622,-6.719679,1205.2792,1024.4987,-13.256259,2299.3896,565.9685,-15.751893,0 days 00:00:26.232258926,0 days 00:00:26.252258926,ID91_20ms.csv
0 days 00:00:00.660000,0 days 00:00:00.680000,answer4_other1,0.28205577,-13.99639,22.880926,0.004229316,-0.016057396,0.10365657,24.597712,13.044167,-10.932263,13.792079,13.412217,0.03945825,0.3388398,-3.560792,-75.70408,-46.981876,359.2732,1565.8529,0.7519605,1156.2593,1185.1975,-9.874355,2263.1665,707.3311,-19.462557,0 days 00:00:26.252258926,0 days 00:00:26.272258926,ID91_20ms.csv
0 days 00:00:00.680000,0 days 00:00:00.700000,answer4_other1,0.21681201,-17.817629,31.870234,0.012725723,-0.011798166,0.118504696,24.80497,20.63605,-5.3267503,13.986447,13.026024,0.0,1.5530256,-5.260311,-77.26949,-48.704468,832.22064,1392.9332,-8.576667,1883.6686,1112.9635,-18.628134,2968.4512,1132.5865,-23.035345,0 days 00:00:26.272258926,0 days 00:00:26.292258926,ID91_20ms.csv
0 days 00:00:00.700000,0 days 00:00:00.720000,answer4_other1,0.16511258,-15.606313,27.623102,0.0038181301,-0.006880988,0.10269878,20.819296,17.128284,0.71088284,13.595406,14.7620735,0.03984096,4.3785334,-6.3266525,-6.6050024,16.868448,1102.6958,1164.503,-78.80301,2210.9993,967.86206,-81.393166,3167.2766,922.0452,-81.393166,0 days 00:00:26.292258926,0 days 00:00:26.312258926,ID91_20ms.csv
0 days 00:00:00.720000,0 days 00:00:00.740000,answer4_other1,0.14758374,-15.471683,24.714651,0.010589776,-0.010434066,0.060299978,19.82361,16.846693,2.0312407,9.147748,0.0,0.0,0.0,0.0,0.0,0.0,500.7427,1445.6154,-130.87318,1471.8605,1098.7145,-138.26396,2541.8474,795.7707,-139.91539,0 days 00:00:26.312258926,0 days 00:00:26.332258926,ID91_20ms.csv
0 days 00:00:00.740000,0 days 00:00:00.760000,answer4_other1,0.1491076,-19.025492,30.206572,0.0005010913,-0.010674469,0.0887535,22.114325,19.34941,7.429114,11.335069,17.788527,0.0,0.0,-2.229767,-6.1539555,19.842804,566.28436,1350.3065,5.236128,1582.0316,913.9559,-9.56718,2647.142,675.9744,-16.173903,0 days 00:00:26.332258926,0 days 00:00:26.352258926,ID91_20ms.csv
0 days 00:00:00.760000,0 days 00:00:00.780000,answer4_other1,0.24387808,-12.692805,21.600868,-0.00071675424,-0.0013075182,0.09750817,22.299414,6.295212,10.095186,15.35184,15.088002,0.0,0.8873689,-3.3227875,-5.5270324,21.45372,872.62177,1156.6405,1.1848769,1879.9312,762.51935,-8.627074,2989.5183,616.45807,-16.105452,0 days 00:00:26.352258926,0 days 00:00:26.372258926,ID91_20ms.csv
0 days 00:00:00.780000,0 days 00:00:00.800000,answer4_other1,0.3050356,-10.566405,18.46395,0.014815755,-0.009131584,0.1425193,23.293343,4.770538,1.4032887,6.4132943,13.502872,0.0,0.8873689,-2.7590497,-71.293434,-48.560623,346.15945,1357.2391,1.6177821,1211.631,1007.88477,-9.881154,2170.6177,619.9935,-15.027247,0 days 00:00:26.372258926,0 days 00:00:26.392258926,ID91_20ms.csv
0 days 00:00:00.800000,0 days 00:00:00.820000,answer4_other1,0.2798255,-14.841414,24.334997,-0.00091452553,-0.01830679,0.122867234,23.383352,16.58358,-4.7147126,2.745509,12.942901,0.12990966,1.4023021,-3.1598938,-72.48171,-48.064945,595.3839,1376.9834,-6.036693,1489.2754,1087.9075,-14.185145,2664.5642,609.1573,-21.845388,0 days 00:00:26.392258926,0 days 00:00:26.412258926,ID91_20ms.csv
0 days 00:00:00.820000,0 days 00:00:00.840000,answer4_other1,0.23604347,-14.237744,20.962831,0.007994109,-0.0120330015,0.090987034,20.757439,20.406775,-5.876892,1.7778212,13.486092,0.0,2.657213,-5.1589017,-0.7137265,21.492002,565.16,1348.1487,-72.6475,1536.4302,961.45605,-78.94105,2672.5068,812.1352,-83.064445,0 days 00:00:26.412258926,0 days 00:00:26.432258926,ID91_20ms.csv
0 days 00:00:00.840000,0 days 00:00:00.860000,answer4_other1,0.19325073,-15.917409,20.839035,0.014806225,-0.016666686,0.081878535,20.427294,23.956049,-0.6672738,1.4487363,13.448089,0.0,1.5001923,-4.197329,-4.2268486,28.966019,478.9595,1388.4473,-62.914825,1478.2843,964.7557,-74.77395,2691.403,630.51465,-80.135414,0 days 00:00:26.432258926,0 days 00:00:26.452258926,ID91_20ms.csv
0 days 00:00:00.860000,0 days 00:00:00.880000,answer4_other1,0.1659933,-19.359802,25.139952,0.016009385,-0.014168523,0.08038929,22.301231,23.593063,6.5350876,6.3095384,13.229897,0.07561365,1.1542484,-2.2518332,-75.78032,-44.25934,772.01514,1304.2605,-3.1021578,1855.3832,768.33905,-17.863127,3090.6536,545.9656,-23.000381,0 days 00:00:26.452258926,0 days 00:00:26.472258926,ID91_20ms.csv
0 days 00:00:00.880000,0 days 00:00:00.900000,answer4_other1,0.16188683,-20.519407,30.662888,0.037606586,-0.011505176,0.084357835,23.924683,21.38524,6.39749,9.383288,13.274689,0.043956175,1.366666,-2.3418663,-17.290203,20.505384,1092.1733,1201.6792,-17.6701,2202.6926,753.3752,-23.817541,3318.7395,570.21295,-26.832178,0 days 00:00:26.472258926,0 days 00:00:26.492258926,ID91_20ms.csv
0 days 00:00:00.900000,0 days 00:00:00.920000,answer4_other1,0.15493329,-22.781616,32.926277,0.0033434823,-0.012423083,0.10634004,22.727037,25.57605,12.063641,14.00649,13.724111,0.009864445,1.2942873,-2.794278,-8.666141,28.093292,852.0925,1222.2069,-8.636347,1942.1388,740.4956,-18.921906,3044.6648,534.86633,-25.215456,0 days 00:00:26.492258926,0 days 00:00:26.512258926,ID91_20ms.csv
0 days 00:00:00.920000,0 days 00:00:00.940000,answer4_other1,0.16660048,-21.590452,32.08659,-0.007790716,-0.007259766,0.08749821,23.485533,25.148384,9.688229,13.043858,13.271697,0.0,1.55051,-4.2111115,-135.58778,-109.21249,1132.686,1006.99023,0.40682268,2236.5576,604.2128,-15.366649,3484.944,291.1414,-21.407438,0 days 00:00:26.512258926,0 days 00:00:26.532258926,ID91_20ms.csv
0 days 00:00:00.940000,0 days 00:00:00.960000,answer4_other1,0.23514305,-11.050239,27.309748,0.004888394,0.0027154775,0.08308869,20.551308,16.195713,-5.348372,9.185645,12.799088,0.0,1.55051,-5.088827,-4.740072,12.152675,319.84857,1392.2905,6.4319997,1205.6151,927.176,5.408015,2375.2063,736.5866,-10.261788,0 days 00:00:26.532258926,0 days 00:00:26.552258926,ID91_20ms.csv
0 days 00:00:00,0 days 00:00:00.020000,answer4,0.13772865,-26.28309,39.50349,-0.03789523,-0.005998435,0.020780463,26.055624,23.766176,19.847631,20.686457,13.185338,0.0,1.7182926,-2.7841415,-73.18792,-35.43645,1181.2462,1261.4215,-24.461708,2213.8396,1129.5356,-25.875147,3360.7214,801.7048,-31.30065,0 days 00:00:32.565899233,0 days 00:00:32.585899233,ID91_20ms.csv
0 days 00:00:00.020000,0 days 00:00:00.040000,answer4,0.13623512,-23.496832,34.37601,-0.052688908,-0.014874176,0.08822853,23.567589,21.425436,17.579458,16.91257,16.287668,0.0,2.0531538,-0.7672351,-66.81313,-35.776745,838.54816,1504.7084,-13.074829,1777.5082,1166.7838,-23.504265,2912.6309,697.00275,-28.03092,0 days 00:00:32.585899233,0 days 00:00:32.605899233,ID91_20ms.csv
0 days 00:00:00.040000,0 days 00:00:00.060000,answer4,0.12462326,-18.071089,26.917227,-0.035195895,-0.015725585,0.06292898,20.87559,16.708544,15.526362,11.228465,16.41943,0.0,2.7228758,-2.260232,-3.6631489,27.993773,585.972,1506.41,-5.4769635,1575.8281,1024.2915,-19.819603,2676.884,695.2308,-24.992704,0 days 00:00:32.605899233,0 days 00:00:32.625899233,ID91_20ms.csv
0 days 00:00:00.060000,0 days 00:00:00.080000,answer4,0.119751446,-19.042849,29.903101,-0.002864302,-0.006601048,0.03690252,19.618963,20.340391,14.42014,11.117615,13.340543,0.0,2.7228758,-3.0415761,-2.9572341,28.303873,556.08435,1336.911,-3.1185696,1605.4253,917.49414,-18.501732,2696.4265,685.55615,-21.886438,0 days 00:00:32.625899233,0 days 00:00:32.645899233,ID91_20ms.csv
0 days 00:00:00.080000,0 days 00:00:00.100000,answer4,0.122450955,-19.973892,31.091776,-0.0005033957,-0.0036215298,0.067088775,20.445103,19.936142,15.705699,12.052112,13.044682,0.25323722,3.732867,-3.618973,-7.0008492,25.98876,817.7714,1291.7272,-10.078921,1886.8574,909.5356,-23.572159,2956.905,696.7039,-23.949099,0 days 00:00:32.645899233,0 days 00:00:32.665899233,ID91_20ms.csv
0 days 00:00:00.100000,0 days 00:00:00.120000,answer4,0.1324964,-22.774317,33.83009,-0.022363923,-0.0077834916,0.07508415,22.886137,21.732237,19.769976,12.627373,14.675239,0.3327307,1.9246229,-3.2313068,-7.900828,27.157217,883.2653,1308.5573,-8.425304,1968.4808,935.6093,-20.221558,2990.9924,700.65625,-22.854286,0 days 00:00:32.665899233,0 days 00:00:32.685899233,ID91_20ms.csv
0 days 00:00:00.120000,0 days 00:00:00.140000,answer4,0.12833522,-22.93635,35.28819,-0.03613085,-0.008047643,0.08402243,22.227066,21.063627,17.835978,15.211728,13.120305,0.3327307,0.76800317,-2.338867,-8.927484,22.721756,817.5271,1296.9796,-1.9312363,1926.1244,851.5942,-9.310681,3022.8718,753.03046,-12.714147,0 days 00:00:32.685899233,0 days 00:00:32.705899233,ID91_20ms.csv
0 days 00:00:00.140000,0 days 00:00:00.160000,answer4,0.18343234,-20.138144,30.614634,-0.028353503,-0.01588162,0.072046615,21.01362,17.399927,17.248343,13.928487,13.164319,0.29418087,4.1941285,-3.1065643,-74.13025,-59.099483,748.05707,1253.024,12.403397,1679.5262,1295.716,6.430719,2654.578,826.42773,3.1860275,0 days 00:00:32.705899233,0 days 00:00:32.725899233,ID91_20ms.csv
0 days 00:00:00.160000,0 days 00:00:00.180000,answer4,0.31123286,-11.929008,21.328838,0.025298456,-0.0148409195,0.09242692,19.00094,6.2993236,7.4260993,5.4552994,13.141352,0.018640893,4.723838,-4.8790545,-11.68524,3.0802712,414.57108,1319.2833,-57.37291,1325.5326,1188.498,-59.56099,2242.7725,803.1956,-60.64041,0 days 00:00:32.725899233,0 days 00:00:32.745899233,ID91_20ms.csv
0 days 00:00:00.180000,0 days 00:00:00.200000,answer4,0.38287583,-5.927321,13.613023,0.039984684,-0.017968385,0.1257718,18.432756,-6.7643495,2.3369339,0.49005604,0.0,0.0,0.0,0.0,0.0,0.0,433.04077,914.91876,-201.0,1379.9027,764.2839,-201.0,2300.9504,643.8269,-201.0,0 days 00:00:32.745899233,0 days 00:00:32.765899233,ID91_20ms.csv
0 days 00:00:00.200000,0 days 00:00:00.220000,answer4,0.49252272,-1.5909367,7.4062295,0.05229957,-0.006225091,0.158398,15.791812,-13.107562,-5.9875946,-3.378477,0.0,0.0,0.0,0.0,0.0,0.0,399.95346,1022.96783,-201.0,1331.8275,801.3906,-201.0,2340.2292,590.08685,-201.0,0 days 00:00:32.765899233,0 days 00:00:32.785899233,ID91_20ms.csv
0 days 00:00:00.220000,0 days 00:00:00.240000,answer4,0.5491442,-5.27912,12.599172,0.042009603,-0.008211047,0.21357219,18.656143,-9.65774,-12.1438,-5.467922,33.99459,0.0,0.0,0.2658344,-12.071074,5.0819826,422.51755,1099.8219,-74.81286,1351.2216,993.14545,-71.303055,2361.4958,720.6871,-78.20084,0 days 00:00:32.785899233,0 days 00:00:32.805899233,ID91_20ms.csv
