file,start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
./voice_sample/asano.wav,0 days 00:00:42.060000,0 days 00:00:42.085000,0.10039427,-8.881921,14.997558,-0.040481888,-0.005724944,0.011056977,13.964681,1.9613763,12.787464,9.89626,0.0,0.0,0.0,0.0,0.0,0.0,832.9958,1243.639,-201.0,1805.8175,1235.0272,-201.0,2641.2185,1019.57965,-201.0
./voice_sample/asano.wav,0 days 00:00:42.070000,0 days 00:00:42.095000,0.101813935,-8.178012,16.466867,-0.03636081,-0.0076090028,0.010542716,12.531735,-0.6305998,12.326884,7.506256,0.0,0.0,0.0,0.0,0.0,0.0,659.2956,1226.1025,-201.0,1626.902,1157.5854,-201.0,2493.9548,1117.9537,-201.0
./voice_sample/asano.wav,0 days 00:00:42.080000,0 days 00:00:42.105000,0.10157311,-6.9709716,15.051093,-0.02730763,-0.007769154,0.013332065,11.529019,-1.0019803,11.630711,7.101233,0.0,0.0,0.0,0.0,0.0,0.0,490.36914,1287.2477,-201.0,1408.4535,1165.0829,-201.0,2330.1025,1092.2655,-201.0
./voice_sample/asano.wav,0 days 00:00:42.090000,0 days 00:00:42.115000,0.10216264,-4.5677047,11.236569,-0.019376427,-0.00913234,0.012269295,11.028575,-3.1453514,11.870427,3.3095853,0.0,0.0,0.0,0.0,0.0,0.0,452.35782,1231.0009,-201.0,1393.9512,1086.4454,-201.0,2278.2646,1019.6162,-201.0
./voice_sample/asano.wav,0 days 00:00:42.100000,0 days 00:00:42.125000,0.10945422,-2.9346495,8.516866,-0.010103376,-0.009434713,0.012951178,11.405772,-4.394512,13.29142,3.6136696,0.0,0.0,0.0,0.0,0.0,0.0,403.70493,1586.3317,-201.0,1331.9408,1130.5273,-201.0,2382.406,906.4118,-201.0
./voice_sample/asano.wav,0 days 00:00:42.110000,0 days 00:00:42.135000,0.119668,-3.0339737,7.9472504,-0.011426367,-0.015140061,0.012122451,12.758037,-4.6026134,15.014558,0.41902483,0.0,0.0,0.0,0.0,0.0,0.0,404.96872,1525.0453,-201.0,1366.9662,1082.3522,-201.0,2453.1104,911.67303,-201.0
./voice_sample/asano.wav,0 days 00:00:42.120000,0 days 00:00:42.145000,0.12580894,-4.6248527,9.410295,-0.0136302635,-0.016290614,0.01318711,14.9904375,-2.9344807,17.285736,0.8995352,0.0,0.0,0.0,0.0,0.0,0.0,387.65564,1611.0059,-201.0,1372.6732,1100.5518,-201.0,2493.9265,1017.8571,-201.0
./voice_sample/asano.wav,0 days 00:00:42.130000,0 days 00:00:42.155000,0.11464485,-8.123138,13.454231,-0.02922374,-0.017520359,0.013844252,16.052847,1.9361876,17.62239,2.3763711,0.0,0.0,0.0,0.0,0.0,0.0,638.88556,1306.6597,-201.0,1671.9388,1537.4478,-201.0,2447.089,1025.5292,-201.0
./voice_sample/asano.wav,0 days 00:00:42.140000,0 days 00:00:42.165000,0.095659606,-11.635361,18.361591,-0.042314474,-0.01247166,0.012938644,15.635554,4.7642274,16.230042,6.3940816,0.0,0.0,0.0,0.0,0.0,0.0,636.0677,1489.6338,-201.0,1611.1079,1742.4437,-201.0,2329.1038,1079.005,-201.0
./voice_sample/asano.wav,0 days 00:00:42.150000,0 days 00:00:42.175000,0.079068854,-12.65818,19.69206,-0.046387617,-0.011151835,0.0149234785,13.940337,8.048741,14.553348,9.676056,0.0,0.0,0.0,0.0,0.0,0.0,807.8017,1434.4459,-201.0,1806.9203,1702.5717,-201.0,2528.9456,904.0376,-201.0
./voice_sample/asano.wav,0 days 00:00:42.160000,0 days 00:00:42.185000,0.0766455,-14.142819,20.861723,-0.052466277,-0.010395697,0.02007595,14.000253,7.998877,15.305743,12.008819,0.0,0.0,0.0,0.0,0.0,0.0,782.59106,1334.887,-201.0,1728.3229,1104.0631,-201.0,2705.7502,945.0859,-201.0
./voice_sample/asano.wav,0 days 00:00:42.170000,0 days 00:00:42.195000,0.07860262,-13.106494,18.999334,-0.041007068,-0.012119441,0.025614379,14.19413,9.003772,17.282717,11.777551,0.0,0.0,0.0,0.0,0.0,0.0,762.89276,1257.2963,-201.0,1764.7269,980.67596,-201.0,2708.9695,902.26544,-201.0
./voice_sample/asano.wav,0 days 00:00:42.180000,0 days 00:00:42.205000,0.08545291,-14.309155,19.970198,-0.03494509,-0.014061712,0.025098769,15.925026,10.743524,19.188622,9.186581,0.0,0.0,0.0,0.0,0.0,0.0,554.0035,1396.8301,-201.0,1518.7338,1075.5746,-201.0,2448.002,966.9175,-201.0
./voice_sample/asano.wav,0 days 00:00:42.190000,0 days 00:00:42.215000,0.11294771,-15.998012,22.491846,-0.02218022,-0.013129142,0.058899414,18.808676,13.959995,20.889297,10.230741,0.0,0.0,0.0,0.0,0.0,0.0,660.77423,1487.3444,-201.0,1541.0092,2068.0833,-201.0,2315.0784,875.2632,-201.0
./voice_sample/asano.wav,0 days 00:00:42.200000,0 days 00:00:42.225000,0.21714567,-24.770248,32.251545,-0.0026277937,-0.019224865,0.40201235,29.530258,20.58621,26.04167,11.436565,0.0,0.0,0.0,0.0,0.0,0.0,592.1935,1607.4574,-201.0,1483.8164,2111.9592,-201.0,2423.051,777.82074,-201.0
./voice_sample/asano.wav,0 days 00:00:42.210000,0 days 00:00:42.235000,0.38028005,-32.638012,40.73396,0.008624743,-0.025671087,0.685956,40.077923,24.232306,28.415129,12.861049,0.0,0.0,0.0,0.0,0.0,0.0,851.79755,1650.8539,-201.0,1772.6224,2183.9182,-201.0,2772.4124,1005.3039,-201.0
./voice_sample/asano.wav,0 days 00:00:42.220000,0 days 00:00:42.245000,0.5197621,-36.718822,43.26241,0.025017673,-0.0333953,0.7292018,47.912098,25.929596,27.644072,10.510222,0.0,0.0,0.0,0.0,0.0,0.0,673.3313,1598.2787,-201.0,1741.1442,1167.8833,-201.0,2973.1172,984.4326,-201.0
./voice_sample/asano.wav,0 days 00:00:42.230000,0 days 00:00:42.255000,0.5726676,-35.784702,42.949245,0.020240506,-0.035958003,0.47406113,49.456787,23.575745,23.368439,9.082479,0.0,0.0,0.0,0.0,0.0,0.0,931.655,1452.6456,-201.0,1993.671,1163.4342,-201.0,3187.261,1045.3212,-201.0
./voice_sample/asano.wav,0 days 00:00:42.240000,0 days 00:00:42.265000,0.81229633,-28.168139,36.222897,0.02652558,-0.028049821,0.3831571,41.09315,15.611008,26.315073,6.854401,0.0,0.0,0.0,0.0,0.0,0.0,1024.0472,1212.5719,-201.0,2148.006,1017.3493,-201.0,3270.889,1554.9141,-201.0
./voice_sample/asano.wav,0 days 00:00:42.250000,0 days 00:00:42.275000,1.7683353,-19.879297,27.31671,0.04526943,-0.02195365,2.0211685,33.211124,5.4440637,36.720383,-3.1676915,0.0,0.0,0.0,0.0,0.0,0.0,894.3099,1202.973,-201.0,1987.2653,1065.1239,-201.0,2993.1992,1595.9678,-201.0
