start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.020000,answer2,0.44301772,-5.744801,6.1369743,0.06396531,-0.017051483,0.042815257,13.608783,7.08406,22.946356,-5.2798076,0.0,0.0,0.0,0.0,0.0,0.0,935.3787,1897.4681,-201.0,1890.1049,472.36118,-201.0,2998.9646,786.27606,-201.0,0 days 00:00:05.667334001,0 days 00:00:05.687334001
0 days 00:00:00.010000,0 days 00:00:00.030000,answer2,0.4425734,-4.0467825,4.6227536,0.05927008,-0.011580568,0.0864942,11.548291,4.6578145,21.685904,2.160904,0.0,0.0,0.0,0.0,0.0,0.0,717.12225,1735.1605,-201.0,1721.6729,475.9956,-201.0,2785.1504,865.884,-201.0,0 days 00:00:05.677334001,0 days 00:00:05.697334001
0 days 00:00:00.020000,0 days 00:00:00.040000,answer2,0.44993243,-3.527353,4.27919,0.05583557,-0.014539783,0.122725785,9.653794,4.4973197,19.674997,6.2152176,0.0,0.0,0.0,0.0,0.0,0.0,526.5235,1519.3042,-201.0,1591.7225,475.79672,-201.0,2600.822,1035.8888,-201.0,0 days 00:00:05.687334001,0 days 00:00:05.707334001
0 days 00:00:00.030000,0 days 00:00:00.050000,answer2,0.44526175,-2.6240656,3.9076843,0.044400748,-0.0178521,0.12921502,7.110438,5.9674144,15.4420805,9.203445,0.0,0.0,0.0,0.0,0.0,0.0,352.83752,1149.2981,-201.0,1481.9033,432.57773,-201.0,2400.2566,1037.9121,-201.0,0 days 00:00:05.697334001,0 days 00:00:05.717334001
0 days 00:00:00.040000,0 days 00:00:00.060000,answer2,0.45810533,-2.9434292,4.621902,0.050430965,-0.020987803,0.12172562,5.859779,7.4851413,11.497135,6.443489,0.0,0.0,0.0,0.0,0.0,0.0,377.8575,1052.0013,-201.0,1490.7479,403.1052,-201.0,2430.9297,961.9146,-201.0,0 days 00:00:05.707334001,0 days 00:00:05.727334001
0 days 00:00:00.050000,0 days 00:00:00.070000,answer2,0.4817313,-1.9202491,4.779165,0.05250463,-0.016023112,0.12548666,5.3400416,6.0602684,5.039702,4.5517116,0.0,0.0,0.0,0.0,0.0,0.0,397.34534,1022.514,-201.0,1490.7335,496.08975,-201.0,2395.8923,1069.9485,-201.0,0 days 00:00:05.717334001,0 days 00:00:05.737334001
0 days 00:00:00.060000,0 days 00:00:00.080000,answer2,0.5179872,-1.4340299,4.450406,0.052083746,-0.012124791,0.11582112,5.550205,3.945236,2.3315623,5.8286324,0.0,0.0,0.0,0.0,0.0,0.0,415.52026,1035.016,-201.0,1488.7803,606.80884,-201.0,2381.2476,1186.6029,-201.0,0 days 00:00:05.727334001,0 days 00:00:05.747334001
0 days 00:00:00.070000,0 days 00:00:00.090000,answer2,0.50624627,-1.1558456,6.098165,0.045184746,-0.010966712,0.11751535,4.8744893,3.8266437,-1.8029026,3.7860024,0.0,0.0,0.0,0.0,0.0,0.0,431.98462,997.2093,-201.0,1483.5641,651.23486,-201.0,2386.8254,1167.9445,-201.0,0 days 00:00:05.737334001,0 days 00:00:05.757334001
0 days 00:00:00.080000,0 days 00:00:00.100000,answer2,0.46174407,-0.843704,6.084146,0.022592952,-0.012902063,0.10691527,2.3205512,4.047139,-1.8460375,5.7616477,0.0,0.0,0.0,0.0,0.0,0.0,412.90787,968.75977,-201.0,1438.996,582.2657,-201.0,2387.3923,849.87994,-201.0,0 days 00:00:05.747334001,0 days 00:00:05.767334001
0 days 00:00:00.090000,0 days 00:00:00.110000,answer2,0.43464947,-1.2461433,7.6498275,0.03623912,-0.017079575,0.09567497,1.5824623,6.864039,-3.1230614,6.7948184,0.0,0.0,0.0,0.0,0.0,0.0,380.6808,1009.5374,-201.0,1387.1959,530.32355,-201.0,2402.7947,642.2613,-201.0,0 days 00:00:05.757334001,0 days 00:00:05.777334001
0 days 00:00:00.100000,0 days 00:00:00.120000,answer2,0.4208258,-2.3456633,9.165614,0.018221807,-0.016880315,0.09453512,1.7618383,8.802151,2.0400143,12.346279,0.0,0.0,0.0,0.0,0.0,0.0,664.94415,858.8055,-201.0,1700.8818,620.9322,-201.0,2694.915,524.4834,-201.0,0 days 00:00:05.767334001,0 days 00:00:05.787334001
0 days 00:00:00.110000,0 days 00:00:00.130000,answer2,0.40650952,-4.033489,12.9270525,0.018042631,-0.007998745,0.10684538,3.248923,10.187499,4.5391,15.096461,0.0,0.0,0.0,0.0,0.0,0.0,975.373,798.7532,-201.0,2053.6174,906.55273,-201.0,2966.653,510.91284,-201.0,0 days 00:00:05.777334001,0 days 00:00:05.797334001
0 days 00:00:00.120000,0 days 00:00:00.140000,answer2,0.4739335,-3.4291286,15.240785,0.016009763,0.004485734,0.15179418,5.001781,6.0814185,3.1043484,15.79396,0.0,0.0,0.0,0.0,0.0,0.0,980.6528,983.76294,-201.0,1983.8184,1077.6426,-201.0,2942.416,540.0234,-201.0,0 days 00:00:05.787334001,0 days 00:00:05.807334001
0 days 00:00:00.130000,0 days 00:00:00.150000,answer2,0.58298343,-2.0325568,16.254896,0.04711016,0.012032694,0.2071201,8.910317,3.2948358,-4.610646,11.7739525,0.0,0.0,0.0,0.0,0.0,0.0,633.9152,1445.9047,-201.0,1565.5746,1184.4059,-201.0,2636.635,652.00775,-201.0,0 days 00:00:05.797334001,0 days 00:00:05.817334001
0 days 00:00:00.140000,0 days 00:00:00.160000,answer2,0.6364419,-1.6599579,14.770852,0.06928555,0.011429974,0.26731113,11.183853,2.151118,-8.649701,7.2308946,0.0,0.0,0.0,0.0,0.0,0.0,543.7969,1500.4677,-201.0,1473.4346,1001.1636,-201.0,2678.4983,744.4238,-201.0,0 days 00:00:05.807334001,0 days 00:00:05.827334001
0 days 00:00:00.150000,0 days 00:00:00.170000,answer2,0.60513794,-2.0710938,13.056573,0.05995888,0.0072080847,0.24761285,12.119796,3.6276615,-8.639083,4.3047094,0.0,0.0,0.0,0.0,0.0,0.0,761.41315,1310.6451,-138.91272,1835.9176,818.2793,-142.24287,3042.2432,681.1413,-145.19293,0 days 00:00:05.817334001,0 days 00:00:05.837334001
0 days 00:00:00.160000,0 days 00:00:00.180000,answer2,0.55556995,-2.3170226,9.924657,0.037251305,0.0040477947,0.22082196,11.03198,1.3624588,-9.073234,1.5243192,33.779564,0.0,0.0,-2.6688929,0.006984234,24.287325,839.497,1047.7572,-73.39184,1882.9536,818.6247,-78.739716,2974.8691,658.6285,-86.81345,0 days 00:00:05.827334001,0 days 00:00:05.847334001
