start,end,label,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],original_start,original_end
0 days 00:00:00,0 days 00:00:00.040000,answer1,212.44374,0.7723538,0.0,0.0,0.060887918,22.644278,0.4009452,0.98834115,0.011458111,0.0143613,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0056958976,0.0008961451,43.066406,186.6211,488.08594,645.9961,0.010235498,338.30148,2.9117508,371401.03,6.354936,75.628395,-0.0036324554,0.30934003,0.008512679,22.458153,7.3871255,23.410097,-20.171144,-4.4761434,1.5978454,15.99303,4.926543,8.486637,9.671253,-1.6443001,-13.122111,-9.764825,-10.217174,0 days 00:00:03.536870203,0 days 00:00:03.576870203
0 days 00:00:00.010000,0 days 00:00:00.050000,answer1,213.60176,0.7685049,0.005082081,0.0,0.0505594,21.874208,0.40254566,0.98834115,0.011455934,0.0134164775,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0054662847,0.0009219832,43.066406,186.6211,488.08594,645.9961,0.019616054,348.04697,2.9318724,404750.5,6.1323447,70.58654,-0.0035840906,0.31433758,0.008463118,22.030266,7.408031,25.052134,-21.076357,-6.1930833,1.23327,15.30322,11.102954,7.256538,2.621541,0.24805176,-10.284102,-10.373736,-9.738307,0 days 00:00:03.546870203,0 days 00:00:03.586870203
0 days 00:00:00.020000,0 days 00:00:00.060000,answer1,215.26573,0.7645307,0.0051925536,0.006430285,0.04687048,20.95691,0.39394236,0.98834115,0.011442062,0.012282692,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0048266486,0.00086813065,43.066406,143.55469,473.73047,645.9961,0.02818895,341.43362,2.8511972,407256.75,6.351751,76.67696,-0.0033940843,0.3073368,0.007900026,21.622635,7.4976306,24.727514,-20.463333,-9.107622,2.8469763,18.709818,13.921613,3.8398368,-1.6328216,4.086902,-6.956407,-12.47451,-9.399028,0 days 00:00:03.556870203,0 days 00:00:03.596870203
0 days 00:00:00.030000,0 days 00:00:00.070000,answer1,216.70613,0.7629786,0.0065676984,0.0070807375,0.077729315,20.25565,0.3697436,0.98834115,0.0113602085,0.011526833,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.003975176,0.0006696446,43.066406,86.13281,358.88672,645.9961,0.025109833,311.06558,2.717067,387995.1,7.074018,92.276764,-0.003111108,0.28066674,0.0068509267,21.377584,9.763894,24.040258,-19.914621,-10.086215,3.9298203,19.407381,12.971547,2.5357268,-3.3710938,4.9877186,-6.305744,-10.003052,-7.2525353,0 days 00:00:03.566870203,0 days 00:00:03.606870203
0 days 00:00:00.040000,0 days 00:00:00.080000,answer1,218.29333,0.76076084,0.0070210197,0.008212908,0.07436495,20.146833,0.35660076,0.9724867,0.011191691,0.011904761,0.12918061,0.2691892,0.41792715,0.55478233,0.6769316,0.7424285,0.83149856,0.91643983,0.9807811,1.0318388,1.0854155,1.146654,1.1775753,1.2264363,1.3119718,1.3501148,1.4130688,1.4072461,1.4080478,1.4176463,1.3290248,1.1970272,1.0633155,0.88408214,0.72377294,0.59225297,0.0039335317,0.0005567228,43.066406,43.066406,344.53125,645.9961,0.02183929,289.70572,2.6462317,339232.9,7.734489,109.45495,-0.0030141475,0.26611105,0.0064799623,22.216833,9.93739,22.602537,-19.169058,-10.178142,5.7268467,20.286306,7.79894,1.4353853,0.8150256,4.3620853,-7.68823,-7.388714,-6.0305247,0 days 00:00:03.576870203,0 days 00:00:03.616870203
0 days 00:00:00.050000,0 days 00:00:00.090000,answer1,219.66197,0.7549204,0.0062640687,0.0073475004,0.059336334,20.613602,0.35064352,0.9514541,0.010992012,0.012849584,0.12929238,0.26025382,0.41135362,0.5518815,0.69089466,0.7001521,0.7994969,0.9089694,0.98588055,1.0550086,1.1050582,1.1692277,1.1316303,1.1324779,1.2744848,1.3275372,1.4280316,1.3191342,1.319657,1.3921992,1.2882437,1.1491443,1.0561811,0.86471796,0.69447803,0.5924177,0.0037559613,0.0005618415,43.066406,43.066406,301.46484,645.9961,0.025771864,276.96146,2.5390635,343984.47,7.8895698,111.87235,-0.0028996498,0.25241303,0.0056262314,22.407492,8.663342,21.295359,-19.130033,-5.351897,5.9425426,15.165324,4.72903,2.922747,5.4714336,2.036335,-7.4382396,-2.4119897,-3.045923,0 days 00:00:03.586870203,0 days 00:00:03.626870203
0 days 00:00:00.060000,0 days 00:00:00.100000,answer1,221.03479,0.75223684,0.0070766485,0.0071904585,0.053010534,20.753681,0.3503081,0.9326687,0.010897757,0.0134164775,0.1299756,0.24797106,0.40193483,0.5475353,0.70728564,0.6419866,0.75251836,0.8921747,0.99135464,1.096084,1.1728815,1.2578635,1.1080251,1.0214463,1.2183489,1.2890899,1.4395953,1.2268995,1.2359835,1.3952436,1.2740284,1.1059885,1.0304426,0.83111316,0.6479376,0.585678,0.0035174924,0.00060683145,43.066406,43.066406,287.10938,645.9961,0.025311967,264.985,2.440852,351890.25,7.74164,107.24459,-0.0028881768,0.23738967,0.004997323,22.834831,6.0088744,21.993887,-19.211374,0.19404013,5.572645,11.178428,5.9444222,1.5935826,8.364585,1.7026373,-6.4700294,-1.8305076,-2.1317098,0 days 00:00:03.596870203,0 days 00:00:03.636870203
0 days 00:00:00.070000,0 days 00:00:00.110000,answer1,221.83649,0.7553968,0.005407069,0.0038314601,0.06501639,20.817022,0.34429848,0.9300323,0.010878135,0.013794406,0.13076924,0.23755127,0.39383116,0.53853965,0.71347904,0.6006408,0.7138265,0.87259865,0.9986233,1.1356717,1.2749996,1.373902,1.1401147,0.9541481,1.1885593,1.2791405,1.4490477,1.1813335,1.2070097,1.4172012,1.303183,1.1019024,0.9982173,0.79324466,0.60458463,0.57872075,0.0032050342,0.0005761821,43.066406,43.066406,244.04297,645.9961,0.02773022,261.8214,2.3927906,362989.84,7.794705,107.35648,-0.0027429191,0.23287798,0.0045393766,22.031698,6.5667896,21.99752,-17.997309,-0.41461658,5.492562,11.9194,6.5118556,1.3824385,8.343682,0.3358918,-6.6124496,-1.5472441,-0.953312,0 days 00:00:03.606870203,0 days 00:00:03.646870203
0 days 00:00:00.080000,0 days 00:00:00.120000,answer1,222.74586,0.7628991,0.007405184,0.005264684,0.075948104,20.737658,0.34148633,0.9301953,0.011018443,0.013416477,0.1311381,0.2347792,0.39389125,0.5279773,0.7076811,0.5752338,0.6912627,0.8616471,1.0003817,1.123345,1.3459433,1.4481773,1.163763,0.9440191,1.189336,1.2636024,1.4187275,1.1969911,1.2013365,1.427728,1.3269949,1.1037296,0.9650156,0.77720356,0.5941844,0.5709863,0.0034477254,0.0005127608,43.066406,43.066406,244.04297,645.9961,0.020203002,258.591,2.4542382,331901.72,8.304359,124.19169,-0.0028205297,0.23398463,0.005046621,22.619957,7.5852776,21.855925,-16.611778,-2.7264721,6.532557,13.414212,5.815098,1.9104172,4.559001,1.1404275,-9.649053,-2.6165643,-2.3861568,0 days 00:00:03.616870203,0 days 00:00:03.656870203
0 days 00:00:00.090000,0 days 00:00:00.130000,answer1,223.0849,0.7651682,0.006116403,0.0047728675,0.062843874,21.43392,0.33852312,0.92319316,0.011137982,0.012471656,0.13089295,0.2415808,0.4064542,0.52241856,0.70158213,0.574383,0.6919682,0.8692834,1.0113741,1.0674728,1.3342428,1.4225907,1.1482171,0.9571851,1.2201709,1.26429,1.3835516,1.2280871,1.1685877,1.366136,1.2941417,1.0835444,0.95041925,0.7905807,0.6072599,0.5666051,0.004039909,0.00045221465,43.066406,43.066406,258.39844,645.9961,0.019628396,253.15002,2.4959223,287933.12,9.208615,153.54634,-0.0029786564,0.23500705,0.005541814,23.68757,8.685948,21.192284,-15.844523,-6.641117,7.020387,17.036713,2.6027176,2.5127301,2.6439972,-0.09774711,-8.470517,-2.418749,-2.3285878,0 days 00:00:03.626870203,0 days 00:00:03.666870203
