start,end,label,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],original_start,original_end
0 days 00:00:00,0 days 00:00:00.040000,answer2 ,0.0,0.6841624,0.0,0.0,0.0,-100.0,0.16012295,0.98834115,0.001959767,0.036470145,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.00056144176,5.6459903e-05,114.84375,200.97656,358.88672,502.4414,0.0051052957,393.41806,3.927248,859830.06,8.047217,84.028114,-0.0001931364,0.36008525,0.00019681283,20.604029,12.054626,7.9629855,9.764877,-0.8692561,-4.194385,3.0743077,-13.826424,2.5716062,0.80414295,-1.2090086,6.4697595,4.870602,2.0770237,0 days 00:00:09.676343010,0 days 00:00:09.716343010
0 days 00:00:00.010000,0 days 00:00:00.050000,answer2 ,0.0,0.67723495,0.0,0.0,0.0,-100.0,0.16139369,0.98834115,0.0020531432,0.036092218,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0004734881,5.445612e-05,114.84375,186.6211,315.8203,531.15234,0.013147406,380.2863,3.7494838,837109.56,8.702939,97.80045,-0.00021253545,0.34968305,0.0002760389,21.712473,11.279999,8.216142,7.9295692,-2.0581052,-3.1601527,5.959755,-5.4725213,3.3338978,-2.0770757,-3.9432342,5.8177032,3.7470179,0.46084252,0 days 00:00:09.686343010,0 days 00:00:09.726343010
0 days 00:00:00.020000,0 days 00:00:00.060000,answer2 ,0.0,0.66757745,0.0,0.0,0.0,-100.0,0.16414583,0.98834115,0.0020399794,0.03590325,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.00040874127,5.631697e-05,129.19922,186.6211,344.53125,617.28516,0.019507376,409.53003,3.772272,899746.2,8.72712,97.76581,-0.00020677027,0.3782793,0.0003566326,22.657244,10.27514,5.0203147,4.643579,-3.071736,-3.0560381,5.7406144,1.737511,5.6455398,-4.2324095,-4.5921435,4.793138,3.5163896,-0.8417929,0 days 00:00:09.696343010,0 days 00:00:09.736343010
0 days 00:00:00.030000,0 days 00:00:00.070000,answer2 ,0.0,0.66298777,0.0,0.0,0.0,-100.0,0.16301173,0.98834115,0.0019688748,0.0345805,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0003592826,5.5118202e-05,143.55469,200.97656,344.53125,732.1289,0.021618696,443.72485,3.8171585,1.00949956e+06,8.494672,93.646706,-0.00019102062,0.40574884,0.00036484466,22.465506,9.728973,4.467791,3.00789,0.89605266,-4.1891913,7.966829,5.5088973,1.1253835,-12.4979515,-4.8069844,3.7962856,-1.4611326,-0.9031598,0 days 00:00:09.706343010,0 days 00:00:09.746343010
0 days 00:00:00.040000,0 days 00:00:00.080000,answer2 ,0.0,0.66000694,0.0,0.0,0.0,-100.0,0.16487639,0.99076414,0.00188735,0.0345805,0.123649724,0.27056482,0.42361867,0.56450075,0.6682863,0.7542789,0.8539048,0.9404982,0.9999268,1.0778726,1.1091524,1.160782,1.227118,1.2702326,1.314448,1.3544794,1.3677553,1.4341497,1.4673599,1.4737164,1.3592229,1.2468909,1.0715511,0.90016174,0.7281769,0.5975663,0.00045764018,6.056802e-05,157.91016,258.39844,401.95312,832.6172,0.019779831,497.1958,4.0789413,1.08987e+06,7.7716346,77.98012,-0.00016161207,0.4562365,0.00032764874,21.996424,9.545634,0.26646796,1.6025962,1.4882554,-5.9645267,2.3213234,1.3877071,-1.9465739,-11.313281,-3.4384582,2.9090612,1.7169265,1.4495263,0 days 00:00:09.716343010,0 days 00:00:09.756343010
0 days 00:00:00.050000,0 days 00:00:00.090000,answer2 ,0.0,0.65642065,0.0,0.0,0.0,-100.0,0.16838042,1.0014752,0.0021898367,0.034202572,0.12077547,0.26686615,0.42339215,0.58858585,0.6866827,0.7236189,0.8514721,0.9486769,0.9964804,1.1425116,1.1277181,1.2003952,1.2477652,1.2540812,1.3169793,1.3342953,1.3154745,1.4113955,1.4808234,1.5395855,1.3619965,1.3108155,1.1108268,0.9228259,0.74109274,0.6132216,0.000502265,6.58037e-05,129.19922,229.6875,344.53125,732.1289,0.025345823,442.08435,3.8264217,977249.2,7.979215,82.85321,-0.0002319592,0.4035219,0.0004198671,21.06322,11.1247,3.1140616,5.429727,4.4304194,-7.7962537,3.8624163,0.31212142,-0.17365551,-8.692104,-2.6420648,5.592672,2.1995373,5.6262536,0 days 00:00:09.726343010,0 days 00:00:09.766343010
0 days 00:00:00.060000,0 days 00:00:00.100000,answer2 ,0.0,0.6558843,0.0,0.0,0.0,-100.0,0.1792926,1.0239714,0.0025832795,0.034958426,0.124795996,0.27135694,0.43575382,0.6176953,0.7461713,0.7055699,0.8334625,0.9299616,0.97878915,1.21358,1.1503323,1.2540733,1.2438545,1.2263949,1.3344792,1.3307047,1.2970736,1.4079798,1.529322,1.6289738,1.3860073,1.4315253,1.1749226,0.9563498,0.7715261,0.64259857,0.0008197816,6.776566e-05,129.19922,229.6875,358.88672,588.5742,0.027767837,387.90305,3.6302288,716978.8,8.870934,100.39926,-0.00033241868,0.3666416,0.0006212695,21.727432,14.027831,4.890486,3.8592803,2.4912527,-6.926079,-1.0563756,-3.5963967,2.4397426,-0.6808141,0.08708557,6.8463645,1.7915295,3.8459508,0 days 00:00:09.736343010,0 days 00:00:09.776343010
0 days 00:00:00.070000,0 days 00:00:00.110000,answer2 ,0.0,0.663709,0.0,0.0,0.0,-100.0,0.18272436,1.0544523,0.0027105138,0.036659107,0.14002337,0.2851716,0.45695123,0.6443785,0.8548169,0.7268072,0.84363365,0.87642,0.9318097,1.2589148,1.1875736,1.2932912,1.2086135,1.2008425,1.3190309,1.3507379,1.366146,1.446095,1.5772909,1.6789011,1.4384764,1.5698892,1.2393776,1.0126388,0.8240916,0.68383354,0.0008552719,6.513513e-05,114.84375,186.6211,358.88672,516.7969,0.031011106,371.99292,3.5948665,772270.0,8.667102,95.17223,-0.0003652407,0.34949982,0.0006710623,21.742691,16.476288,5.7225366,3.5248487,3.2259502,-7.4118695,1.1840843,-0.8604297,7.9262924,-0.14758904,-0.24974568,7.0900497,-1.4501406,-0.037898064,0 days 00:00:09.746343010,0 days 00:00:09.786343010
0 days 00:00:00.080000,0 days 00:00:00.120000,answer2 ,0.0,0.662066,0.0,0.0,0.0,-100.0,0.18231128,1.0789818,0.0024777765,0.037037037,0.15382683,0.30107665,0.48991457,0.63658744,0.9139034,0.8036582,0.88989145,0.8336378,0.92155814,1.2628642,1.2117285,1.2892243,1.1538467,1.1966485,1.2628646,1.341361,1.4422389,1.4949465,1.6672109,1.7170938,1.5018063,1.6496242,1.2657363,1.0600231,0.8656857,0.7265658,0.00082170195,6.326674e-05,143.55469,215.33203,445.01953,674.70703,0.025981514,448.33545,3.9173877,1.02005456e+06,7.8319755,78.196556,-0.0002954858,0.41524148,0.0005179708,21.669718,16.04488,2.3797743,-0.46654463,2.1394346,-3.483059,-2.6710732,2.8557208,5.8064275,-2.1262753,-1.2634811,3.1300166,-3.8179076,-3.5917404,0 days 00:00:09.756343010,0 days 00:00:09.796343010
0 days 00:00:00.090000,0 days 00:00:00.130000,answer2 ,0.0,0.6606129,0.0,0.0,0.0,-100.0,0.17756392,1.0867957,0.002098846,0.039871503,0.1529832,0.29375094,0.49708942,0.6120782,0.8831227,0.90825766,0.947484,0.8540804,0.9754133,1.2460963,1.212336,1.2575735,1.1085626,1.182097,1.1943964,1.3249817,1.5048345,1.5150814,1.7282175,1.734777,1.5522865,1.6058179,1.2324249,1.0880222,0.8777004,0.7672216,0.00055871374,6.208249e-05,143.55469,258.39844,488.08594,818.2617,0.022462735,525.05,4.238626,1.279252e+06,6.6884418,56.44754,-0.00020349365,0.47334942,0.00033964924,20.590002,13.265884,0.25484332,-2.0655963,-1.1293472,0.030483404,2.254203,5.104566,4.0278287,-3.1762955,-4.103407,3.2490008,0.9751536,-0.8695938,0 days 00:00:09.766343010,0 days 00:00:09.806343010
