start,end,label,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14],original_start,original_end
0 days 00:00:00,0 days 00:00:00.040000,answer1,0.0,0.6719782,0.0,0.0,0.0,-60.8136,0.40052032,0.98834115,0.011785447,0.018329553,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.007930583,0.0014301767,43.066406,129.19922,315.8203,602.9297,0.030567521,313.3158,2.4009771,456701.1,6.0909925,65.17151,-0.0032223202,0.2724714,0.0047135865,17.07509,-1.24394,10.353908,-4.461536,3.2251558,-13.952905,2.0882545,4.797787,12.652835,4.088015,6.7168374,7.008713,8.979794,-0.9720731,0 days 00:00:03.503503504,0 days 00:00:03.543503504
0 days 00:00:00.010000,0 days 00:00:00.050000,answer1,334.71768,0.71213245,0.0,0.0,0.2560689,-24.34231,0.43149745,0.98834115,0.012970198,0.018896447,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.024414996,0.0015185286,129.19922,229.6875,330.17578,531.15234,0.07067288,333.91098,2.5464382,356616.47,7.568575,114.06011,-0.0052660448,0.3118396,0.013168099,19.195112,1.0542955,12.292076,-4.441211,-1.6744868,-22.005915,-3.2558315,0.021047274,6.0622196,-1.8187314,5.498617,9.105321,9.675027,-1.2117704,0 days 00:00:03.513503504,0 days 00:00:03.553503504
0 days 00:00:00.020000,0 days 00:00:00.060000,answer1,333.3455,0.7610171,0.04832403,0.049123302,0.2267143,12.676127,0.47214273,0.98834115,0.01501217,0.019085413,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.04966558,0.0019132193,215.33203,330.17578,344.53125,459.375,0.09769959,361.5186,2.5843356,247452.12,8.946319,161.45276,-0.008406981,0.35958007,0.028126858,21.74415,1.5199594,14.420616,-4.412522,-8.3978615,-30.695745,-6.023456,-8.579726,-9.531231,-4.173695,9.371395,12.953591,11.110408,0.73543364,0 days 00:00:03.523503504,0 days 00:00:03.563503504
0 days 00:00:00.030000,0 days 00:00:00.070000,answer1,331.77243,0.79631263,0.04519817,0.046726216,0.2187494,10.794089,0.48235106,0.98834115,0.01660271,0.019652305,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.073356636,0.00231026,301.46484,344.53125,344.53125,373.2422,0.09627659,359.98987,2.267305,136257.94,10.319512,213.36815,-0.011411329,0.37345895,0.04106836,23.860268,0.13155921,16.27226,-2.3378909,-10.810269,-31.711578,-10.630777,-12.143588,-23.0716,-3.7095296,14.070011,11.9384775,9.13399,6.733457,0 days 00:00:03.533503504,0 days 00:00:03.573503504
0 days 00:00:00.040000,0 days 00:00:00.080000,answer1,328.03183,0.79534936,0.031934135,0.03444693,0.12249389,12.921098,0.5087236,0.99307877,0.01722017,0.020408163,0.12735541,0.2646661,0.43146876,0.582078,0.69785094,0.7406195,0.86846036,0.9169547,1.00522,1.0442144,1.098192,1.1175169,1.1691121,1.3580122,1.4178777,1.443892,1.3815533,1.4383087,1.4736573,1.4455303,1.3616151,1.2170397,1.0388999,0.8670809,0.7166485,0.59622216,0.08036759,0.0032138007,301.46484,344.53125,344.53125,373.2422,0.07573619,382.37375,2.210491,161707.8,9.015862,172.59566,-0.012455205,0.39049485,0.046264585,22.930075,-1.4349808,17.359255,-5.6644063,-16.31011,-31.87992,-3.2328918,-10.861993,-34.41277,-4.1850853,18.54297,11.931478,9.146089,10.231784,0 days 00:00:03.543503504,0 days 00:00:03.583503504
0 days 00:00:00.050000,0 days 00:00:00.090000,answer1,322.564,0.783951,0.017809732,0.018669643,0.092087366,15.394511,0.50963575,1.006619,0.016705738,0.02116402,0.124633245,0.24999578,0.44817343,0.6099301,0.7139146,0.712683,0.924566,0.9480581,1.0614357,1.0252315,1.0629308,1.0364875,1.0575783,1.5090566,1.5648931,1.5748132,1.3344574,1.4265865,1.5202075,1.48393,1.4119772,1.2099992,1.0152043,0.8391617,0.7066255,0.5995617,0.07520518,0.0031951293,301.46484,344.53125,344.53125,373.2422,0.063550614,387.98044,2.2710712,184556.45,8.456163,150.58427,-0.01183297,0.3923819,0.040942673,22.149866,0.31882358,17.79716,-9.20926,-17.980673,-30.199053,1.3313084,-6.375047,-35.890736,-8.194457,16.783052,7.307322,7.091202,11.026877,0 days 00:00:03.553503504,0 days 00:00:03.593503504
0 days 00:00:00.060000,0 days 00:00:00.100000,answer1,318.43152,0.77268964,0.013049513,0.011212129,0.09034107,15.454693,0.5112055,1.0277096,0.0154713495,0.021541947,0.123245634,0.23772602,0.46245167,0.60777545,0.6837545,0.7121522,1.0441918,1.0218297,1.1489998,0.98845434,1.0045453,0.9697222,0.94231987,1.6141739,1.656824,1.6730913,1.3038709,1.4370594,1.6412596,1.5387836,1.4936892,1.2238878,1.0387193,0.8380392,0.7116396,0.60224515,0.05260889,0.0028908122,215.33203,330.17578,358.88672,488.08594,0.090983294,402.38724,2.6156366,267514.8,7.1806893,104.23359,-0.009102554,0.39442334,0.03060712,21.187454,0.90033287,15.416755,-13.557625,-14.320155,-26.855766,7.3382683,-1.1867827,-23.493761,-11.715833,11.61638,5.591253,4.499639,7.849255,0 days 00:00:03.563503504,0 days 00:00:03.603503504
0 days 00:00:00.070000,0 days 00:00:00.110000,answer1,312.13846,0.7658231,0.014904786,0.016532285,0.120571285,13.526086,0.48834905,1.0419499,0.015097599,0.020975055,0.12455461,0.24201368,0.46135592,0.56001395,0.6021099,0.7874396,1.1894337,1.1044244,1.2517484,0.96594,0.96953315,0.9800045,0.9012014,1.5327467,1.5652362,1.6485001,1.2912186,1.4308268,1.771979,1.5544691,1.5492249,1.2664237,1.1310862,0.88331765,0.73009086,0.59580094,0.04669614,0.001967354,215.33203,315.8203,358.88672,559.8633,0.11524928,382.02026,2.6682262,233959.62,9.04002,171.78772,-0.008237996,0.38089192,0.026857516,23.068771,2.1464736,11.257329,-13.878619,-7.319116,-23.18763,4.142449,-4.4006047,-17.866425,-10.522447,8.769077,0.7300165,3.2752583,7.2078667,0 days 00:00:03.573503504,0 days 00:00:03.613503504
0 days 00:00:00.080000,0 days 00:00:00.120000,answer1,302.79672,0.7474168,0.022980986,0.018338503,0.13172813,11.771359,0.4958572,1.0463823,0.015059703,0.020408163,0.1273713,0.26302952,0.4629322,0.5072816,0.51445085,0.86847144,1.2576517,1.117612,1.3533973,0.98885936,1.0287608,1.0807778,0.95003575,1.3094525,1.3382994,1.5407912,1.3006946,1.447703,1.9406239,1.53266,1.5115017,1.292071,1.2296072,0.9348449,0.7306376,0.5764182,0.047319204,0.0019652657,200.97656,301.46484,358.88672,545.5078,0.1253183,373.24008,2.655979,244661.36,8.869803,161.888,-0.008349067,0.3700266,0.029911915,22.483444,0.46007016,12.815335,-13.534584,-1.7388563,-18.32329,-2.202855,-10.380628,-10.215433,-13.53093,7.0274987,1.255407,2.6550453,6.6304812,0 days 00:00:03.583503504,0 days 00:00:03.623503504
0 days 00:00:00.090000,0 days 00:00:00.130000,answer1,290.41833,0.7287865,0.016139647,0.018171646,0.117347814,12.131167,0.48199454,1.0447179,0.014943677,0.020408163,0.12990272,0.29407394,0.47531226,0.4766579,0.45558366,0.908566,1.1827836,1.0656484,1.4309449,1.0547882,1.1588445,1.1835127,1.0347883,1.0971683,1.1272181,1.4481105,1.2987676,1.4683951,2.1290495,1.5074946,1.4162388,1.316453,1.2832695,0.9531227,0.70945686,0.5565118,0.050416414,0.0018923684,215.33203,287.10938,330.17578,430.66406,0.11553973,348.14807,2.4968615,223166.27,9.247059,167.42453,-0.008634883,0.3476155,0.030098518,22.63098,1.6996542,15.028766,-11.275891,3.4652092,-16.372574,-6.90698,-12.697148,-14.856071,-14.315285,7.655468,1.8943261,-1.4051374,6.363363,0 days 00:00:03.593503504,0 days 00:00:03.633503504
