start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.020000,answer1,0.63732845,-15.21802,17.1252,0.0872136,-0.04357092,0.1060825,32.47812,4.3951077,21.810875,-9.56564,19.760885,0.0,0.0,-5.3408866,-3.4404123,14.445924,782.5633,1143.2617,1.3323126,1989.0272,527.67596,-8.975037,2830.8752,694.07745,-3.82704,0 days 00:00:05.200200200,0 days 00:00:05.220200200
0 days 00:00:00.010000,0 days 00:00:00.030000,answer1,0.61415553,-14.673622,16.462454,0.071084805,-0.043551456,0.27178732,32.050144,5.628025,23.665709,-9.422306,20.511114,0.0,0.0,-4.3101583,-2.8121827,13.523827,775.9643,1195.7949,-0.17591429,1982.5604,542.69604,-8.415641,2841.5078,662.22565,-2.3659852,0 days 00:00:05.210200200,0 days 00:00:05.230200200
0 days 00:00:00.020000,0 days 00:00:00.040000,answer1,0.62616247,-14.349572,17.324614,0.049930688,-0.043832988,0.43385068,30.91635,5.991733,24.249208,-8.777738,21.283447,0.0,0.0,-3.1573658,-1.5125965,14.9635315,658.8857,1310.1207,3.8053367,1770.7721,1046.8097,-4.1775107,2592.6504,698.82324,0.55493975,0 days 00:00:05.220200200,0 days 00:00:05.240200200
0 days 00:00:00.030000,0 days 00:00:00.050000,answer1,0.5938605,-12.885032,15.248973,0.045941878,-0.036592443,0.435347,28.472366,3.0910666,24.807955,-5.864197,21.452856,0.0,0.0,-1.4898785,1.3859621,17.013264,780.7111,1475.8676,7.052797,1756.3488,1215.4254,-1.785799,2579.8992,749.3107,2.1742342,0 days 00:00:05.230200200,0 days 00:00:05.250200200
0 days 00:00:00.040000,0 days 00:00:00.060000,answer1,0.66307145,-11.204976,14.042861,0.0555741,-0.030920213,0.3602436,26.544006,-0.5977171,22.825562,0.3817803,21.54509,0.0,2.3914914,-1.3875318,2.6138554,19.202913,637.96844,1501.6582,-60.0294,1581.1781,1318.9698,-66.199,2404.6628,916.8039,-65.23803,0 days 00:00:05.240200200,0 days 00:00:05.260200200
0 days 00:00:00.050000,0 days 00:00:00.070000,answer1,0.64298075,-9.912684,13.48055,0.058552932,-0.018854504,0.28956136,25.91126,-3.1825736,20.542274,6.316625,0.0,0.0,0.0,0.0,0.0,0.0,874.6751,1429.4799,-132.60107,1854.4097,1035.0396,-134.29094,2689.6633,898.6941,-134.11017,0 days 00:00:05.250200200,0 days 00:00:05.270200200
0 days 00:00:00.060000,0 days 00:00:00.080000,answer1,0.72780627,-8.634019,14.816699,0.06133314,-0.012862918,0.2914128,23.727747,-4.1930423,14.506108,5.7676616,0.0,0.0,0.0,0.0,0.0,0.0,539.7664,1519.4916,-201.0,1569.3717,1107.9086,-201.0,2513.4624,964.32367,-201.0,0 days 00:00:05.260200200,0 days 00:00:05.280200200
0 days 00:00:00.070000,0 days 00:00:00.090000,answer1,0.8442295,-7.290623,13.990463,0.06057292,-0.012404561,0.36080158,21.442465,-5.127939,11.568646,1.3191382,0.0,0.0,0.0,0.0,0.0,0.0,583.81946,1500.4248,-201.0,1563.0013,1273.8512,-201.0,2462.0637,872.677,-201.0,0 days 00:00:05.270200200,0 days 00:00:05.290200200
0 days 00:00:00.080000,0 days 00:00:00.100000,answer1,0.9645907,-6.1324906,12.984474,0.069101065,-0.01825321,0.42128137,18.12542,-4.2679553,10.285904,-3.00336,0.0,0.0,0.0,0.0,0.0,0.0,352.1647,1439.8527,-201.0,1354.8357,1125.2365,-201.0,2329.5962,951.70184,-201.0,0 days 00:00:05.280200200,0 days 00:00:05.300200200
0 days 00:00:00.090000,0 days 00:00:00.110000,answer1,1.049882,-6.2178054,11.584465,0.07485368,-0.027551612,0.47789457,18.811317,-4.085512,11.420676,-4.8781524,0.0,0.0,0.0,0.0,0.0,0.0,566.4029,1180.9838,-201.0,1600.7303,934.39264,-201.0,2501.6648,836.3169,-201.0,0 days 00:00:05.290200200,0 days 00:00:05.310200200
0 days 00:00:00.100000,0 days 00:00:00.120000,answer1,0.9592946,-7.1965175,12.77353,0.06554479,-0.033624765,0.4790508,20.338646,-4.3674493,13.001205,-5.6534233,0.0,0.0,0.0,0.0,0.0,0.0,578.6826,1156.9863,-129.55435,1716.8481,1328.0074,-136.75728,2411.9207,856.9931,-134.59152,0 days 00:00:05.300200200,0 days 00:00:05.320200200
0 days 00:00:00.110000,0 days 00:00:00.130000,answer1,0.89362115,-8.827546,13.161213,0.0758211,-0.040200714,0.44746652,23.826365,-4.651427,14.159366,-7.8708177,16.357216,0.0,0.0,-4.817532,-6.916017,8.142616,706.8699,1208.8185,-55.490337,1872.4476,1286.4017,-63.46617,2560.587,729.24603,-58.732574,0 days 00:00:05.310200200,0 days 00:00:05.330200200
0 days 00:00:00.120000,0 days 00:00:00.140000,answer1,0.7731152,-8.080589,11.927281,0.06767256,-0.041209172,0.4118844,24.160797,-3.7472632,18.962189,-7.517924,16.105854,0.0,0.0,-4.4890437,-4.854545,7.676111,685.2475,1286.9137,19.916477,1884.1743,1226.869,5.9204407,2579.6472,770.3681,14.98919,0 days 00:00:05.320200200,0 days 00:00:05.340200200
0 days 00:00:00.130000,0 days 00:00:00.150000,answer1,0.72992617,-8.676804,10.281819,0.07818186,-0.043404285,0.38015315,25.461441,1.5161943,20.799778,-10.223365,16.036043,0.0,1.0168575,-5.215204,-2.0317917,8.482034,661.04205,1436.1747,22.504807,1638.954,1001.0491,10.243611,2651.858,622.8649,18.512617,0 days 00:00:05.330200200,0 days 00:00:05.350200200
0 days 00:00:00.140000,0 days 00:00:00.160000,answer1,0.6987793,-8.764863,8.552897,0.065239646,-0.043691758,0.38565394,24.388006,7.5837092,25.752115,-12.324345,16.444208,0.110773206,1.1480006,-4.8763947,-1.5263748,10.898387,573.45776,2057.3098,21.434113,1170.9434,1284.7982,9.945836,2354.2683,534.1105,12.484601,0 days 00:00:05.340200200,0 days 00:00:05.360200200
0 days 00:00:00.150000,0 days 00:00:00.170000,answer1,0.65616274,-11.174216,10.298356,0.06909887,-0.04322301,0.37315583,24.191965,14.495853,27.934114,-14.881263,16.886108,0.0,1.4102868,-5.540076,-3.477774,11.156398,503.30225,2031.7588,16.991224,772.47943,2198.6882,8.861342,2070.3113,375.8004,6.23105,0 days 00:00:05.350200200,0 days 00:00:05.370200200
0 days 00:00:00.160000,0 days 00:00:00.180000,answer1,0.5633985,-12.3051405,11.749134,0.061725054,-0.04132397,0.3701985,23.281609,16.382114,27.356802,-13.012093,18.827673,0.0,1.4102868,-4.6602216,-0.92408276,13.433238,624.3192,1959.3286,9.959523,1137.787,1698.5836,3.8225765,2439.2644,422.85117,-1.4904165,0 days 00:00:05.360200200,0 days 00:00:05.380200200
0 days 00:00:00.170000,0 days 00:00:00.190000,answer1,0.4315659,-12.279624,12.300286,0.0662706,-0.03836806,0.34318194,21.999372,14.052921,21.12948,-13.138331,20.587156,0.0,1.4102868,-3.2565591,1.0162481,17.690775,612.32574,1420.6083,5.007308,1238.8864,2274.322,-6.0609665,2432.838,478.57138,-8.798713,0 days 00:00:05.370200200,0 days 00:00:05.390200200
0 days 00:00:00.180000,0 days 00:00:00.200000,answer1,0.32560602,-13.848254,14.953888,0.05431977,-0.036205515,0.2620193,22.37908,12.629594,17.6884,-10.466231,22.523157,0.0,1.4102868,-2.6768568,3.5908854,21.065578,582.6358,1427.6855,2.9099386,1410.4946,1819.666,-12.311759,2461.6174,586.22296,-10.948478,0 days 00:00:05.380200200,0 days 00:00:05.400200200
0 days 00:00:00.190000,0 days 00:00:00.210000,answer1,0.25404307,-14.843758,16.415731,0.06694097,-0.03163128,0.168823,21.748518,12.672505,15.432244,-10.843044,22.7836,0.0,2.0461614,-3.0820534,1.9585444,19.34078,446.0648,1440.025,8.124441,1152.669,2267.323,-11.278077,2128.1243,573.4011,-6.246281,0 days 00:00:05.390200200,0 days 00:00:05.410200200
0 days 00:00:00.200000,0 days 00:00:00.220000,answer1,0.25653386,-14.979442,18.20106,0.0566099,-0.030789463,0.09721362,21.796465,12.517689,20.458708,-7.9301095,23.076246,0.29432696,2.3723667,-3.5759048,3.8397028,19.265955,394.7203,1350.3373,12.391721,1392.3848,1507.2479,-8.5120325,2184.4888,712.8667,-1.0814978,0 days 00:00:05.400200200,0 days 00:00:05.420200200
0 days 00:00:00.210000,0 days 00:00:00.230000,answer1,0.27554712,-12.649142,16.791159,0.07556316,-0.023134,0.10312462,17.158628,11.198086,20.532776,-6.3948426,26.639257,0.21325462,2.698572,-0.77948266,5.6538634,17.804213,268.32846,1361.39,15.7877445,1449.1064,1070.2843,-12.940557,2215.4893,751.00226,-7.125734,0 days 00:00:05.410200200,0 days 00:00:05.430200200
0 days 00:00:00.220000,0 days 00:00:00.240000,answer1,0.2987914,-11.281367,17.912401,0.051241193,-0.016896153,0.12627524,14.476597,9.610216,23.143492,0.047483444,29.886984,0.05110989,2.3889027,2.0914958,8.033539,20.833921,566.9128,1087.6266,0.0,1751.4362,723.37726,-18.307968,2590.783,686.083,-18.211401,0 days 00:00:05.420200200,0 days 00:00:05.440200200
0 days 00:00:00.230000,0 days 00:00:00.250000,answer1,0.32219812,-14.33697,21.680948,0.043794554,-0.0107202185,0.23770279,15.245185,12.591633,22.338598,8.264106,33.215195,0.05110989,2.3889027,4.38362,8.803685,18.944784,503.66733,1184.0848,-27.343685,1674.0116,705.8912,-26.16485,2620.9287,554.9698,-26.377945,0 days 00:00:05.430200200,0 days 00:00:05.450200200
0 days 00:00:00.240000,0 days 00:00:00.260000,answer1,0.5269057,-15.3733,22.24204,0.037247077,-0.015313454,0.43178734,20.509874,9.671805,18.698479,8.332999,33.012085,0.05110989,2.3889027,4.1770873,10.863591,19.985266,614.0806,1106.1937,0.0,1653.685,856.8174,-28.377378,2582.7502,576.6728,-25.519821,0 days 00:00:05.440200200,0 days 00:00:05.460200200
0 days 00:00:00.250000,0 days 00:00:00.270000,answer1,0.7437703,-16.52112,23.116796,0.05762187,-0.022066182,0.5394296,25.7909,7.797735,18.343515,8.017659,32.73405,0.20834333,2.5068185,3.9798625,11.839381,16.562231,317.54385,1282.9281,-3.9903271,1418.4746,936.9282,-29.633377,2237.2527,835.46,-21.014307,0 days 00:00:05.450200200,0 days 00:00:05.470200200
0 days 00:00:00.260000,0 days 00:00:00.280000,answer1,0.9900226,-12.716339,18.016565,0.076311685,-0.03042469,0.54074174,26.946787,2.2315161,19.501593,2.764101,32.423477,0.21076833,1.820487,4.309996,10.94037,15.5808935,389.09607,1186.919,-4.6672053,1497.4037,907.32227,-29.93009,2290.119,1059.7552,-20.248098,0 days 00:00:05.460200200,0 days 00:00:05.480200200
0 days 00:00:00.270000,0 days 00:00:00.290000,answer1,1.1224192,-11.834972,16.549623,0.086627804,-0.030318124,0.57960415,26.682205,1.7368494,26.693964,4.937103,32.072357,0.20370416,1.1911184,5.5723586,8.233866,14.999729,381.97336,1133.9939,-5.946007,1552.5438,727.0708,-26.427948,2372.7024,1085.5316,-20.945738,0 days 00:00:05.470200200,0 days 00:00:05.490200200
0 days 00:00:00.280000,0 days 00:00:00.300000,answer1,1.2154946,-11.554618,15.52789,0.08853058,-0.027489604,0.7338818,27.13532,0.6400447,27.974762,5.600851,31.876175,0.03044478,0.877891,7.012507,4.9231167,14.32087,524.0409,1154.8647,-10.483707,1636.6279,646.17554,-22.32016,2530.238,926.2883,-22.0894,0 days 00:00:05.480200200,0 days 00:00:05.500200200
0 days 00:00:00.290000,0 days 00:00:00.310000,answer1,1.2923623,-11.984573,18.167803,0.08371454,-0.021818882,0.8086855,28.534105,-0.3845829,26.680237,11.321668,31.795527,0.036280096,1.0786866,8.241108,2.113384,13.8422365,515.4522,1184.1062,-11.495816,1590.244,675.79645,-19.175318,2518.2336,889.31616,-22.622873,0 days 00:00:05.490200200,0 days 00:00:05.510200200
0 days 00:00:00.300000,0 days 00:00:00.320000,answer1,1.3453575,-11.189477,19.383644,0.0658651,-0.027121648,0.7815532,30.788872,-3.097285,23.985489,16.804163,31.838928,0.03050045,1.3039393,9.0584,0.4262708,13.9302025,538.4544,1312.337,-11.042049,1597.6283,743.65576,-16.751112,2571.7017,813.28046,-22.397253,0 days 00:00:05.500200200,0 days 00:00:05.520200200
0 days 00:00:00.310000,0 days 00:00:00.330000,answer1,1.4527745,-10.398,19.592222,0.04524183,-0.031690508,0.76869875,32.004417,-4.899155,25.521742,18.303764,31.897034,0.031051872,0.75918245,9.837553,-0.51326513,15.723995,398.25122,1295.589,-6.9288144,1496.9077,778.60895,-16.408367,2464.2366,877.6218,-22.79299,0 days 00:00:05.510200200,0 days 00:00:05.530200200
0 days 00:00:00.320000,0 days 00:00:00.340000,answer1,1.5592467,-10.810677,19.934055,0.041196138,-0.033831753,0.752467,33.7989,-7.2617507,27.027632,12.624096,31.952835,0.0061409213,0.4631231,10.431278,-1.3099178,17.478579,410.8242,1260.477,-5.137398,1512.7345,790.9786,-13.247451,2451.4192,878.06494,-22.756157,0 days 00:00:05.520200200,0 days 00:00:05.540200200
0 days 00:00:00.330000,0 days 00:00:00.350000,answer1,1.6238314,-12.110162,21.015661,0.059272256,-0.027870832,0.7241939,35.300407,-8.330995,26.31601,4.675666,32.013702,0.0037715558,0.22893178,10.678014,-2.4019783,18.625692,396.35303,1178.8606,-3.8930256,1459.6366,858.8824,-12.680608,2367.711,968.5284,-22.518717,0 days 00:00:05.530200200,0 days 00:00:05.550200200
