start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.200000,answer1,5.535538,-7.945137,14.015411,0.036379408,-0.00097457547,0.15156686,25.590218,-9.867523,-6.0714736,-13.114396,35.734413,0.0,0.404375,6.5880466,-5.0531783,14.71788,866.1871,1066.4132,-15.064752,1714.3331,878.76105,-14.39457,2726.9753,585.8906,-27.906517,0 days 00:00:12.800800801,0 days 00:00:13.000800801
0 days 00:00:00.010000,0 days 00:00:00.210000,answer1,5.467621,-8.103631,14.805106,0.03372656,-0.0016903157,0.30154958,25.541174,-8.871423,-7.1563582,-12.329989,35.966045,0.01292698,0.9190154,6.9534526,-5.892039,14.008746,860.9289,1080.7783,-14.099933,1715.0317,887.12836,-14.110711,2715.539,602.95703,-28.275827,0 days 00:00:12.810800801,0 days 00:00:13.010800801
0 days 00:00:00.020000,0 days 00:00:00.220000,answer1,5.3496575,-8.323003,15.8830385,0.03225267,-0.0026965833,0.4513986,25.414175,-7.233192,-8.54028,-11.06282,36.316555,0.016525542,1.0655466,7.328462,-5.756035,13.685783,853.5755,1114.167,-14.465083,1716.2515,916.58185,-13.934907,2692.1023,638.3881,-28.741182,0 days 00:00:12.820800801,0 days 00:00:13.020800801
0 days 00:00:00.030000,0 days 00:00:00.230000,answer1,5.2010894,-8.513062,16.670221,0.032019284,-0.0040449067,0.45190695,25.206505,-5.3132815,-9.44447,-9.58622,36.637833,0.009546523,1.2830676,7.532785,-3.7849014,14.423767,847.572,1151.9701,-15.264943,1716.125,957.8107,-14.761108,2665.0212,668.4146,-29.96992,0 days 00:00:12.830800801,0 days 00:00:13.030800801
0 days 00:00:00.040000,0 days 00:00:00.240000,answer1,5.0301876,-8.693752,16.758654,0.03184547,-0.005699284,0.46010318,24.984026,-3.1399443,-9.832329,-7.830958,36.98946,0.00911527,0.9017772,8.023584,-2.2964852,14.23426,845.7866,1191.3914,-15.102387,1719.4838,1007.64813,-16.29858,2634.2205,681.283,-30.35258,0 days 00:00:12.840800801,0 days 00:00:13.040800801
0 days 00:00:00.050000,0 days 00:00:00.250000,answer1,4.8534904,-8.880694,16.31642,0.030485982,-0.0076230764,0.47266272,24.811623,-0.8157732,-9.7518425,-5.7902274,37.330917,0.0061038774,1.1137974,8.719556,-2.1946278,9.632084,671.4345,1413.8802,-13.990374,1507.3248,1186.9032,-14.860824,2382.0823,841.1219,-26.287043,0 days 00:00:12.850800801,0 days 00:00:13.050800801
0 days 00:00:00.060000,0 days 00:00:00.260000,answer1,4.695829,-9.077258,15.477431,0.029463343,-0.008571117,0.48584628,24.728552,1.4773892,-9.299858,-3.5423124,37.686604,0.0070061698,1.0194243,9.051315,-3.4013577,10.223926,654.17865,1402.8062,0.0,1465.1691,1170.1664,-16.88781,2307.5242,835.0735,-26.743387,0 days 00:00:12.860800801,0 days 00:00:13.060800801
0 days 00:00:00.070000,0 days 00:00:00.270000,answer1,4.5811977,-9.265104,14.752755,0.029998899,-0.008700719,0.4938314,24.740654,3.5423212,-8.599267,-1.2602535,38.051178,0.00919574,0.96147054,9.333374,-4.4083514,12.175946,685.94604,1492.6254,-9.728352,1517.7179,1319.2369,-17.648724,2320.2664,865.0716,-27.35283,0 days 00:00:12.870800801,0 days 00:00:13.070800801
0 days 00:00:00.080000,0 days 00:00:00.280000,answer1,4.528615,-9.399273,13.928345,0.029691517,-0.007979331,0.4963682,24.822845,5.206797,-7.7381263,0.9162822,38.403713,0.008270451,0.7226062,9.660219,-4.987547,18.21771,942.8743,1424.167,-10.48041,1813.6641,1858.9025,-21.735855,2508.093,771.1723,-31.685608,0 days 00:00:12.880800801,0 days 00:00:13.080800801
0 days 00:00:00.090000,0 days 00:00:00.290000,answer1,4.545336,-9.44181,12.98494,0.030390559,-0.0069170073,0.49006483,24.944191,6.379467,-6.7958713,2.9102678,38.700893,0.0092779705,0.60245615,10.120011,-5.157365,18.350573,804.6943,1541.6635,-9.998377,1701.1494,1935.827,-17.951895,2490.264,837.2075,-29.445587,0 days 00:00:12.890800801,0 days 00:00:13.090800801
