start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.200000,answer1,5.9372716,-10.21483,21.72882,0.055890333,-0.025994755,0.18019678,6.078982,16.38702,-16.001337,-14.725459,30.789413,0.0,0.0,0.5021624,2.3250191,9.931077,855.76935,1139.1578,-11.539796,1934.749,880.6084,-11.595601,2750.8606,646.60236,-20.099764,0 days 00:00:04.100100100,0 days 00:00:04.300100100
0 days 00:00:00.010000,0 days 00:00:00.210000,answer1,6.075974,-10.269352,22.136887,0.055808384,-0.02415972,0.3928235,6.58839,15.80835,-14.896504,-14.15063,30.83105,0.0,0.3301491,0.4739198,2.380879,9.531246,669.2214,1421.1991,-74.87977,1676.352,1086.1313,-75.20724,2583.53,754.389,-80.40296,0 days 00:00:04.110100100,0 days 00:00:04.310100100
0 days 00:00:00.020000,0 days 00:00:00.220000,answer1,6.266702,-10.545709,22.814257,0.055739995,-0.021520903,0.64794934,7.5457654,15.106935,-12.90145,-12.970093,0.0,0.0,0.0,0.0,0.0,0.0,709.5506,1495.4869,-138.21974,1742.1061,1175.1133,-138.81886,2620.9414,834.9162,-140.70616,0 days 00:00:04.120100100,0 days 00:00:04.320100100
0 days 00:00:00.030000,0 days 00:00:00.230000,answer1,6.4193997,-11.187215,23.31022,0.05554409,-0.018899838,0.7585874,8.851994,14.716225,-10.316826,-11.239216,0.0,0.0,0.0,0.0,0.0,0.0,721.7453,1471.7969,-201.0,1748.6997,1266.8986,-201.0,2576.112,941.946,-201.0,0 days 00:00:04.130100100,0 days 00:00:04.330100100
0 days 00:00:00.040000,0 days 00:00:00.240000,answer1,6.5242767,-12.1284685,23.519987,0.057432037,-0.016557695,0.86370057,10.391917,14.565455,-7.4157434,-9.244967,0.0,0.0,0.0,0.0,0.0,0.0,962.93506,1206.474,-201.0,2052.075,1248.8325,-201.0,2712.6758,895.1093,-201.0,0 days 00:00:04.140100100,0 days 00:00:04.340100100
0 days 00:00:00.050000,0 days 00:00:00.250000,answer1,6.579085,-13.245999,23.842192,0.060564104,-0.0144013325,0.93882173,12.040699,14.515393,-4.405281,-7.1103272,0.0,0.0,0.0,0.0,0.0,0.0,764.6475,1237.3251,-201.0,1767.2998,1238.3331,-201.0,2518.0432,888.4404,-201.0,0 days 00:00:04.150100100,0 days 00:00:04.350100100
0 days 00:00:00.060000,0 days 00:00:00.260000,answer1,6.5936418,-14.394916,24.50688,0.06360691,-0.012501553,0.9736657,13.684331,14.399014,-1.431188,-4.9896016,0.0,0.0,0.0,0.0,0.0,0.0,555.269,1341.9791,-201.0,1509.8722,1202.6992,-140.63937,2401.0598,942.8001,-141.25354,0 days 00:00:04.160100100,0 days 00:00:04.360100100
0 days 00:00:00.070000,0 days 00:00:00.270000,answer1,6.6039557,-15.39405,25.602892,0.06518287,-0.010518059,0.9688701,15.198857,14.025363,1.4933583,-3.1177785,35.66485,0.0,0.0,-0.4321959,7.026946,27.141796,329.39435,1442.861,0.0,1273.9349,1072.966,-78.11783,2348.1155,848.7087,-81.25287,0 days 00:00:04.170100100,0 days 00:00:04.370100100
0 days 00:00:00.080000,0 days 00:00:00.280000,answer1,6.6931896,-15.986947,26.462906,0.06498117,-0.008738426,0.932077,16.33374,13.092927,4.3753853,-2.1504421,35.74074,0.0,0.0,0.5263037,7.001686,25.81658,326.43753,1426.771,0.0,1310.8314,1037.4194,-14.7012,2428.1707,735.6525,-20.26151,0 days 00:00:04.180100100,0 days 00:00:04.380100100
0 days 00:00:00.090000,0 days 00:00:00.290000,answer1,6.9600673,-15.920964,26.997885,0.066163115,-0.00740152,0.8816037,16.730682,11.498731,7.055224,-2.4275992,35.912075,0.0,1.055674,1.8665562,7.413357,23.44243,319.8732,1434.9572,0.0,1344.3939,1015.5252,-10.9853945,2485.0251,589.99243,-18.491026,0 days 00:00:04.190100100,0 days 00:00:04.390100100
0 days 00:00:00.100000,0 days 00:00:00.300000,answer1,7.477715,-15.079659,26.541191,0.06650426,-0.006757924,0.83692163,16.19332,9.380298,9.131589,-3.6899083,35.90864,0.021023229,0.95056844,2.6895773,9.802708,20.969063,286.8346,1575.2206,0.0,1370.3673,1070.4928,-9.78687,2517.5735,624.44147,-16.32895,0 days 00:00:04.200100100,0 days 00:00:04.400100100
0 days 00:00:00.110000,0 days 00:00:00.310000,answer1,8.254189,-13.560451,25.340286,0.06717404,-0.006479632,0.8199274,14.802442,7.040693,10.289281,-5.2130413,36.03538,0.021423332,0.95495826,3.7752273,13.5959635,20.748894,635.0378,1495.5944,0.0,1781.1656,963.0728,-11.819173,3107.098,727.57324,-16.251184,0 days 00:00:04.210100100,0 days 00:00:04.410100100
0 days 00:00:00.120000,0 days 00:00:00.320000,answer1,9.248482,-11.58881,23.392517,0.06709632,-0.00610877,0.84283906,12.914327,4.664136,10.552261,-6.569237,36.204277,0.018899495,1.5269715,4.712828,17.556326,21.22384,638.7491,1528.4962,-7.792096,1754.2172,1013.3355,-12.754325,3021.3047,909.0467,-16.56605,0 days 00:00:04.220100100,0 days 00:00:04.420100100
0 days 00:00:00.130000,0 days 00:00:00.330000,answer1,10.399128,-9.3928175,21.4773,0.06842678,-0.0057760947,0.9349415,10.88104,2.3325326,10.198974,-7.792074,36.343716,0.01754623,1.9932247,4.7539997,20.411963,25.213816,633.3671,1510.9102,0.0,1711.3584,1045.2465,-14.945374,2897.4988,1113.2666,-21.185757,0 days 00:00:04.230100100,0 days 00:00:04.430100100
0 days 00:00:00.140000,0 days 00:00:00.340000,answer1,11.63296,-7.152046,19.39744,0.0698703,-0.005501196,1.0660515,8.934185,0.12423571,9.477253,-9.022369,36.44391,0.018359844,1.8703192,4.197967,24.971052,27.96598,531.47723,1558.5226,0.0,1435.167,1330.4073,-18.037872,2376.8157,1049.719,-25.664606,0 days 00:00:04.240100100,0 days 00:00:04.440100100
0 days 00:00:00.150000,0 days 00:00:00.350000,answer1,12.881503,-4.987555,16.82966,0.071536474,-0.005370991,1.2140512,7.1670113,-1.9014149,8.516275,-10.280469,36.626877,0.015047707,1.3819338,4.4914775,28.10962,29.71171,759.5696,1423.9731,-25.897266,1617.4116,1353.8154,-25.65924,2529.538,878.63477,-31.060303,0 days 00:00:04.250100100,0 days 00:00:04.450100100
0 days 00:00:00.160000,0 days 00:00:00.360000,answer1,14.078308,-2.9891827,13.726059,0.071553975,-0.005145297,1.3142651,5.593668,-3.6985962,7.449571,-11.509349,37.11895,0.016363021,0.8627998,5.638453,26.392004,25.366499,1055.846,1251.5917,-27.336428,1877.8715,1314.0336,-30.398664,2764.53,670.5735,-32.999687,0 days 00:00:04.260100100,0 days 00:00:04.460100100
0 days 00:00:00.170000,0 days 00:00:00.370000,answer1,15.165962,-1.232061,10.256978,0.07051151,-0.004726393,1.3584903,4.211737,-5.244873,6.357027,-12.629413,37.590427,0.014811744,1.8559341,6.989713,18.988283,19.716413,1068.9117,1270.1309,-28.828133,1982.8424,1190.4805,-31.25043,2840.21,660.4988,-34.115993,0 days 00:00:04.270100100,0 days 00:00:04.470100100
0 days 00:00:00.180000,0 days 00:00:00.380000,answer1,16.095724,0.21721394,6.8237762,0.06791673,-0.0044027627,1.3444414,3.021366,-6.529217,5.295117,-13.58482,37.911446,0.03035053,1.8281535,7.8276114,11.202615,15.343048,1128.7528,1314.0795,-30.11691,2086.3137,1110.3257,-29.103628,2937.557,613.6046,-34.773556,0 days 00:00:04.280100100,0 days 00:00:04.480100100
0 days 00:00:00.190000,0 days 00:00:00.390000,answer1,16.831228,1.3117777,4.0561547,0.06508297,-0.0041876785,1.2914678,2.037544,-7.5364747,4.316567,-14.346055,37.83348,0.032164376,1.8289706,7.8666635,9.45353,14.762076,1107.2892,1370.1647,-31.336279,2099.1843,1177.5425,-28.729792,2908.0618,1169.7882,-33.90096,0 days 00:00:04.290100100,0 days 00:00:04.490100100
0 days 00:00:00.200000,0 days 00:00:00.400000,answer1,17.351028,2.029413,2.5246828,0.062289357,-0.004163689,1.2210732,1.2798668,-8.265065,3.4348967,-14.943066,37.60051,0.03435655,0.92315036,6.9671497,9.74207,15.37822,1095.6437,1378.6644,-31.962042,2106.5344,1143.8477,-29.375824,2936.2698,1145.0236,-31.278719,0 days 00:00:04.300100100,0 days 00:00:04.500100100
0 days 00:00:00.210000,0 days 00:00:00.410000,answer1,17.648863,2.3819711,2.3152459,0.05774054,-0.0039852336,1.1612272,0.79337424,-8.680439,2.6992314,-15.373981,37.34289,0.042271722,0.83560723,5.0136895,10.441224,14.8003435,1080.2657,1351.0309,-29.285196,2091.779,1100.9069,-29.054832,2919.718,1144.9899,-25.791594,0 days 00:00:04.310100100,0 days 00:00:04.510100100
0 days 00:00:00.220000,0 days 00:00:00.420000,answer1,17.735603,2.40079,3.0406199,0.054066315,-0.0037711412,1.1322445,0.6307474,-8.752944,2.1400664,-15.657253,37.167065,0.055554677,0.8952718,2.1658022,8.579627,15.119252,1092.0787,1338.9755,-22.750816,2044.5472,2049.546,-22.900217,2696.3967,742.3143,-21.812277,0 days 00:00:04.320100100,0 days 00:00:04.520100100
0 days 00:00:00.230000,0 days 00:00:00.430000,answer1,17.637865,2.12981,4.2553544,0.050449047,-0.0034153257,1.15319,0.8408614,-8.463771,1.7883259,-15.791805,37.106155,0.07003848,0.88473743,0.5550077,7.5381117,14.848725,1047.789,1225.5822,-79.06855,1992.82,1976.4728,-79.69425,2641.1077,764.2009,-79.908485,0 days 00:00:04.330100100,0 days 00:00:04.530100100
0 days 00:00:00.240000,0 days 00:00:00.440000,answer1,17.402168,1.6088018,6.17407,0.05040123,-0.003184609,1.2098413,1.4068104,-7.892575,1.5685071,-15.873547,0.0,0.0,0.0,0.0,0.0,0.0,991.92096,1131.326,-138.75658,1943.891,1944.4146,-137.68195,2600.1565,798.4439,-140.54443,0 days 00:00:04.340100100,0 days 00:00:04.540100100
0 days 00:00:00.250000,0 days 00:00:00.450000,answer1,17.096361,0.8811299,8.448558,0.051594034,-0.0030273853,1.2789935,2.248687,-7.187658,1.3673296,-16.026875,0.0,0.0,0.0,0.0,0.0,0.0,1011.7303,1078.085,-201.0,2004.6686,863.7238,-201.0,2885.246,592.33044,-201.0,0 days 00:00:04.350100100,0 days 00:00:04.550100100
0 days 00:00:00.260000,0 days 00:00:00.460000,answer1,16.808035,0.005512913,10.734284,0.054384727,-0.0031726894,1.3316984,3.2346613,-6.531702,1.0851084,-16.34095,0.0,0.0,0.0,0.0,0.0,0.0,1050.0055,1153.0889,-133.71126,2058.5408,910.128,-134.60104,2921.9788,568.5664,-132.82684,0 days 00:00:04.360100100,0 days 00:00:04.560100100
0 days 00:00:00.270000,0 days 00:00:00.470000,answer1,16.623068,-0.93009406,12.568477,0.054550555,-0.0034902024,1.3760781,4.207189,-6.0789046,0.70314676,-16.796358,32.375954,0.0,0.0,-5.9336243,-0.3130567,-6.7198906,1098.4489,1289.4694,-66.330795,2138.2295,1001.29175,-69.03706,2989.36,538.42944,-64.33951,0 days 00:00:04.370100100,0 days 00:00:04.570100100
0 days 00:00:00.280000,0 days 00:00:00.480000,answer1,16.598219,-1.8191309,13.890595,0.054751594,-0.0038424218,1.4057316,5.0076323,-5.9305673,0.2631308,-17.2736,32.473953,0.0,0.0,-5.7674804,-0.7176177,-4.344698,825.2972,1434.3732,1.0038042,1824.2192,1096.8193,-1.5406283,2718.75,691.1862,1.2936364,0 days 00:00:04.380100100,0 days 00:00:04.580100100
