start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.200000,answer1,1.5327091,-8.236058,21.969656,0.02010099,-0.007498689,0.018931521,15.931172,7.0295205,2.2713308,-2.3525884,20.123564,0.0,0.0,-3.743665,-6.6471934,12.39285,373.34253,1839.9381,0.0,1348.9591,1338.6508,1.8647064,2271.8516,1000.0415,-5.9733863,0 days 00:00:03.700700701,0 days 00:00:03.900700701
0 days 00:00:00.010000,0 days 00:00:00.210000,answer1,1.5387226,-8.10489,21.104399,0.02008403,-0.007879299,0.037142478,15.715626,6.9526134,2.8131707,-3.1293328,18.485453,0.0,0.0,-4.280653,-4.217791,12.256248,671.0203,1553.8911,2.0141697,1657.9093,1175.2382,-0.6329913,2555.5615,808.34467,-5.7731605,0 days 00:00:03.710700701,0 days 00:00:03.910700701
0 days 00:00:00.020000,0 days 00:00:00.220000,answer1,1.5630099,-7.693861,19.400888,0.020065434,-0.0075103673,0.05687945,15.45041,6.49934,3.389224,-4.213943,16.818562,0.0,2.3399465,-4.80379,-2.2564435,11.797571,945.64166,1247.3485,-65.65722,1943.1803,1029.0719,-69.217445,2819.164,661.3679,-70.74941,0 days 00:00:03.720700701,0 days 00:00:03.920700701
0 days 00:00:00.030000,0 days 00:00:00.230000,answer1,1.625343,-6.8132186,17.091671,0.02014701,-0.006187141,0.06378579,15.2814455,5.315119,3.5320015,-5.2108445,0.0,0.0,0.0,0.0,0.0,0.0,953.94336,1261.5981,-133.42995,1957.3457,1030.652,-134.91325,2828.0198,656.92194,-135.82353,0 days 00:00:03.730700701,0 days 00:00:03.930700701
0 days 00:00:00.040000,0 days 00:00:00.240000,answer1,1.7421225,-5.512808,14.844879,0.01930253,-0.0039146417,0.08686445,15.271884,3.4837198,3.2796896,-6.197084,0.0,0.0,0.0,0.0,0.0,0.0,922.0821,1223.2736,-201.0,1913.1923,1047.2347,-201.0,2781.5957,740.0293,-201.0,0 days 00:00:03.740700701,0 days 00:00:03.940700701
0 days 00:00:00.050000,0 days 00:00:00.250000,answer1,1.9273399,-4.1713057,13.408767,0.017241074,-0.0015639699,0.1230673,15.429158,1.2062815,2.7875917,-7.2312393,0.0,0.0,0.0,0.0,0.0,0.0,903.8387,1303.2198,-201.0,1830.4415,1199.6918,-201.0,2642.1602,879.2917,-201.0,0 days 00:00:03.750700701,0 days 00:00:03.950700701
0 days 00:00:00.060000,0 days 00:00:00.260000,answer1,2.1915045,-3.2866628,13.502045,0.018574258,-0.0004811251,0.17021763,15.817299,-1.2613853,2.00297,-8.463628,0.0,0.0,0.0,0.0,0.0,0.0,938.7453,1334.8243,-201.0,1854.0991,1239.4888,-201.0,2655.3574,872.46313,-201.0,0 days 00:00:03.760700701,0 days 00:00:03.960700701
0 days 00:00:00.070000,0 days 00:00:00.270000,answer1,2.5386643,-3.1245472,15.03909,0.021286003,-0.00047856776,0.22488059,16.409647,-3.7596607,1.1080858,-9.730069,0.0,0.0,0.0,0.0,0.0,0.0,991.19745,1392.2787,-201.0,1906.7799,1298.9283,-201.0,2699.3977,830.009,-201.0,0 days 00:00:03.770700701,0 days 00:00:03.970700701
0 days 00:00:00.080000,0 days 00:00:00.280000,answer1,2.971165,-3.5514343,16.98464,0.02420543,-0.0020715538,0.2939938,17.169268,-6.1499276,0.19733262,-10.846593,0.0,0.0,0.0,0.0,0.0,0.0,1007.37134,1274.9589,-201.0,1951.2689,1176.5869,-201.0,2812.0725,678.2836,-201.0,0 days 00:00:03.780700701,0 days 00:00:03.980700701
0 days 00:00:00.090000,0 days 00:00:00.290000,answer1,3.474903,-4.273103,18.783365,0.023648739,-0.0036848057,0.37275997,17.976774,-8.293019,-0.40450597,-11.455772,0.0,0.0,0.0,0.0,0.0,0.0,980.4128,1270.9977,-137.41011,1921.4489,1227.5831,-140.1772,2794.9324,677.8709,-139.06516,0 days 00:00:03.790700701,0 days 00:00:03.990700701
0 days 00:00:00.100000,0 days 00:00:00.300000,answer1,4.0250096,-5.0507894,20.14126,0.021868715,-0.0055892696,0.45090422,18.71225,-10.095506,-0.7146866,-11.66108,21.66425,0.0,0.0,-2.5531223,-13.449077,7.9757957,910.4712,1216.3307,-75.37679,1797.3744,1192.6733,-78.22347,2665.4624,738.10986,-78.30168,0 days 00:00:03.800700701,0 days 00:00:04.000700701
0 days 00:00:00.110000,0 days 00:00:00.310000,answer1,4.5904655,-5.7989717,21.199282,0.02115938,-0.0072445893,0.5219744,19.35686,-11.544773,-0.72830147,-11.621399,21.53894,0.0,0.0,-2.3653986,-12.987492,9.540813,900.3858,1211.2169,-12.508391,1784.3187,1188.8385,-16.1633,2656.7698,729.8855,-18.125616,0 days 00:00:03.810700701,0 days 00:00:04.010700701
