start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end
0 days 00:00:00,0 days 00:00:00.020000,answer1,1.0301961,-11.625182,26.15273,0.06917421,-0.016711777,0.16530934,32.085896,0.1391414,-5.6778564,-12.04121,35.44085,0.0,0.97211844,4.948927,-0.57272846,18.116705,555.9893,1404.0922,0.0,1557.9918,1143.132,-10.723386,2519.8438,871.56415,-24.227499,0 days 00:00:08.200200200,0 days 00:00:08.220200200
0 days 00:00:00.010000,0 days 00:00:00.030000,answer1,1.120613,-8.408299,23.716467,0.07921588,-0.012983325,0.36477187,31.259775,-4.460438,-6.1159987,-11.119408,35.65076,0.01649994,1.0202204,3.287151,-0.99589807,18.075806,771.35223,1400.7572,-5.876402,1777.6313,1450.1842,-13.311123,2639.0164,845.2996,-24.539164,0 days 00:00:08.210200200,0 days 00:00:08.230200200
0 days 00:00:00.020000,0 days 00:00:00.040000,answer1,1.2161514,-5.166636,20.583818,0.07858792,-0.011259451,0.53847927,29.861847,-9.482513,-5.8165107,-9.972739,35.940277,0.013020706,0.7664275,1.5419875,-1.4823251,14.10954,731.8914,1536.1234,-5.876402,1750.4443,1526.706,-13.511998,2545.1648,929.56964,-21.383347,0 days 00:00:08.220200200,0 days 00:00:08.240200200
0 days 00:00:00.030000,0 days 00:00:00.050000,answer1,1.30996,-4.453073,21.205587,0.08537642,-0.0147355385,0.5941177,30.333372,-12.609047,-7.6505914,-7.9740434,36.254337,0.008175579,1.3828977,1.1790243,-1.1417998,14.863208,731.8245,1644.9429,0.0,1601.8302,1524.5133,-11.222936,2595.571,854.7957,-23.0917,0 days 00:00:08.230200200,0 days 00:00:08.250200200
0 days 00:00:00.040000,0 days 00:00:00.060000,answer1,1.3784379,-4.7498164,19.630714,0.07226351,-0.018952778,0.60132855,29.440353,-14.153278,-8.547565,-6.84567,36.62505,0.012047932,1.1655661,2.1096513,-1.3232561,14.485429,703.4533,1518.6198,-5.131471,1585.8076,1163.7274,-10.9496,2665.326,827.5441,-23.212465,0 days 00:00:08.240200200,0 days 00:00:08.260200200
0 days 00:00:00.050000,0 days 00:00:00.070000,answer1,1.5111876,-6.3153205,19.300318,0.075532526,-0.018013524,0.82958776,30.46124,-14.126984,-8.340019,-4.5792403,36.997837,0.01646576,1.2501292,3.822625,-2.9558342,17.437952,947.8299,1333.4648,-4.2508225,1849.7789,1081.0851,-12.535342,2955.1423,670.8972,-26.68234,0 days 00:00:08.250200200,0 days 00:00:08.270200200
0 days 00:00:00.060000,0 days 00:00:00.080000,answer1,1.5438967,-5.905894,17.667086,0.06644554,-0.011310951,0.9911313,30.846888,-14.0195265,-10.861862,-0.6586173,37.331383,0.018041873,1.0042533,5.6909065,-6.347552,10.323754,741.9517,1562.3424,-3.1604958,1554.7272,1261.0441,-8.365265,2594.221,848.52496,-20.476202,0 days 00:00:08.260200200,0 days 00:00:08.280200200
0 days 00:00:00.070000,0 days 00:00:00.090000,answer1,1.5913786,-6.099664,16.5856,0.06667608,-0.0051546996,1.0287985,30.82496,-14.879646,-10.091545,-0.06299337,37.574368,0.013432226,1.1124471,7.418344,-7.818346,9.631325,668.38385,1752.3173,0.0,1529.8265,1334.5594,-7.0885377,2578.4124,851.57367,-20.111853,0 days 00:00:08.270200200,0 days 00:00:08.290200200
0 days 00:00:00.080000,0 days 00:00:00.100000,answer1,1.6094917,-5.4100986,16.415247,0.06749656,-0.000683113,0.94893426,30.136751,-16.596437,-12.362565,0.58240855,37.785877,0.010224241,1.1449474,8.687877,-7.5457053,5.395677,485.29276,1909.559,-6.2555027,1249.9556,1515.4991,-4.9084015,2211.1443,980.7593,-15.7544775,0 days 00:00:08.280200200,0 days 00:00:08.300200200
0 days 00:00:00.090000,0 days 00:00:00.110000,answer1,1.7130909,-6.252375,16.305252,0.07589007,-0.0032369334,0.8138249,30.870352,-18.147192,-12.658977,-2.365958,37.956955,0.007145617,0.7257708,9.283742,-6.7227173,7.0776715,522.7189,1718.5504,-8.17276,1339.5048,1543.8414,-7.2373443,2229.8796,1021.63055,-17.485914,0 days 00:00:08.290200200,0 days 00:00:08.310200200
0 days 00:00:00.100000,0 days 00:00:00.120000,answer1,1.783686,-5.9216666,17.569336,0.07642883,-0.0052457564,0.78689116,31.600378,-20.417803,-13.846638,-2.282169,38.109657,0.0062596467,0.58349925,9.413924,-7.2626915,0.7753528,438.1703,1678.9852,-11.88503,1190.0505,1732.6322,-6.6420555,1886.9064,1210.6176,-12.660382,0 days 00:00:08.300200200,0 days 00:00:08.320200200
0 days 00:00:00.110000,0 days 00:00:00.130000,answer1,1.8057384,-5.6385236,19.181864,0.06717094,-0.006921262,0.7928149,31.94068,-21.312445,-12.820602,-2.151629,38.255295,0.0042169453,0.4479892,9.582248,-7.497474,-0.92363864,426.13998,1746.5756,-13.003023,1221.3418,1816.9208,-6.855211,1864.0543,1340.2964,-11.9643755,0 days 00:00:08.310200200,0 days 00:00:08.330200200
0 days 00:00:00.120000,0 days 00:00:00.140000,answer1,1.8116827,-5.4251404,21.838432,0.06833617,-0.006956586,0.83960146,32.683376,-21.199646,-12.129043,-0.16747157,38.401737,0.0034941148,0.44025624,9.517284,-6.9288483,3.2199287,592.8549,1682.5582,0.0,1396.8344,1575.7388,-7.9572244,2231.9895,1083.3815,-16.468338,0 days 00:00:08.320200200,0 days 00:00:08.340200200
0 days 00:00:00.130000,0 days 00:00:00.150000,answer1,1.8245836,-5.444793,21.633316,0.08688825,-0.0055968477,0.94289285,32.875427,-20.59018,-11.522255,1.3538316,38.575104,0.0048543382,0.43708396,9.324795,-5.722735,6.2203918,581.83044,1666.9209,-4.9078894,1380.8732,1455.8629,-7.138326,2271.4866,1027.1942,-19.512804,0 days 00:00:08.330200200,0 days 00:00:08.350200200
0 days 00:00:00.140000,0 days 00:00:00.160000,answer1,1.8864695,-5.3376503,20.665686,0.09041781,-0.008552919,0.9353072,33.59355,-20.627726,-11.159892,1.1474735,38.78606,0.004225539,0.46484104,9.145942,-4.656595,14.151311,758.0915,1396.58,0.0,1617.2877,1156.1515,-9.295413,2674.9946,755.3618,-27.86683,0 days 00:00:08.340200200,0 days 00:00:08.360200200
0 days 00:00:00.150000,0 days 00:00:00.170000,answer1,1.916329,-4.405881,21.142439,0.09566591,-0.010848048,0.98832494,33.539722,-21.978104,-11.692825,-0.22678868,39.001926,0.004520182,0.7537469,9.777775,-3.8490837,14.798794,728.2142,1313.6698,-6.510907,1602.3207,1096.5175,-8.604118,2652.919,754.206,-28.496378,0 days 00:00:08.350200200,0 days 00:00:08.370200200
0 days 00:00:00.160000,0 days 00:00:00.180000,answer1,2.0139573,-3.9988773,24.110247,0.08536103,-0.014063619,1.141625,34.454254,-19.797243,-12.188271,1.5894667,39.160145,0.0052682622,0.9544678,10.812182,-3.4584062,18.048212,888.17554,1155.6632,-5.1897073,1790.8217,909.9323,-10.010996,2986.9187,621.6551,-31.389471,0 days 00:00:08.360200200,0 days 00:00:08.380200200
0 days 00:00:00.170000,0 days 00:00:00.190000,answer1,2.0941627,-2.657323,26.356218,0.08211715,-0.013744272,1.2168038,35.05001,-19.994543,-13.917882,3.5685184,39.250374,0.00832191,0.97508126,11.480259,-3.2649686,15.518519,878.103,1090.0477,-7.4540405,1767.7977,859.36395,-8.834506,2964.7822,653.862,-28.563696,0 days 00:00:08.370200200,0 days 00:00:08.390200200
0 days 00:00:00.180000,0 days 00:00:00.200000,answer1,2.2237532,-2.3736436,26.935175,0.07633842,-0.016354531,1.1476916,35.135128,-18.408884,-15.106353,3.6979983,39.301723,0.008105773,0.63303703,11.606327,-2.4226036,14.132192,880.8137,1073.9081,-8.300461,1761.939,837.3344,-8.434516,2999.8662,625.12787,-27.181421,0 days 00:00:08.380200200,0 days 00:00:08.400200200
0 days 00:00:00.190000,0 days 00:00:00.210000,answer1,2.3341236,-2.0211332,26.733015,0.06766624,-0.017417243,0.9041497,35.571636,-19.612103,-13.635146,2.3479173,39.355312,0.0072431955,0.43777427,11.438933,-1.2965097,14.36335,880.7124,1087.7643,-11.832995,1754.73,841.2832,-9.29173,3007.3645,544.23224,-27.492857,0 days 00:00:08.390200200,0 days 00:00:08.410200200
0 days 00:00:00.200000,0 days 00:00:00.220000,answer1,2.4337382,-2.48044,25.85626,0.08049807,-0.018337635,0.7733986,33.69444,-18.747759,-13.10632,0.99818593,39.441105,0.0058658514,0.5013013,11.224177,-0.42492136,15.9296875,883.70605,1105.6361,-12.792973,1741.9873,848.4946,-11.155796,3019.0789,476.4921,-29.147581,0 days 00:00:08.400200200,0 days 00:00:08.420200200
0 days 00:00:00.210000,0 days 00:00:00.230000,answer1,2.4845035,-2.7543974,25.514542,0.06981184,-0.013784386,0.7173237,31.03404,-16.700861,-11.477642,3.4282029,39.573635,0.0047209943,0.4957259,11.049632,-0.4352204,18.627577,888.4168,1101.2228,-12.762321,1739.9941,869.60156,-12.99781,2997.828,477.47998,-31.825119,0 days 00:00:08.410200200,0 days 00:00:08.430200200
0 days 00:00:00.220000,0 days 00:00:00.240000,answer1,2.4713666,-3.8208647,25.94696,0.06453788,-0.009677712,0.8264222,27.605196,-12.327748,-14.177814,4.3705277,39.726364,0.0035199106,0.5139231,11.190063,-1.0115465,20.535975,895.615,1092.4462,-11.745277,1746.543,904.3343,-13.740724,3013.044,525.7869,-33.292797,0 days 00:00:08.420200200,0 days 00:00:08.440200200
0 days 00:00:00.230000,0 days 00:00:00.250000,answer1,2.4533522,-5.2227855,27.051971,0.04499056,-0.007905702,0.84417415,25.54017,-8.00156,-16.02831,5.9177837,39.858456,0.00571231,0.39915374,11.787983,-1.9505768,21.021677,907.61395,1083.397,-10.130523,1768.4424,907.3159,-13.083055,3075.9404,524.3108,-33.10278,0 days 00:00:08.430200200,0 days 00:00:08.450200200
0 days 00:00:00.240000,0 days 00:00:00.260000,answer1,2.4398453,-7.042282,28.603586,0.04995844,-0.009848689,0.9346826,24.212809,-5.537102,-19.191195,4.4409776,39.945328,0.0067038685,0.38132158,12.360301,-2.9064662,19.935242,921.09125,1108.9865,-8.494082,1786.5483,916.6834,-11.730235,3107.9949,512.137,-31.33579,0 days 00:00:08.440200200,0 days 00:00:08.460200200
0 days 00:00:00.250000,0 days 00:00:00.270000,answer1,2.4553382,-8.092827,29.322495,0.05879334,-0.012342692,0.87576365,23.00621,-5.5562325,-21.60755,2.310692,39.994946,0.0074213403,0.43023172,12.616642,-3.3861072,18.809696,914.965,1131.0236,-7.5191483,1780.6786,886.91534,-10.380571,3108.7551,457.205,-29.71495,0 days 00:00:08.450200200,0 days 00:00:08.470200200
0 days 00:00:00.260000,0 days 00:00:00.280000,answer1,2.552699,-8.292566,29.540564,0.07402322,-0.014968623,0.8766293,22.446047,-6.6510673,-23.155579,-0.2099485,40.034874,0.0044552977,0.53370816,12.549763,-3.2045028,18.498703,893.58356,1194.6342,-7.283787,1755.8594,887.2918,-9.7844305,3055.693,460.70267,-28.986994,0 days 00:00:08.460200200,0 days 00:00:08.480200200
0 days 00:00:00.270000,0 days 00:00:00.290000,answer1,2.6138353,-7.768292,27.390879,0.08358028,-0.017074643,0.83695215,22.23186,-8.55309,-23.60398,0.61277753,40.08067,0.005295124,0.7053105,12.687715,-2.7829971,12.678966,693.85547,1403.695,-7.2963715,1575.0215,1102.6565,-10.141777,2661.7874,731.52045,-22.866165,0 days 00:00:08.470200200,0 days 00:00:08.490200200
0 days 00:00:00.280000,0 days 00:00:00.300000,answer1,2.6352532,-7.3415027,26.230036,0.09415493,-0.020613221,0.7606612,22.95066,-11.119263,-21.736609,1.18482,40.146317,0.0043616123,0.78875804,13.017505,-2.4502537,14.5071,761.9323,1580.1215,0.0,1606.7764,1196.3427,-11.477569,2669.7246,798.5593,-24.771585,0 days 00:00:08.480200200,0 days 00:00:08.500200200
0 days 00:00:00.290000,0 days 00:00:00.310000,answer1,2.5698712,-7.3930492,26.842817,0.08936539,-0.021227403,0.7793362,25.347376,-13.955178,-19.619843,1.9370046,40.237057,0.0042916625,0.8012845,13.40721,-2.1340916,16.806103,770.8172,1558.1959,-10.930037,1621.0853,1200.584,-13.149525,2676.299,884.04816,-27.639196,0 days 00:00:08.490200200,0 days 00:00:08.510200200
0 days 00:00:00.300000,0 days 00:00:00.320000,answer1,2.4867258,-7.930298,28.010887,0.07755963,-0.019308755,0.78144866,28.852526,-16.026085,-17.854858,-0.15055668,40.376385,0.004010375,0.70030564,13.676364,-1.6885122,26.355692,962.7321,1357.8905,-11.242677,1811.4576,967.5682,-15.129909,3070.296,659.40826,-38.159237,0 days 00:00:08.500200200,0 days 00:00:08.520200200
0 days 00:00:00.310000,0 days 00:00:00.330000,answer1,2.367174,-8.612716,28.379965,0.053049993,-0.01616251,0.80119634,32.268154,-16.604034,-18.22603,0.4964218,40.568325,0.0040464154,0.69659334,13.958598,-1.5069968,25.769571,892.0795,1162.746,-11.303406,1787.713,852.726,-18.405855,3094.7588,647.4368,-38.579975,0 days 00:00:08.510200200,0 days 00:00:08.530200200
0 days 00:00:00.320000,0 days 00:00:00.340000,answer1,2.1552465,-9.939824,27.74801,0.050263833,-0.018065108,0.8090651,34.513523,-15.758834,-18.364172,0.43355465,40.740417,0.003802931,0.7302794,14.305355,-1.6573414,24.569712,897.4379,1131.4152,-11.860259,1801.1549,812.0937,-21.84854,3115.614,570.01776,-38.08731,0 days 00:00:08.520200200,0 days 00:00:08.540200200
0 days 00:00:00.330000,0 days 00:00:00.350000,answer1,1.9426237,-13.035671,29.29718,0.054910153,-0.020009564,0.87149376,34.610477,-12.827258,-15.525994,-2.607219,40.85564,0.0041627563,0.80625504,14.6767235,-1.7266756,23.317987,903.3709,1127.2266,-11.878154,1811.4193,818.96,-25.242294,3113.0488,511.45798,-36.922817,0 days 00:00:08.530200200,0 days 00:00:08.550200200
0 days 00:00:00.340000,0 days 00:00:00.360000,answer1,1.817421,-16.03804,31.383902,0.07544291,-0.02664349,0.8129325,32.187077,-8.563205,-13.825233,-8.476996,40.904453,0.008118096,0.5932359,14.778763,-1.0208439,26.388845,891.16034,1081.7782,-11.960579,1806.9884,779.158,-27.149733,3062.8704,409.02023,-39.370266,0 days 00:00:08.540200200,0 days 00:00:08.560200200
0 days 00:00:00.350000,0 days 00:00:00.370000,answer1,1.7301496,-19.166054,32.83215,0.070974104,-0.026903352,0.6436632,28.055208,-1.8679272,-14.215637,-12.898557,40.957764,0.009200996,0.48890707,14.347899,0.27666602,31.179155,866.94403,1021.50195,-12.03236,1791.1093,733.04144,-28.218132,3043.821,338.05145,-42.93485,0 days 00:00:08.550200200,0 days 00:00:08.570200200
0 days 00:00:00.360000,0 days 00:00:00.380000,answer1,1.6982449,-21.135557,33.90597,0.067983665,-0.028268263,0.43339992,24.673151,4.837295,-20.6113,-14.357982,41.02783,0.009050145,0.44342303,13.378937,1.7516447,34.509468,845.8855,968.07904,-11.978206,1805.9493,714.24976,-27.622482,3057.9294,465.13974,-44.736027,0 days 00:00:08.560200200,0 days 00:00:08.580200200
0 days 00:00:00.370000,0 days 00:00:00.390000,answer1,1.6298891,-23.155685,34.421513,0.06799786,-0.028405862,0.46541202,23.378725,11.954213,-23.55243,-12.877086,41.108154,0.0053427103,0.4622799,12.16738,3.2736323,35.17987,851.5999,991.0461,-12.399418,1847.8414,752.02264,-25.707977,3098.4219,576.5069,-44.305653,0 days 00:00:08.570200200,0 days 00:00:08.590200200
0 days 00:00:00.380000,0 days 00:00:00.400000,answer1,1.6158543,-23.4369,34.606808,0.09172513,-0.03391157,0.54192144,23.174028,16.098207,-27.72426,-11.817252,41.181248,0.0135095,0.54594046,11.012332,5.066626,32.72987,866.7822,1037.632,-14.04467,1891.3994,791.905,-24.04355,3182.258,641.0728,-41.707912,0 days 00:00:08.580200200,0 days 00:00:08.600200200
0 days 00:00:00.390000,0 days 00:00:00.410000,answer1,1.5774788,-21.760405,35.483013,0.09661827,-0.040294006,0.6644368,22.667252,18.486044,-25.678625,-8.080347,41.23834,0.019549316,0.53617746,9.803515,6.9189363,30.280357,852.6962,1052.9644,-17.226679,1850.4088,744.35004,-24.324892,3163.841,526.9004,-40.5881,0 days 00:00:08.590200200,0 days 00:00:08.610200200
0 days 00:00:00.400000,0 days 00:00:00.420000,answer1,1.5068603,-19.271982,35.70167,0.10373324,-0.04046889,0.6574115,20.9414,19.54688,-24.587484,-7.495477,41.25446,0.025515849,0.8603492,8.281449,8.105995,26.565138,840.3096,1067.1757,-21.1597,1802.8262,704.73065,-27.212936,3167.8362,427.9402,-39.618847,0 days 00:00:08.600200200,0 days 00:00:08.620200200
0 days 00:00:00.410000,0 days 00:00:00.430000,answer1,1.3965276,-16.970987,33.758892,0.090160005,-0.035169702,0.6595301,17.717985,21.135723,-20.269262,-8.199976,41.20807,0.027393898,1.0313247,6.477608,7.9149365,21.833084,900.6877,1076.58,-25.041052,1927.0302,840.9891,-29.286402,3145.8835,448.15173,-38.9592,0 days 00:00:08.610200200,0 days 00:00:08.630200200
0 days 00:00:00.420000,0 days 00:00:00.440000,answer1,1.2535912,-15.217452,29.039087,0.08146826,-0.024663234,0.69661164,14.691562,21.115343,-15.598045,-7.513209,41.0854,0.031358298,1.2801863,4.566016,5.5460305,13.616504,960.7402,998.7241,-27.952263,2063.9954,802.6984,-29.37545,3318.8015,525.0914,-36.022736,0 days 00:00:08.620200200,0 days 00:00:08.640200200
0 days 00:00:00.430000,0 days 00:00:00.450000,answer1,1.1515964,-12.926159,23.135147,0.061998922,-0.012708659,0.65837187,11.530377,18.617846,-7.0926948,-4.196178,41.008057,0.03650438,1.2560344,3.642677,4.088148,9.621794,1017.63776,843.9478,-86.527534,2178.3481,748.8604,-85.74704,3297.9033,616.79126,-90.21664,0 days 00:00:08.630200200,0 days 00:00:08.650200200
0 days 00:00:00.440000,0 days 00:00:00.460000,answer1,1.0314614,-11.9658575,21.848343,0.0659304,-0.005417831,0.5430224,11.201814,13.5241,3.7892573,2.5693448,0.0,0.0,0.0,0.0,0.0,0.0,1056.3705,742.45184,-144.01295,2126.1414,713.8794,-142.8896,3291.4592,665.4462,-144.91508,0 days 00:00:08.640200200,0 days 00:00:08.660200200
0 days 00:00:00.450000,0 days 00:00:00.470000,answer1,0.91903067,-12.56429,22.731524,0.066835605,-0.0043566828,0.42299733,13.636546,11.47295,9.624041,2.243305,0.0,0.0,0.0,0.0,0.0,0.0,1075.7242,793.16144,-138.26262,2136.0974,699.3715,-140.83817,3206.127,585.85895,-140.79889,0 days 00:00:08.650200200,0 days 00:00:08.670200200
0 days 00:00:00.460000,0 days 00:00:00.480000,answer1,0.83001906,-15.362545,25.083582,0.07944298,-0.013829281,0.5394202,18.568382,12.481334,12.540011,-3.2253287,36.503136,0.0,0.0,2.4244595,9.651697,19.288822,865.9538,1195.0709,-106.893936,1802.0433,1209.897,-77.96224,2925.7195,594.1204,-80.47088,0 days 00:00:08.660200200,0 days 00:00:08.680200200
0 days 00:00:00.470000,0 days 00:00:00.490000,answer1,0.826263,-15.826587,22.51489,0.084760614,-0.0199948,0.6247325,21.594095,11.547671,10.702847,-9.418523,36.484287,0.0,0.0,2.8112755,9.783957,18.903193,584.4035,1478.3204,0.0,1578.4005,1512.5209,-18.403902,2540.8154,684.30536,-20.763151,0 days 00:00:08.670200200,0 days 00:00:08.690200200
