label,RectX_TL,RectY_TL,RectX_BR,RectY_BR,Confidence,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,pitch,roll,yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
question_all1,860.6890190972222,142.20934009552002,1223.9684244791663,608.2060089111328,0.99818354845047,891.7024676341701,883.5728400251571,878.9454835179148,880.2612870691596,890.6653002274774,910.4937045548752,934.5482056765784,961.1021910888442,996.9494864419852,1038.9045287469771,1080.6696361771544,1121.69023622842,1159.347837420507,1187.1102266033083,1204.218330891149,1217.3887820815594,1228.7981068500262,906.557201365874,926.83683642684,954.038886898061,980.1558071153736,1003.124961333754,1072.067821170093,1102.2923142868544,1133.6444176080286,1163.5836334424284,1184.1739937592438,1030.4993314158885,1023.8029313405668,1017.0288541176176,1010.4770425282036,975.2247164622216,991.2836209682164,1010.084257140426,1032.389814203394,1053.9056341559203,928.3676478562476,949.0164701841928,971.173072442292,989.3477751264646,966.8312681955136,944.878099737262,1081.0660712742929,1102.2527174400914,1125.251319313451,1147.3422268030567,1124.6613662934956,1101.4403154678655,949.1818570138548,970.9122098823666,991.2507569186304,1006.401933710192,1024.159002985323,1050.140967282986,1075.3024969147616,1049.6304746019894,1022.9969455240667,1002.459331006917,983.89319282747,965.6328802940455,957.770956366842,988.9711717833868,1005.495722541658,1024.5402392927947,1066.6783836833868,1023.9724845051156,1004.9127856296516,988.2092991206672,273.8461541486764,316.7231230373952,361.15476812175234,406.2254956470487,448.3882380788119,486.8217108188379,520.2769133294553,550.845845683969,565.9522427081686,567.2824034494329,549.6284092993989,525.2298855734321,494.9807277541416,456.4024665441333,412.0841624340337,366.0254469190472,318.7699767058681,265.3330820747018,252.1939617226392,253.7542374723652,263.95187539840566,279.0005270210758,288.4754724976709,280.97155339461085,280.1925320974975,288.8923892971123,310.2031589118551,336.9222311776712,370.5281050231309,402.50079225834736,434.7499908073237,438.47082783725017,449.58030981659175,458.7256148769519,455.90343961674506,450.9421347029949,321.3862183652956,318.8001076397686,323.69925083700934,337.38476101145204,340.4841308643402,335.8593991480765,349.8643005549329,341.50654944553406,344.5272255650824,354.9525120293317,362.72839280845534,360.2680720658273,474.5831854158823,474.29437508153694,475.6935969898831,482.3232690456596,480.866518385198,487.2255786574141,496.0972388424165,512.0553680401721,518.930020587286,517.2516542415316,511.90054703578267,497.469496231376,478.7256222056628,489.9298966363463,495.41989278187793,495.26433850254847,496.54936950432017,496.0836732560255,495.1470478428183,489.8125059845789,-14.05310694635783,9.139548967453766,9.554506479264704,0.6486971974372864,0.3017272055149078,0.326572448015213,0.2747066617012024,0.1502278298139572,0.0,0.303834855556488,0.0125040225684642,0.0,0.0983121693134307,0.42438405752182,0.3343989551067352,0.6348543763160706,0.0,0.4571339786052704,0.8472777605056763,0.0784612521529197,0.0993266329169273,0.1156932339072227,0.1520737409591674
question_all1,868.9499240451388,140.747145652771,1210.4698350694443,603.2447204589844,0.996986210346222,867.7953179006684,860.2990667037515,856.5589052126492,858.2430451401917,868.6529191142994,888.2427541676094,912.798296993548,940.5080811880867,976.6039959977542,1018.7511272397048,1060.900011743088,1101.9410831241585,1139.5328938202042,1167.4836522205,1184.848681216967,1198.2765466441062,1210.2846341953614,890.535044249402,911.4094658359678,939.5220370343224,966.9409452330866,990.7046010687088,1054.9586387935717,1085.137163946903,1116.3312575149143,1145.605000527858,1165.5615153235954,1014.812938177841,1009.0349989661984,1003.1382680224024,997.3547713028228,961.816128985458,977.468436584992,995.844005774672,1016.9505442887202,1036.775051730751,913.0158006523924,933.1180346294542,954.6263015743776,972.367173585287,950.3828630810332,929.1541420933818,1062.8093796038993,1082.336874635142,1104.214930880505,1125.1219780158976,1104.148406187283,1082.1462984254688,933.5716496746104,956.0166378903572,976.6172777801156,991.2432823737462,1008.547691529174,1032.8448019659404,1057.2831988098435,1032.5292149080888,1007.0601649851054,987.2384859176492,969.512417387703,951.0792055933788,942.4078391914236,974.1067231901778,990.0215072583204,1008.5748505411758,1049.0694336417737,1007.9726052391088,989.4864482575632,973.437374287812,270.9068076735336,313.58893175543244,357.87856500811154,402.8831154201994,445.17743792147,483.5098527109312,516.4692489786485,546.0961253084229,560.1561241829927,562.1867978866909,545.6394503258609,522.1051243936513,492.3404681796051,454.6313874500075,411.2013154249193,365.55429393903,317.8988949419992,265.9854193726826,251.89844342833536,252.10106090520551,261.411474559108,276.4812527775898,286.49801576616494,278.0911437374858,277.75354167051466,287.63821460437265,310.1392741055554,334.1806895566128,369.0211203187839,402.603619083534,436.2089433273112,436.6172878390639,448.0461044290988,457.4976721685204,453.9016006488266,447.8835142415368,319.3539861495664,315.603561463003,320.32855140300853,334.48502927697285,337.1934046851446,332.92775270025425,345.48669514536107,335.82895378559766,338.3449004814505,349.4742897911768,356.3615307433297,354.5378907504873,469.609499867933,471.4035494390512,474.6110916092201,480.7385087530088,479.2486004198244,483.3444506889964,489.55222013504107,505.1486053109589,511.7809286669059,510.6957260009915,505.9033016566432,492.35925784929697,473.93598671649096,486.7625165526839,491.905328540299,491.32910097628246,490.6398376704757,492.1488995578002,491.6025105185407,486.5769685644775,-15.15272381815879,9.673851769118537,10.513665686916148,0.786740779876709,0.3259661197662353,0.2291227728128433,0.2700756788253784,0.1398845463991165,1.0,0.3434204459190368,0.0060129617340862,1.0,0.1104821264743805,0.3722227215766907,0.1061742901802063,0.6606407165527344,0.0,0.43171226978302,0.8692771792411804,0.1663278192281723,0.0697412192821502,0.2109724730253219,0.2791881263256073
question_all1,819.5735677083333,146.31016731262207,1187.147677951389,612.9215469360352,0.9985742568969728,860.5822119919364,852.666822142058,848.0270120173266,848.7833566030698,858.3363318958109,877.5835990788148,901.6048341223682,928.3450181907994,964.0612300355624,1005.3127271489672,1046.0861658239476,1086.0927886178022,1122.865141155385,1150.465473304261,1167.8231597749714,1181.13971053232,1193.0116730846444,876.1998194799627,897.405752893798,925.1518154372136,951.4763015944608,974.5685366615576,1041.1911731510315,1070.6253086340096,1100.946642348532,1129.6337197411935,1148.93908384033,999.689399562498,992.9265614159108,986.15269294861,979.6211077285687,944.2403611444748,960.1993829239332,978.822035251469,1000.9316706596104,1022.1783712043124,899.5583675398971,920.016675494423,941.9310692197396,959.2002628148928,937.0930971306024,915.4179996216712,1048.3577443979832,1069.0518275436743,1091.7639754475483,1113.027630312742,1090.9547737651944,1068.0755190056102,916.5274896871396,939.0399237055396,959.4164137138356,974.3274715889004,992.2499071426744,1017.4979107599772,1042.3065204669845,1016.851343730684,990.7577100042228,970.2630403721862,951.8259510799506,933.4390572562568,925.2569622614426,956.9333900660326,973.2944595262004,992.42574146848,1033.650672363162,992.075658112584,973.0020475596928,956.43834393247,275.74341326817444,318.6422662522449,362.9984732436782,407.8544488811731,449.9108757221625,488.5373901282952,522.441158412804,553.4508442142089,569.1678330562577,571.0073768295811,553.5688235900698,529.5792610861747,499.85880450970006,462.2484813443626,419.1045082680687,374.6801001862333,328.77205556280865,268.6356982105666,255.48520300755908,257.5962328439489,268.49734361293406,283.90242969483927,294.5968179025566,287.6482331601127,287.4823778536515,296.3282445081002,317.4338537341455,341.76133453523755,374.3334377316176,405.1279738734787,436.2329442910314,440.26380061322914,451.1443025379162,460.33818332016943,457.785623596099,453.2928287898023,324.8368176032252,321.6462347594004,327.0531945117238,342.12935676370074,344.72244999611144,339.5958873375065,355.9772652701527,347.1592998202923,350.3571082751139,361.9695829498377,369.46002176775227,366.5939239258531,476.6339219095457,477.0370542662708,478.7486062697423,485.5035346250765,484.0335149393151,490.1649715208286,498.6352232147043,515.3526170896891,522.3642966015998,520.6949301514771,515.1484310015655,500.43034533335407,481.007502478056,493.1461618316545,498.6036841736326,498.5039941041287,499.2155415704237,499.4306411679975,498.52325127523807,492.9590301879624,-14.834287443630394,8.109486350332014,7.405048766112263,0.6285478472709656,0.2956542372703552,0.2474991679191589,0.3319090604782104,0.1707934737205505,0.0,0.3443682491779327,0.0130968485027551,0.0,0.1091961488127708,0.407344251871109,0.3040154278278351,0.6708964705467224,0.0,0.3383241891860962,0.8895785212516785,0.1036627292633056,0.1243419125676155,0.0367448255419731,0.1144140064716339
question_all1,822.2982855902777,141.8805913925171,1177.8604600694443,605.9490051269531,0.9977210164070128,845.5767184606005,838.0880833838274,834.0990439275236,835.6241682466047,846.4434394995856,867.1908559901088,892.8768738055494,920.877821057006,956.8901561552713,997.9809834635456,1038.9916834502844,1078.70526018324,1114.72159500903,1141.1079136652993,1158.182335559503,1172.0905665064624,1183.892849631486,863.7395392383942,884.3451562601517,912.4469597114784,939.5205676468354,962.9236538464588,1028.9184111698323,1058.8901785191274,1090.4937351202936,1120.941353870391,1141.9341146430727,989.9441201737882,983.8841512568654,977.702049581206,971.769358300749,936.0737817067984,951.8995251797712,970.402414077268,991.9728616370284,1012.7046443378072,887.2416560361128,908.3977085893644,930.4498328792264,948.267706201664,926.2357963023634,904.3215049465018,1040.4407797536333,1061.2895835281793,1083.6206099800977,1105.187439529068,1082.9134382380437,1060.2840420705977,911.034690774842,932.8644401721488,953.1144299681677,967.7538974078492,985.0489349783526,1009.2821389013754,1032.0087898542813,1007.8373908495266,982.3288049302208,962.4394710630116,944.3447369332296,926.943134008215,919.7736639108232,950.2592385814572,966.374638670578,984.7150822028736,1023.8331144441167,983.5725044375204,965.114790885761,948.8437831399046,279.19402468695506,322.81057205072057,367.2496359959504,412.3429292317637,453.9848393303433,491.353712721973,523.6336713770971,552.7635043805956,567.3017007109131,568.6390701856418,551.4242429185731,526.9952017142491,496.3609400772445,458.1732676932192,414.7094402161089,369.5094654511259,322.6724071891248,271.6190220498522,257.2051657967811,258.32907263489165,269.06425832976146,284.8745505731672,294.66107060393136,286.73762697353067,285.28307046123706,293.83506878271515,315.3714605711849,340.0420122939404,372.3101709230471,402.9252471450363,433.69569867444415,438.5953151032786,448.8656527971349,457.63003499054594,455.1933213197682,450.90468401583337,325.75216419052015,322.71476115030106,327.1497785238185,340.5486167864584,343.4853793797446,339.2027665616667,353.65426340405907,345.78923903045325,348.9130262273818,359.2404222748917,366.3605845279831,363.7391365539714,477.9326187140598,475.0804976576072,474.982047932804,481.4530095983825,480.0990105511231,487.4338801693153,497.17900882893,513.5341768166063,520.4961257813382,519.1003702425742,513.8629179071156,499.8665601835706,481.7384673304484,490.1703244587623,495.4161081768659,495.3935039076174,497.2463901308013,497.4300456693502,496.693797069937,491.54812271461367,-12.766069669387983,8.492163086569173,6.516891178463491,0.5305792689323425,0.3179421126842499,0.3560554385185241,0.3254291117191314,0.1395919024944305,1.0,0.2934461236000061,0.018897958099842,0.0,0.0378785133361816,0.3227406144142151,0.2002196013927459,0.6606140732765198,0.0,0.3573743402957916,0.8485425114631653,0.134446382522583,0.1020456627011299,0.1009053811430931,0.210832267999649
question_all1,804.9660373263888,155.03562927246094,1165.634006076389,607.2855606079102,0.9979447722434998,830.2048798767021,822.8224995553707,819.1317299113704,820.487176427188,830.6492932104138,850.6669458671331,875.4832193231343,902.8666661534744,938.377050408864,979.5195437551502,1020.7509602024734,1060.7414481435994,1097.4167120836012,1124.2521124827583,1141.3475058754118,1155.3742597701078,1167.8843070946225,848.4453320626758,869.2472806480039,896.3953837091203,922.7641723467424,946.207620627038,1015.4451720440117,1045.3142767104534,1075.6508665191973,1104.0605842717105,1123.5709401795066,973.530464536391,967.3167970708146,960.902365244894,954.6679954204,919.6240126682128,935.0304817424416,952.9805914314584,973.9857708691112,994.0452730209076,871.2708715373016,892.058417426836,913.7768416503447,931.3369706532563,909.3910954348614,887.7804852149018,1022.568336188493,1043.1334772831274,1065.2813460644277,1086.466328724021,1064.6164445213872,1042.2587055765623,892.8700954598565,914.3671338326932,934.410834262097,949.10266761073,966.5175889742982,991.0756813713951,1015.0494011668966,989.9951476256535,964.1692621769206,944.420699751832,926.5955158599068,908.8384880152296,901.7716407564906,931.9615511175616,947.9137537813128,966.448090508464,1006.5133333737432,965.4508352362108,946.948182822434,930.8856107077048,283.024363902882,326.271429944012,370.3341365790491,414.9893511957874,456.477913584069,493.9573994731374,526.4054681542702,556.1514908274614,570.6486411336821,572.1348117244601,555.1694226763204,531.7565750702995,502.08187849306574,464.31307713812765,421.23949039523774,376.66653530776,330.3485331007301,274.3804335850256,260.54006561545725,260.55353832247147,269.342935059158,283.821970801326,296.0700362432291,289.8636631244274,290.48138593234125,299.9291015088811,320.35113754749926,342.4100185328907,375.4450152630478,407.0229540946544,438.808806069919,441.9246404767209,452.5567250679471,461.70655310812793,459.1248395613933,454.6214295481572,326.6856388595377,324.1271345979955,328.8966184444731,342.1923849847723,344.9393939284875,340.41676953838123,356.5603881535281,349.2946041645678,352.5585089587823,362.6749430757878,369.45393050326857,366.7617666369663,480.21912001098025,477.9471008146745,478.4488418914976,484.9403900043855,483.7550505666249,490.7768054998472,500.1346922471473,516.8049756384075,523.1937236002966,521.586314820109,516.3788305190686,502.7411839297112,484.23634806401714,492.5430725372896,497.8348866034823,497.9652791172256,500.7254858147507,500.9877588242847,499.9893228706247,494.7929660875024,-13.74428716692734,8.020053585223549,5.428202746471408,0.5857247710227966,0.3331559300422668,0.3584011495113373,0.3121699690818786,0.1465082019567489,0.0,0.3051464557647705,0.0278230682015419,0.0,0.0583964511752128,0.343068927526474,0.1903319805860519,0.6824818849563599,0.0,0.3722075223922729,0.8812354207038879,0.5189701914787292,0.136743277311325,0.0601948797702789,0.2381832897663116
question_all1,802.7932400173611,150.08539581298828,1155.4282769097222,606.5875854492188,0.9975774884223938,825.3304352642174,817.6403185759025,813.9664606339436,815.6979739755905,826.3499972074494,846.8822990650042,872.0236409594913,899.2060005321418,935.3285425725708,976.7431712362464,1017.1949047755552,1056.1511142750603,1091.6447868649875,1117.8627003631727,1134.6640611522453,1147.946626357637,1159.0460415526722,842.1856956506635,862.0716023216023,889.8727583320092,916.87638315014,940.2338385670196,1007.488863149093,1038.0955083041536,1069.8778389371073,1099.7371873572956,1119.264759252298,967.596989943794,961.0412871349596,954.3200408103384,947.9096212112654,912.0916857701995,927.8271846741496,946.478959537164,968.401443271247,989.1992432969946,865.6109357497467,886.0531927097354,907.8743096105328,925.2560849038692,903.3745952297604,881.7296825859535,1017.3806922715758,1038.5964162086266,1060.9847890265355,1081.72056737413,1059.797414282636,1037.1326131797869,887.5584958980553,909.3301783051838,929.1699156405562,943.6592343031843,960.9717392673806,985.0937641054934,1008.1103206907028,983.7402907689302,958.6541300463718,938.995641637258,921.292999257209,904.001342327496,895.7171301224685,926.5795677632628,942.5143555919864,960.8329700480332,999.8713472511828,959.759369738208,941.4576198237596,925.4269669531528,286.45595360785273,330.3821745353944,375.3193863661495,421.12859131970345,463.8531850882291,502.3771529581527,535.4706404786639,565.0542462971134,579.432370000568,580.6374092498008,562.5674692348248,537.2092065618117,505.9967439724514,467.37044604760194,423.7399015120136,378.6408031425467,332.0897705939419,274.808922421691,258.94464568218655,259.09033703671093,269.1904342687485,284.8260519863493,296.074668580869,289.1675857828559,289.3848494029826,300.22532123471547,323.99229278078474,342.9473192025498,376.7063275732612,408.8453604031001,441.0905598486352,444.79057170699343,455.7422384979,465.0915616016864,462.67051217199696,458.2746951220397,328.9066006115959,325.04571441353755,329.7617128670058,343.8494497346328,346.5315485546007,342.2011162956419,357.4570940806889,349.2335648389926,353.07099087608594,364.61818985327,371.0421108810961,367.8294565210863,485.27095700864993,484.018834179582,484.86088580258274,491.3785658453162,490.2069291634698,497.1804252772836,506.0564963657234,520.7759596971919,526.6608847512816,525.0052210323511,519.8587441346763,506.5403601449025,489.1303412339812,498.65500332786087,504.00963405455695,504.0283434104831,506.2314435368444,504.9755004727968,504.190425858681,499.0424469882792,-10.68640542729694,7.992628971467481,5.885716594068072,0.7713184356689453,0.5644797682762146,0.3157951533794403,0.2977935075759887,0.0748370215296745,0.0,0.252008318901062,0.0276117976754903,1.0,0.0403886251151561,0.3823113441467285,0.233143463730812,0.6660264134407043,0.0,0.4371805489063263,0.8446580171585083,0.0301514770835638,0.0719849094748497,0.2205986976623535,0.1434514671564102
question_all1,800.9304470486111,153.16266632080078,1143.6215277777776,608.1823196411133,0.9980515241622924,817.6032118379051,810.3306989850811,807.1980522719001,809.4367543167231,820.3555883047491,840.910506297779,865.7934768893072,893.0755746373907,928.845452040476,969.8374568925852,1009.92100176471,1048.5492727369303,1084.081486321296,1110.3965095686813,1127.1245274880407,1139.966249720013,1150.7587093693758,836.0995266778394,856.4550869548038,883.7579975768443,910.0525334056904,932.9964568917871,1000.4836408377072,1029.926258102915,1060.1376661556335,1088.5906060413895,1107.765365244902,960.3083175378124,954.4063950852272,948.400131625752,942.6428415607588,907.117478812934,922.9959279101284,941.5243326542404,962.907632321748,983.3182759281452,858.715879286098,879.5125618361096,900.9864845646546,918.1882516626778,896.5962374358481,875.2442303067452,1009.4106551243342,1029.8913041910623,1051.7483693100046,1072.5799894990982,1050.8589321991808,1028.7375321900442,882.1018037748697,904.001633735688,924.2744306999506,939.1071101764652,956.5267208582752,980.8162723140792,1003.4296958235792,979.5160128295888,954.2611280595708,934.2767985047192,916.1505264746228,898.3002731842134,890.6645195397796,921.7170996648886,937.897099479282,956.3962945996624,995.0611955791362,955.1571393698308,936.6059202009434,920.2559512946958,287.77914236868526,331.16000625892343,375.5420523776265,420.5364916829014,462.1912051291467,499.9321544507577,532.7294685242057,562.2265670263238,576.4284325396293,577.4059053409205,559.7209834026639,535.3788383513718,505.21071586919714,467.3828374055389,424.3573708313459,379.7604265003858,333.65320630394274,273.6501463233857,259.0354243400536,259.72665910154467,269.4015048467875,284.2384477892731,295.01972804504044,288.91154822153624,289.3941497875596,299.11080028119613,320.96534312065194,342.6725034742369,375.5408319198104,406.7642273208592,438.0546502651676,442.9558786724141,453.2579095529596,462.0464751049294,459.4510983315472,455.1379027728632,328.59528738588125,325.0704587580782,329.7985123376071,343.6009626896339,345.943265330272,341.5046067080941,357.01890373850915,349.0176636600838,352.4466782129384,363.4192123448724,369.5498323194217,366.7365631439403,482.57464066263054,480.1834871638072,480.2007363009412,486.5324714508112,485.19556568629633,492.1851438718092,501.8742445643438,518.5847529822349,525.6962793127313,524.5214828917349,519.5175407546864,505.65766379421984,486.5852603195497,495.1045766045194,500.1863676774636,500.09572834365537,502.360442412732,502.9433981567796,502.3300448767259,497.3973123850534,-8.470321085477744,8.582894834907668,6.020411984674149,0.6920158267021179,0.3019160032272339,0.2328280359506607,0.2969604730606079,0.1329825967550277,0.0,0.2524116337299347,0.0364191532135009,0.0,0.0794102847576141,0.3816447854042053,0.3050615787506103,0.6873793005943298,0.0,0.2411557286977768,0.891021192073822,0.1485974341630935,0.1453863829374313,0.2580836713314056,0.175608679652214
question_all1,787.4861653645833,152.4570350646973,1145.9994574652776,608.4159164428711,0.9986056685447692,810.9284537304005,803.6762978277887,800.4204720933193,802.2019338022628,812.7939502671194,833.0507301718922,857.5701964870302,884.8282507881108,920.9629821360968,962.4061838523658,1002.1906699868046,1039.9652341514002,1074.7210018347605,1100.681901480811,1117.37429854845,1130.351063134049,1141.4929382212003,827.989700667891,847.7018644452032,874.7992521783067,900.8904722558268,923.7458418902376,992.61029196141,1022.2821930831774,1052.4923345455304,1080.847986264363,1099.9651717204465,951.079851217568,945.0958246486632,939.0091984607884,933.1544161035742,897.6512463961367,913.4293458420892,931.8861889317054,953.4638737052768,974.0597199128238,849.424223751261,869.5018864413839,890.86631663503,907.9119746920794,886.3318928835447,865.1175301236847,1000.8411882215904,1021.0970468170068,1042.8093242884452,1062.9969244596705,1041.782871520656,1019.8444248319392,873.8006995929807,895.4866585989046,915.1334257182576,929.9079991389945,947.3835254661152,972.0370463692308,995.9685542512466,971.47134611791,945.9031199341003,926.0294987303369,908.1405898634018,890.4627994431937,882.368925528564,912.7535450460632,928.9009346335948,947.5083017350852,987.534187227317,946.7422452348316,928.212610552863,911.9605993576848,288.29802727558854,331.43500324831984,375.8246338188392,421.0143196508252,463.1516505120908,501.39140252315474,534.4656583329938,563.9320014768946,577.7876788823419,579.0494976546152,561.4065702327157,536.9442250976876,506.6870887049672,469.2503271002229,426.6528633641801,382.1182692506468,335.9394559095847,272.7501736369877,257.570778515591,258.09814251386047,267.5123424214985,282.21961949330193,292.3807485405687,286.0802970501581,286.92707003386727,297.0033570885241,319.4043010742608,341.0514998617657,375.1759015809012,407.8265181503011,440.52243378859794,443.7361565007882,454.5540894343385,463.69331518833815,460.7459405651907,455.9414671808759,327.579837241243,323.70099439901924,328.4964829788121,342.39325241220035,345.121583697518,340.751381300554,355.17812374985874,347.0295583028028,350.50069321859473,361.780520113834,367.9845684021861,365.1693568292219,483.52944806978576,482.8539407882449,484.1936387372825,490.432419573061,489.0749803040235,494.8662493878924,503.1899614508666,518.7808312679231,524.8872370708345,523.4968915667237,518.6603272653501,505.7539735435012,487.7420984135888,497.6556806052317,502.6748435291779,502.4144635680027,503.95534939034815,503.9000382162308,503.2494796659398,498.3510164208901,-8.809492508886189,7.594108970129446,5.446361213705532,0.7933216094970703,0.4974593818187713,0.2009725868701934,0.3159635365009308,0.1025214418768882,0.0,0.1769443899393081,0.0108087882399559,0.0,0.0750712454319,0.4203983247280121,0.3565082550048828,0.6543421745300293,0.0,0.3157259523868561,0.8218386173248291,0.0245365276932716,0.0819711908698082,0.3930050432682037,0.1339777708053589
question_all1,774.4762912326388,145.3931007385254,1129.0523003472222,608.5757675170898,0.9980530738830566,807.6977265039142,800.524862249757,796.7250767481457,797.9387891010487,807.995402499026,827.830532778805,852.5297141627075,880.1630510816337,916.9543993906452,958.2386417861968,997.1348834690632,1034.08871494972,1067.5830744693778,1092.7693740741563,1108.8277603541856,1120.8621164658537,1131.050104523258,822.2647760089001,842.4242183262016,870.3436276657941,897.4174089176618,921.3697375377784,987.4707375790676,1016.5554406447184,1046.2044700118893,1074.2817741003985,1092.6199604531714,948.2924652630652,942.595449786654,936.7688486387392,931.2667665871342,893.3206597031672,910.0227834708588,929.4959004491064,951.6627031690476,972.5560115229894,847.0706340800688,866.9400450126891,888.7835544243421,905.773589294732,883.9934067426161,862.249865313518,996.0803413472074,1016.7457028232808,1038.857461035181,1058.096502195453,1037.6048713243565,1015.3165996373772,868.4315143053564,891.0958047502467,911.307409317269,926.0960945482836,944.0258947135,967.7327344352802,990.9480662898916,966.6434064371416,941.9226909393504,921.895832504794,903.875671884758,885.7517665298852,877.2070963974727,908.7310513668652,924.8985659102036,943.7501089733915,982.2275452705194,943.5311567292476,924.8867055828616,908.62415933846,281.30714559763146,324.7010685662027,369.3972090957613,414.61652920460887,456.7704847660354,495.0860010914196,528.2360798240986,557.4811292147087,571.4000184563334,571.922137894631,553.0827367587358,527.7093553983693,497.2133396378282,460.1178799465926,418.25715275752464,375.1431401401067,330.5127449167221,266.5229494011277,250.6607057692229,251.12088978303456,260.8991333472369,275.9699154701996,287.3546204952373,281.109114573366,281.97738661008054,291.79596522606755,314.4323772758229,333.8522221692493,367.1330626673445,398.7974697534033,430.7352772623397,433.983052319105,444.8674536196853,454.2223696342324,450.8270362032173,445.8537822946214,319.942360690755,315.3341100125806,320.5851705550498,335.8919665662379,338.5635715588438,333.89081792721987,349.32082219926,340.6572506287733,344.24122289745753,356.5526071019585,363.2121643398096,359.9611922953669,474.4219979209917,473.9375134878913,474.9560770748493,481.371752190554,479.6141046855136,485.5107082682713,494.0222158652944,509.9716395290444,516.5066467651011,515.2314296699902,510.3159534454293,497.0778072379503,478.6171414712568,488.8020816233106,493.6814799247557,493.3522730174992,494.7432442571159,494.2145983258397,493.76274635763286,488.7676932998999,-7.883120149303695,8.520524183364106,4.446353497518225,0.7539411187171936,0.5409384369850159,0.304848700761795,0.2865131497383117,0.1033267527818679,0.0,0.2276294529438018,0.035817127674818,0.0,0.0800500586628913,0.3471991121768951,0.3749081790447235,0.6679907441139221,0.0,0.2109222412109375,0.8687270879745483,0.1898043602705001,0.1670994907617569,0.2089405357837677,0.1458233594894409
question_all1,779.7873263888888,146.5840015411377,1135.115017361111,614.5214996337891,0.9984040856361388,805.0801546158619,797.3797937366547,793.388949364243,794.6379724587681,805.1744883960343,826.0817793163665,851.9961573448987,880.5022459526931,917.982895964106,959.814346431773,999.1136285571572,1036.911803696296,1071.339667323709,1096.709279067701,1112.9126997971548,1125.38002087101,1136.0381816988338,821.8769728104805,841.7663391527486,869.6703282258928,896.7862110291347,920.626567939046,988.8075333790172,1018.4060831369684,1048.6948408831104,1076.993836971899,1095.3986804641916,948.1411728722128,942.3474856215214,936.4374751304576,930.7808956784096,893.6475586479612,910.080948298318,929.1506968382968,950.8325556165818,971.312625129424,845.3411492973838,865.4036198834169,887.7786152309693,905.1341564908028,883.2862722675843,861.0454059333514,996.3751542290728,1016.99229807106,1039.6340453178404,1059.5817657299085,1038.7367615453934,1015.9064806162604,868.1761494257379,890.799990491077,911.2632750506616,926.2356709081512,943.9989208581284,967.9296286779474,991.0471783085954,966.8128184679802,941.9935791494464,922.07661720606,903.9979507067322,885.7040251308819,877.0762579310086,908.9737605690316,925.2615244334988,944.011036816412,982.4133196600824,943.1371984273288,924.5609074314236,908.2379169202892,285.7053089529577,329.9148509287671,375.4821500307976,421.7843221661278,465.17243898675497,504.4196425732184,537.8436890159828,567.4157978704975,581.1186454638007,581.0187724817058,561.8044691797738,536.2024452415233,505.1830148840832,467.1562096039622,424.1050636894113,379.8149941013632,333.99561947498694,272.63518548499394,255.7893679452725,254.94051453646196,263.9684430546752,278.8707370485597,288.9851858810312,282.5311286996348,283.5681141568218,294.2475615853871,317.484078546751,337.46043211437586,370.7590014090592,402.506728043438,434.5781716626766,440.0903637002618,450.5785998866327,459.6103104581223,456.5873119273606,451.895591164264,325.58672605742254,320.1426277135612,324.70336559615225,340.0555231129381,343.4938948488904,339.3568306069991,353.2566127266583,343.9508037011251,347.48948352264654,360.3054061531402,367.2610037623824,364.1425836927626,482.733750720422,480.45752362950657,480.3054047610008,486.4325653552253,484.49983572250017,490.9547296413471,500.2403732943226,516.4460699496419,523.2089501892788,522.2892753226556,517.751547719954,505.119255490353,486.6960707131452,494.8789948148203,499.5028059664321,498.89720886923874,500.9043746655627,500.4827593989912,500.3674904478066,495.73752090855896,-7.466200331652016,7.875640126459068,4.526566362206346,0.6769764423370361,0.3499139249324798,0.163707435131073,0.2768455445766449,0.1005353033542633,0.0,0.1829927414655685,0.0116869937628507,0.0,0.0587276108562946,0.3772680461406708,0.39300137758255,0.7073253393173218,0.0,0.2545396387577057,0.9034776091575624,0.1343203037977218,0.1451577544212341,0.0490728132426738,0.1114304363727569
